MARKETING;CUSTOMER;NOUNIT;;LOKASI;UNIT ANTAR;HARGA;PO;Kontrak;PERIODE KONTRAK/PO
;PT KALDU SARI NABATI;5010;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;3419;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;3423;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;3473;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;3444;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;3445;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;3422;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;3438;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.170.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
;PT KALDU SARI NABATI;3394;;Majalengka;;Rp20.000.000;C240016553;;Nov'25 s/d Des'25
;PT KALDU SARI NABATI;3395;;Majalengka;;Rp20.000.000;C240016553;;Nov'25 s/d Des'25
;PT KALDU SARI NABATI;3396;;Majalengka;;Rp20.000.000;C240016553;;Nov'25 s/d Des'25
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.170.000;C240016553;;Nov'25 s/d Des'25
;PT KALDU SARI NABATI;3475;;Majalengka;;Rp12.000.000;4530171288;;Juni 2024 s/d Mei 2025
;PT KALDU SARI NABATI;3481;;Majalengka;;Rp12.000.000;4530171288;;Juni 2024 s/d Mei 2025
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.000.000;4530171288;;Juni 2024 s/d Mei 2025
;PT KALDU SARI NABATI;5205;;Majalengka;;Rp20.000.000;C240016353;;Nov s/d Des'25
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.170.000;C240016353;;Nov s/d Des'25
;PT KALDU SARI NABATI;3474;;Majalengka;;Rp20.000.000;C240016031 (PO akan direvisi karena salah nominal);;Jul'25 s/d Des'25
;PT KALDU SARI NABATI;3477;;Majalengka;;Rp20.000.000;C240016031 (PO akan direvisi karena salah nominal);;Jul'25 s/d Des'25
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.170.000;C240016031 (PO akan direvisi karena salah nominal);;Jul'25 s/d Des'25
;PT KALDU SARI NABATI;3296;;Majalengka;;Rp12.000.000;C240013188;;Jan'25 /d Des'25
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.170.000;C240013188;;Jan'25 /d Des'25
;PT KALDU SARI NABATI;3447;;Majalengka;;Rp6.500.000;C240019898;;Ags'25 s/d Des'25
;PT KALDU SARI NABATI;3428;;Majalengka;;Rp6.500.000;C240019898;;Ags'25 s/d Des'25
;PT KALDU SARI NABATI;;;Majalengka;;;C240019898;;Ags'25 s/d Des'25
;PT KALDU SARI NABATI;3817;;Majalengka;;Rp6.500.000;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;3818;;Majalengka;;Rp6.500.000;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;3819;;Majalengka;;Rp6.500.000;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;3820;;Majalengka;;Rp6.500.000;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;3823;;Majalengka;;Rp6.500.000;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;3446;;Majalengka;;Rp6.500.000;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;3825;;Majalengka;;Rp6.500.000;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;3828;;Majalengka;;Rp3.170.000;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;;;Majalengka;;;C240019525;;Nov s/d Des'25
;PT KALDU SARI NABATI;5746;;Majalengka;;Rp22.500.000;C240023923;;Jan'26 s/d Mei'26
;PT KALDU SARI NABATI;5460;;Majalengka;;Rp22.500.000;C240023923;;Jan'26 s/d Mei'26
;PT KALDU SARI NABATI;5509;;Majalengka;;Rp22.500.000;C240023923;;Jan'26 s/d Mei'26
;PT KALDU SARI NABATI;5272;;Majalengka;;Rp22.500.000;C240023923;;Jan'26 s/d Mei'26
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.170.000;C240023923;;Jan'26 s/d Mei'26
;PT KALDU SARI NABATI;3135;;Majalengka;;Rp13.000.000;C240018599 Des'25(Jun'23 s.d Mei'25) belum ada PO;;Jun'25 s/d Des'25
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.170.000;C240018599 Des'25(Jun'23 s.d Mei'25) belum ada PO;;Jun'25 s/d Des'25
;PT KALDU SARI NABATI;3117;;Rancaekek;;Rp13.000.000;C240023970 (Tanpa Operator);;Okt s/d Des'25
;PT KALDU SARI NABATI;3660;;Rancaekek;;Rp13.000.000;C240023970 (Tanpa Operator);;Okt s/d Des'25
;PT KALDU SARI NABATI;3464;;Rancaekek;;Rp6.500.000;C240023961 (Tanpa Operator);;Jan s/d Jun'26
;PT KALDU SARI NABATI;3194;;Rancaekek;;Rp6.500.000;C240023961 (Tanpa Operator);;Jan s/d Jun'26
;PT KALDU SARI NABATI;3391;;Rancaekek;;Rp12.000.000;C240016176;;Agu s/d Des'25
;PT KALDU SARI NABATI;3392;;Rancaekek;;Rp12.000.000;C240016176;;Agu s/d Des'25
;PT KALDU SARI NABATI;JasaOperator;;Rancaekek;;Rp4.845.000;C240016176;;Agu s/d Des'25
;PT KALDU SARI NABATI;3788;;Rancaekek;;Rp20.000.000;C240016032;;Jul'25 s/d Sept'25
;PT KALDU SARI NABATI;JasaOperator;;Rancaekek;;Rp4.845.000;C240016032;;Jul'25 s/d Sept'25
;PT KALDU SARI NABATI;3487;;Cicalengka;;Rp13.000.000;C240023070;;Jan'26 s/d Jun'26
;PT KALDU SARI NABATI;3134;;Majalengka;;Rp13.000.000;Belum terima PO;;
Tata;PT. Asahimas Flat Glass Tbk;2611;;Lok. Depo Ancol;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2612;;Lok. Depo Ancol;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2827;;Lok. Prod A;;Rp10.400.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2550;;Lok. Prod A;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2262;;Lok. Prod B;;Rp9.900.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2549;;Lok. Prod B;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2613;;Lok. Prod C;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2614;;Lok. Logistic;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;3035;;Lok. Logistic;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;3729;;Lok. Cikampek;;;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2547;;Lok. Planning;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2651;;Lok. Planning;;Rp8.750.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;2766;;Lok. Depo Ancol;;Rp7.150.000;148/SML/X/2019 Addendum I;06/10/21 - 05/10/26;
Tata;PT. Asahimas Flat Glass Tbk;3059;;Lok. Depo Sunter;;Rp11.000.000;148/SML/X/2019 Addendum I;14/10/22 - 13/10/27;
Tata;PT. Asahimas Flat Glass Tbk;3010;;Lok. KIM - Junbiki Karawang;;Rp11.000.000;148/SML/X/2019 Addendum I;14/10/22 - 13/10/27;
Tata;PT. Asahimas Flat Glass Tbk;3057;;Lok. KIM - Junbiki Karawang;;Rp11.000.000;148/SML/X/2019 Addendum I;14/10/22 - 13/10/27;
Tata;PT. Asahimas Flat Glass Tbk;3147;;Lok. BIC - Purchase CKP;;Rp12.000.000;148/SML/X/2019 Addendum I;14/10/22 - 13/10/27;
Tata;PT. Asahimas Flat Glass Tbk;3485;;Lok. Cikampek;;Rp7.500.000;148/SML/X/2019 Addendum I;14/10/22 - 13/10/27;
Tata;PT. Asahimas Flat Glass Tbk;5607;;Lok. Cikampek;;;148/SML/X/2019 Addendum I;14/10/22 - 13/10/27;
Nanda;PT.Aspex Kumbong;2740;;Bogor;;Rp35.000.000;;PO Perbulan;
Nanda;PT.Aspex Kumbong;2742;;Bogor;;Rp34.000.000;;;
Nanda;PT.Aspex Kumbong;3565;;Bogor;;Rp27.000.000;;;
Nanda;PT.Aspex Kumbong;3188;;Bogor;;Rp27.000.000;;;
Nanda;PT.Aspex Kumbong;2785;;Bogor;;Rp50.000.000;;;
Nanda;PT.Aspex Kumbong;3615;;Bogor;;Rp50.000.000;;;
Nanda;PT.Aspex Kumbong;3109;;Bogor;;Rp50.000.000;;;
Nanda;PT.Aspex Kumbong;3960;;Bogor;;Rp58.000.000;;;
Nanda;PT.Aspex Kumbong;5813;;Bogor;;;;;
Nanda;PT Bridon;2856;;Sutarmo;;Rp8.000.000;G400165466;01/10/24 - 06/11/25;
Nanda;PT Bridon;5039;;Yayan;;Rp19.000.000;G400213330;19/06/25-18/6/2027;
Nanda;PT Bridon;5026;;Niko;;Rp10.200.000;G400189107;01/03/25-01/03/26;
Nanda;PT Bridon;2136;;Niko;;Rp9.500.000;G400229280;10/09/25-10/08/2026;
Nanda;PT Bridon;3243;;Endang kusnandar;;Rp9.000.000;G400033118;01/12/22 - 30/11/25;
Nanda;PT Bridon;5262;;Sutarmo;;Rp18.500.000;G400088439;09/10/24 - 08/10/25;
Nanda;PT Bridon;5263;;;;Rp18.500.000;G400088439;09/10/24 - 08/10/25;
Nanda;PT. Dharma Polymetal;3377;;Delta Silicon;;Rp7.000.000;604/SML/III/2023 addendum I;15/03/23 - 14/03/26;
Nanda;PT. Dharma Polymetal;3381;;Delta Silicon;;Rp7.300.000;604/SML/III/2023 addendum I;16/03/23 - 15/03/26;
Nanda;PT. Dharma Polymetal;3382;;Delta Silicon;;Rp7.300.000;604/SML/III/2023 addendum I;17/03/23 - 16/03/26;
Nanda;PT. Dharma Polymetal;3378;;Delta Silicon;;Rp7.000.000;604/SML/III/2023 addendum I;01/05/23 - 30/04/26;
Nanda;PT. Dharma Polymetal;3379;;Delta Silicon;;Rp7.000.000;604/SML/III/2023 addendum I;01/05/23 - 30/04/26;
Nanda;PT. Dharma Polymetal;3380;;Delta Silicon;;Rp7.000.000;604/SML/III/2023 addendum I;01/05/23 - 30/04/26;
Nanda;PT. Dharma Polymetal;3483;;Delta Silicon;;Rp7.000.000;604/SML/III/2023 addendum I;01/05/23 - 30/04/26;
Nanda;PT. Dharma Polymetal;2739;;Delta Silicon;;;;;
Tata;PT. Fajar Surya Wisesa;3176;;Nanang Div Finishing;;Rp11.000.000;;Po Perbulan;
Tata;PT. Fajar Surya Wisesa;3193;;Nanang Div Finishing;;Rp16.600.000;;;
Tata;PT. Fajar Surya Wisesa;5673;;Finishing tidak pakai bap sml;;Rp13.000.000;;;
Deis;PT. Indah Bestari Permai;5248;;Pluit;;Rp27.500.000;52059178;01/01/25 s/d 31/01/26;
Nanda;PT.Ingress Technologies Indonesia;2250;;Jababeka II;;Rp9.000.000;;Po Perbulan;
Nanda;PT Kanepackage Indonesia;1002;;Cikarang;;Rp10.250.000;817/SML/I/2025;02/01/2025 - 01/01/2026;
Nanda;PT Kanepackage Indonesia;2323;;Cikarang;;Rp10.000.000;711/SML/V/2025;04/05/24 - 03/05/26;
Nanda;PT Kanepackage Indonesia;5729;;Cikarang;;Rp12.500.000;PO-KPI-17616;26/3/25 - 26/3/27;
Deis;PT. Kati Kartika Murni;3653;;Karawaci;;Rp41.500.000;71112519;01/09/24 - 01/08/27;
Deis;PT. Konverta Mitra Abadi;2447;;Lampung;;Rp52.781.040;LPG-71112832;01/01/26 - 31/12/26;
Tata;PT.M-I Production Chemicals;1736;;Jababeka;;Rp7.000.000;;Po Perbulan;
Nanda;PT. Rusli Jagat Utama;2013;;(Metalart) KIIC - Karawang;;Rp9.000.000;;Po Perbulan;
;;2111;;STEP (Cikarang );;Rp8.000.000;;;
Tata;PT. Bitutek;2542;;Bogor;;Rp9.000.000;103/SML/Add.1/XII/2025;15/11/25 s/d 14/11/26;
;;3665;;;;Rp8.000.000;688/SML/II/2024;16 Feb'24 s/d 15 Feb'27;
Nanda;PT Cipta Mapan Logistik;5684;;Cibitung;;Rp18.500.000;6190000873;01-Jul-2025 s/d 30-Jun-2026;
Nanda;PT Cipta Mapan Logistik;5041;;Cibitung;;Rp18.500.000;6190000873;01-Jul-2025 s/d 30-Jun-2026;
Nanda;PT Cipta Mapan Logistik;5168;;Cibitung;;Rp13.500.000;6190000954;01/01/26 s/d 31/01/26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3234;;Karawang;;Rp8.000.000;673/SML-D/I/2024;21 Des'22 s/d 20 Des'25;
Nanda;PT Cahayaputra Asa Keramik Tbk;3235;;Karawang;;Rp8.000.000;673/SML-D/I/2024;21 Des'22 s/d 20 Des'25;
Nanda;PT Cahayaputra Asa Keramik Tbk;3237;;Karawang;;Rp8.000.000;673/SML-D/I/2024;12 Feb'23 s/d 13 Feb'26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3238;;Karawang;;Rp8.000.000;673/SML-D/I/2024;12 Feb'23 s/d 13 Feb'26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3571;;Karawang;;Rp8.000.000;673/SML-D/I/2024;01 Ags'23 s/d 31 Juli'26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3572;;Karawang;;Rp8.000.000;673/SML-D/I/2024;01 Ags'23 s/d 31 Juli'26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3573;;Karawang;;Rp8.000.000;673/SML-D/I/2024;01 Ags'23 s/d 31 Juli'26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3541;;Karawang;;Rp8.000.000;673/SML-D/I/2024;01 Ags'23 s/d 31 Juli'26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3576;;Karawang;;Rp8.000.000;673/SML-D/I/2024;01 Ags'23 s/d 31 Juli'26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3574;;Karawang;;Rp8.000.000;673/SML-D/I/2024;01 Ags'23 s/d 31 Juli'26;
Nanda;PT Cahayaputra Asa Keramik Tbk;3661;;Karawang;;Rp8.000.000;673/SML-D/I/2024;01 Ags'23 s/d 31 Juli'26;
Nanda;PT. Frigoglass;2211;;Cikarang;;Rp6.750.000;642/D-SML/I/2023;01 Jan' 23 s/d 31 Des'23;
Nanda;PT. Frigoglass;2248;;Cikarang;;Rp6.750.000;642/D-SML/I/2023;01 Jan' 23 s/d 31 Des'23;
Nanda;PT. Frigoglass;2214;;Cikarang;;Rp7.200.000;642/D-SML/I/2023;01 Jan' 23 s/d 31 Des'23;
Nanda;PT. Frigoglass;807;;Cikarang;;Rp9.100.000;642/D-SML/I/2023;01 Jan' 23 s/d 31 Des'23;
Nanda;PT. Frigoglass;2212;;Cikarang;;Rp6.750.000;642/D-SML/I/2023;01 Jan' 23 s/d 31 Des'23;
Nanda;PT. Frigoglass;2228;;Cikarang;;Rp6.750.000;642/D-SML/I/2023;01 Jan' 23 s/d 31 Des'23;
Nanda;PT. Frigoglass;2586;;Cikarang;;Rp6.750.000;642/D-SML/I/2023;01 Jan' 23 s/d 31 Des'23;
Nanda;PT Ichikoh Indonesia;3114;;MM2100;;Rp9.900.000;594/SML/I/2023;01/01/23 s/d 31/12/25;
Nanda;PT Ichikoh Indonesia;3123;;MM2100;;Rp9.900.000;594/SML/I/2023;01/01/23 s/d 31/12/25;
Nanda;PT Ichikoh Indonesia;3118;;MM2100;;Rp10.550.000;594/SML/I/2023;01/01/23 s/d 31/12/25;
Nanda;PT Ichikoh Indonesia;3547;;MM2100;;Rp10.550.000;594/SML/I/2023;01/01/23 s/d 31/12/25;
Nanda;PT Ichikoh Indonesia;1052;;MM2100;;Rp11.330.000;594/SML/I/2023;01/01/23 s/d 31/12/25;
Nanda;PT Ichikoh Indonesia;3364;;MM2100;;Rp9.900.000;594/SML/I/2023;01/01/23 s/d 31/12/25;
Tata;PT Perfetti Van;3003;;Bogor;;Rp10.200.000;4700450479;08/02/26 - 07/02/27;
Tata;PT Piaggio Indonesia Industrial;3112;;Cikarang;;Rp8.750.000;PII/2025/I/AGMT/HRGA/07;01/01/26 - 31/12/26;
Tata;PT Piaggio Indonesia Industrial;1430;;Cikarang;;Rp10.650.000;PII/2025/I/AGMT/HRGA/07;01/01/26 - 31/12/26;
Nanda;PT. Surya Rengo Containers;6025;;Karawang;;Rp7.100.000;4504995747 perpanjang 4506965385;10/11/25 - 11/11/2030;
Nanda;PT. Surya Rengo Containers;5798;;Karawang;;Rp8.600.000;4504968939 perpanjang 4506963149;28/08/25 - 29/08/2030;
Nanda;PT. Surya Rengo Containers;6024;;Karawang;;Rp7.100.000;4504999419 perpanjang 4506968061;10/11/25 - 11/11/2030;
Nanda;PT. Surya Rengo Containers;6023;;Karawang;;Rp7.100.000;4504999419 perpanjang 4506968078;10/11/25 - 11/11/2030;
Nanda;PT. Surya Rengo Containers;2737;;Karawang;;Rp7.300.000;4505478461;01/01/22 - 01/01/27;
Nanda;PT. Surya Rengo Containers;3314;;Karawang;;Rp21.500.000;4505664004 perpanjang 4506977609;01/09/25 - 01/09/30;
Nanda;PT. Surya Rengo Containers;5199;;Karawang;;Rp10.000.000;4506322633;21/02/24 - 20/02/29;
Nanda;PT. Surya Rengo Containers;5200;;Karawang;;Rp10.000.000;4506322611;14/02/24 - 13/02/29;
Nanda;PT. Surya Rengo Containers;5268;;Karawang;;Rp21.500.000;4505945518/4506977582;07/10/2025 - 08/10/2030;
Nanda;PT. Surya Rengo Containers;3316;;Karawang;;Rp22.500.000;4505945504 perpanjang 4507137707;06/01/26 s/d 05/01/31;
Nanda;PT. Surya Rengo Containers;3675;;Karawang;;Rp10.000.000;4506056286;23/06/23 - 22/05/28;
Nanda;PT. Surya Rengo Containers;2322;;Karawang;;Rp10.000.000;4506056306;23/07/23 -22/06/28;
Nanda;PT. Surya Rengo Containers;3701;;Karawang;;Rp10.000.000;4506056149;04/06/23 - 03/06/26;
Nanda;PT. Surya Rengo Containers;3699;;Karawang;;Rp10.000.000;4506056270;24/06/23 - 23/06/28;
Nanda;PT. Surya Rengo Containers;3700;;Karawang;;Rp10.000.000;4506056165;30/06/23 - 29/06/26;
Nanda;PT. Surya Rengo Containers;5445;;Tangerang new po;;Rp22.500.000;4506534712;06/11/24 - 05/11/27;
Nanda;PT. Surya Rengo Containers;3702;;Tangerang;;Rp10.000.000;4506049773;01/11/23 - 31/10/26;
Nanda;PT. Surya Rengo Containers;3698;;Tangerang;;Rp10.000.000;4506049708;01/11/23 - 31/10/26;
Nanda;PT. Surya Rengo Containers;3697;;Tangerang;;Rp10.000.000;4506072659;01/10/23 - 30/09/26;
Nanda;PT. Surya Rengo Containers;3708;;Tangerang;;Rp10.000.000;4506310095;05/03/24 - 04/03/27;
Nanda;PT. Surya Rengo Containers;3711;;Tangerang;;Rp10.000.000;4506310095;10/03/24 - 09/03/27;
Nanda;PT. Surya Rengo Containers;3956;;Semarang;;Rp22.500.000;4506151905;01/12/23 - 31/12/28;
Nanda;PT. Surya Rengo Containers;5725;;Semarang;;Rp8.600.000;4506974375;01/09/2025 - 01/09/2030;
Nanda;PT. Surya Rengo Containers;5893;;Semarang;;Rp8.600.000;4506974375;01/09/2025 - 01/09/2030;
Nanda;PT. Surya Rengo Containers;3308;;Surabaya;;Rp10.000.000;4506052897;11/07/23 - 10/07/26;
Nanda;PT. Surya Rengo Containers;3303;;Surabaya;;Rp10.000.000;4506052897;11/07/23 - 10/07/26;
Nanda;PT. Surya Rengo Containers;3696;;Surabaya;;Rp10.000.000;4506052897;23/08/23 - 22/08/26;
Nanda;PT Younexa Inti Materials;5151;;Cikarang;;Rp9.000.000;tidak pakai po;;
Nanda;PT Younexa Inti Materials;1760;;Cikarang;;Rp9.000.000;tidak pakai po;;
Nanda;PT Indofood CBP Makmur Tbk;6026;;padalarang;;Rp14.500.000;716 /SML-R/V/2024;09 jun 2024 s/d 08 jun 2026;
Nanda;PT Indofood CBP Makmur Tbk;1978;;padalarang;;Rp14.500.000;716 /SML-R/V/2024;09 jun 2024 s/d 08 jun 2026;
Nanda;PT Logis All Global;3997;;unilever medan;;Rp13.000.000;SLGI0067/02-24/MA0036;09/01/24-08/02/27;
Nanda;PT Logis All Global;3998;;unilever medan;;Rp13.000.000;SLGI0067/02-24/MA0036;09/01/24-08/02/27;
Nanda;PT Logis All Global;3999;;unilever medan;;Rp13.000.000;SLGI0067/02-24/MA0036;09/01/24-08/02/27;
Nanda;PT Logis All Global;5000;;unilever medan;;Rp13.000.000;SLGI0067/02-24/MA0036;09/01/24-08/02/27;
Nanda;PT Logisall Servis Indonesia;1659;;samsung surabaya;;Rp22.000.000;SLSI0006/01-24/MA0001R;26/01/24-25/01/25;
Nanda;PT Logisall Servis Indonesia;1660;;samsung surabaya;;Rp22.000.000;SLSI0006/01-24/MA0001R;26/01/24-25/01/25;
Nanda;PT Logisall Servis Indonesia;5195;;samsung surabaya;;Rp16.500.000;SLSI0006/10-24/MA0075;30 OKT 2024-29 OKT 2025;
Nanda;PT Logisall Servis Indonesia;5197;;samsung surabaya;;Rp16.500.000;SLSI0006/10-24/MA0075;30 OKT 2024-29 OKT 2025;
Tata;Misumi Indonesia;1601;;Jababeka;;Rp13.500.000;007/X/SML/2023;;
Tata;Berlina;3657;;Jababeka;;Rp31.000.000;POC125004757;01/09/25 - 01/02/2026;
Tata;Berlina;3658;;Jababeka;;Rp31.000.000;POC125004666;01/09/25 - 01/02/2026;
Nanda;Berjaya Nawaplastic;2638;;GIIC;;Rp6.000.000;PO25-00927-1;05/10/25 - 04/01/26;
Nanda;Berjaya Nawaplastic;2365;;GIIC;;Rp7.000.000;PO26-00050;01/01/26 - 31/03/26;
Nanda;Berjaya Nawaplastic;5142;;GIIC;;Rp7.000.000;PO26-00050;01/01/26 - 31/03/26;
Nanda;Asianargo;5114;;Marunda;;Rp6.800.000;652/SML/VI/2023;04/01/24-03/01/27;
Nanda;Asianargo;5115;;Marunda;;Rp6.800.000;652/SML/VI/2023;04/01/24-03/01/27;
Nanda;Asianargo;5112;;Marunda;;Rp6.800.000;652/SML/VI/2023;04/01/24-03/01/27;
Nanda;Asianargo;5113;;Marunda;;Rp6.800.000;652/SML/VI/2023;04/01/24-03/01/27;
Nanda;Asianargo;5116;;Marunda;;Rp6.800.000;652/SML/VI/2023;04/01/24-03/01/27;
Nanda;Asianargo;5117;;Marunda;;Rp6.800.000;652/SML/VI/2023;04/01/24-03/01/27;
Nanda;Asianargo;5197;;Marunda;;Rp12.500.000;652/SML/VI/2023;20/01/24-19/01/27;
Nanda;Asianargo;3869;;Marunda;;Rp7.400.000;652/SML/VI/2023;20/01/24-19/01/27;
Nanda;Asianargo;5107;;Marunda;;Rp12.800.000;652/SML/VI/2023;20/01/24-19/01/27;
Nanda;Asianargo;5108;;Marunda;;Rp12.800.000;652/SML/VI/2023;20/01/24-19/01/27;
Nanda;Asianargo;5109;;Marunda;;Rp12.800.000;652/SML/VI/2023;20/01/24-19/01/27;
Nanda;Asianargo;5231;;Marunda;;Rp15.000.000;021/SML/IV/2025;02/02/25 - 01/02/2027;
Tata;Indokuat -Delta Silicon - 4 unit;3068;;Delta Silicon;;Rp7.950.000;003/LGL-0004/PTIL/WHS-CKR/III/2023;01/04/23-31/03/26;
Tata;Indokuat -Delta Silicon - 4 unit;3383;;Delta Silicon;;Rp24.500.000;003/LGL-0004/PTIL/WHS-CKR/III/2023;01/04/23-31/03/26;
Tata;Indokuat -Delta Silicon - 4 unit;3384;;Delta Silicon;;Rp24.500.000;003/LGL-0004/PTIL/WHS-CKR/III/2023;01/04/23-31/03/26;
Tata;Indokuat -Delta Silicon - 4 unit;3418;;Delta Silicon;;Rp10.700.000;003/LGL-0004/PTIL/WHS-CKR/III/2023;01/04/23-31/03/26;
Nanda;Jakarta Sereal;2684;;T. Priuk;;Rp7.000.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;1828;;T. Priuk;;Rp7.000.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;2840;;Cikarang;;Rp11.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;2841;;Cikarang;;Rp11.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;5173;;Cikarang;;Rp11.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;2843;;Cikarang;;Rp11.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;5185;;Cikarang;;Rp11.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;1045;;Cikarang;;Rp23.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;1346;;Cikarang;;Rp23.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;3311;;Medan;;Rp12.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;3297;;Cikarang;;Rp12.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;3298;;Medan;;Rp11.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;1432;;Deltamas;;Rp15.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;2346;;Deltamas;;Rp15.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;3893;;Deltamas;;Rp12.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Nanda;Jakarta Sereal;3892;;Cikarang;;Rp12.500.000;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
