MARKETING;CUSTOMER;NOUNIT;;LOKASI;UNIT ANTAR;HARGA;PO;Kontrak;PERIODE KONTRAK/PO
NANDA;PT. Supernova Flexible Packaging;2244;;MM2100;;Rp11.300.000;;051/K_DIR/R/V/2025;19 Jun'25 s/d 18 Jun'26
NANDA;PT. Supernova Flexible Packaging;3717;;MM2100;19-Feb-24;Rp9.400.000;;051/K_DIR/R/V/2025;19 Jun'25 s/d 18 Jun'26
NANDA;PT. Supernova Flexible Packaging;5223;;MM2100;21-Jun-24;Rp9.300.000;;051/K_DIR/R/V/2025;19 Jun'25 s/d 18 Jun'26
NANDA;PT. Supernova Flexible Packaging;3412;;MM2100;16-Jun-23;Rp11.300.000;;051/K_DIR/R/V/2025;19 Jun'25 s/d 18 Jun'26
NANDA;PT. Supernova Flexible Packaging;2899;;MM2100;15/10/2021;Rp11.400.000;;051/K_DIR/R/V/2025;19 Jun'25 s/d 18 Jun'26
NANDA;PT. Supernova Flexible Packaging;5467;;MM2100;24/01/2025;Rp10.150.000;;051/K_DIR/R/V/2025;24 Jan'25 s/d 18 Jun'26
NANDA;PT. Supernova Flexible Packaging;5468;;MM2100;24/01/2025;Rp9.400.000;;051/K_DIR/R/V/2025;24 Jan'25 s/d 18 Jun'26
NANDA;PT. Supernova Flexible Packaging;2278;;Cikarang - JB2;;Rp15.300.000;;013/K_DIR/R/V/2024- ADD1;23 Mei 2025 s/d 22 Mei 2026
NANDA;PT. Supernova Flexible Packaging;2405;;Cikarang - JB2;;Rp15.300.000;;013/K_DIR/R/V/2024- ADD1;23 Mei 2025 s/d 22 Mei 2026
NANDA;PT. Supernova Flexible Packaging;2671;;Cikarang - JB2;;Rp12.800.000;;013/K_DIR/R/V/2024- ADD1;23 Mei 2025 s/d 22 Mei 2026
NANDA;PT. Supernova Flexible Packaging;1396;;Cikarang - JB2;;Rp8.500.000;;013/K_DIR/R/V/2024- ADD1;23 Mei 2025 s/d 22 Mei 2026
NANDA;PT. Supernova Flexible Packaging;2719;;Cikarang - JB2;;Rp12.300.000;;013/K_DIR/R/V/2024- ADD1;23 Mei 2025 s/d 22 Mei 2026
NANDA;PT. Supernova Flexible Packaging;2594;;Cikarang - JB2;;Rp11.600.000;;013/K_DIR/R/V/2024- ADD1;23 Mei 2025 s/d 22 Mei 2026
NANDA;PT. Supernova Flexible Packaging;2595;;Cikarang - JB2;;Rp11.150.000;;013/K_DIR/R/V/2024- ADD1;23 Mei 2025 s/d 22 Mei 2026
NANDA;PT. Supernova Flexible Packaging;3982;;Cikarang - JB2;22-Feb-24;Rp11.900.000;;013/K_DIR/R/V/2024- ADD1;23 Mei 2025 s/d 22 Mei 2026
NANDA;PT. Supernova Flexible Packaging;2931;;Cikarang, JB-6;21-Dec-21;Rp10.800.000;;001/K_DIR/R/I/2022 Add IV;21 Des'25 s/d 20 Des'26
NANDA;PT. Supernova Flexible Packaging;3294;;MM2100;;;;001/K_DIR/R/I/2022 Add IV;21 Des'25 s/d 20 Des'26
NANDA;PT. Supernova Flexible Packaging;;;Cikarang, JB-6;;;;;
NANDA;PT Semen Jawa;5528;;Sukabumi;31-Jan-24;Rp14.250.000;4031027828;;01 Des'25 s/d 31 Mar'26
NANDA;PT Semen Jawa;3Operator;;Sukabumi;;Rp6.300.000;4031027828;;01 Des'25 s/d 31 Mar'26
NANDA;PT Semen Jawa;5083;;Sukabumi (AF);25-Mar-25;Rp14.000.000;4033004598;;01 Mar'25 s/d Mar'26
NANDA;PT Semen Jawa;5172;;Sukabumi (Packer);06-Aug-25;Rp14.000.000;4032006550;;06 Ags'25 s/d 05 Juli'26
NANDA;PT Semen Jawa;5167;;Sukabumi (Packer);07-Aug-25;Rp14.000.000;4032006550;;07 Ags'25 s/d 06 Juli'26
NANDA;PT Semen Jawa;5781;;Sukabumi (Packer);20-Aug-25;Rp14.000.000;4032006550;;20 Ags'25 s/d 19 Juli'26
NANDA;PT Semen Jawa;UnitakandikirimMar'26;;Sukabumi;;Rp18.500.000;4032006905;;Des'25 s/d Nov'26
NANDA;PT Muliaglass;3855;;Cikarang;31-Jul-24;Rp10.000.000;4720035010;007/PUR/MG/IV/2025 (Hanya lampirkan PO SAJA);01 Jan'25 s/d 31 Des'27
NANDA;PT Muliaglass;3853;;Cikarang;31-Jul-24;Rp10.000.000;4720035009;007/PUR/MG/IV/2025 (Hanya lampirkan PO SAJA);01 Jan'25 s/d 31 Des'27
NANDA;PT Muliaglass;5190;;Cikarang;31-Jul-24;Rp17.500.000;4720035011;007/PUR/MG/IV/2025 (Hanya lampirkan PO SAJA);01 Jan'25 s/d 31 Des'27
NANDA;PT Muliaglass;5391;;Cikarang;30-Aug-24;Rp17.500.000;4720035012;007/PUR/MG/IV/2025 (Hanya lampirkan PO SAJA);01 Jan'25 s/d 31 Des'27
DEIS;PT Hasta Putera Perkasa;1600;;;31-Jul-24;Rp20.000.000;105/HPP/RM/MG/VII/25;;01 Jul s/d 31 Des'25
TATA;PT Resik Bumi Perkasa;5311;;Cikarang;31-Aug-24;Rp10.600.000;;742/SML/VIII/2024;26 Ags'24 s/d 25 Ags'26
DEIS;PT DHL Supply Chain Indonesia;5461;;Karawang;03-Dec-24;Rp10.700.000;IDN10026528;;03 Ags'25 s/d 02 Feb'26
DEIS;PT DHL Supply Chain Indonesia;3491;;MUF7;29-Jul-25;Rp16.200.000;IDN10025991;;29 Ags'25 s/d 28 Des'25
DEIS;PT DHL Supply Chain Indonesia;5808;;Firmenich MUF7;03-Sep-25;Rp16.200.000;IDN10026785;;03 Sep'25 s/d 02 Ags'26
DEIS;PT DHL Supply Chain Indonesia;5809;;Firmenich MUF7;03-Sep-25;Rp16.524.000;IDN10026993;;03 Sep'25 s/d 02 Feb'26
DEIS;PT DHL Supply Chain Indonesia;3706;;MUF6;11-Oct-25;Rp10.710.000;IDN10029194;;11 Okt'25 s/d 10 Des'25
DEIS;PT DHL Supply Chain Indonesia;3551;;MUF7;31-Oct-25;Rp10.710.000;IDN10029192;;03 Nov'25 s/d 02 Jan'26
DEIS;PT DHL Supply Chain Indonesia;2721RT;;MUF7;06-Nov-25;Rp33.150.000;IDN10029193;;06 Nov'25 s/d 05 Jan'26
DEIS;PT DHL Supply Chain Indonesia;5771;;CILEUNGSI;05-Dec-25;Rp9.200.000;IDN10030658;;05 Des'25 s/d 04 Nov'26
DEIS;PT DHL Supply Chain Indonesia;5753;;Osowilangun surabaya;06-Dec-25;;Belum Terima PO;;
DEIS;PT DHL Supply Chain Indonesia;6033;;Osowilangun surabaya;13-Dec-25;;Belum Terima PO;;
DEIS;PT DHL Supply Chain Indonesia;5282;;MMP Cileungsi;20-Dec-25;;IDN10030620;;20 Des'25 s/d 19 Nov'26
DEIS;PT DHL Supply Chain Indonesia;5401;;CILEUNGSI;05-Jan-26;;IDN10030619;;05 Jan'26 s/d 06 Des'26
NANDA;PT ARISAMANDIRI PRATAMA;5469;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5470;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5471;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5472;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5473;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5474;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5475;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5476;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5477;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5478;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5479;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5480;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5481;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5482;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5483;;Semarang;19-Dec-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;20 Des'24 s/d 19 Des'27
NANDA;PT ARISAMANDIRI PRATAMA;5331;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5332;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5333;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5334;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5335;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5336;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5337;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5338;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5339;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5340;;Semarang;20-Sep-24;Rp8.600.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5227;;Semarang;20-Sep-24;Rp14.900.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5218;;Semarang;20-Sep-24;Rp14.900.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5219;;Semarang;20-Sep-24;Rp14.900.000;SP25JN0840;798/SML/XII/2024;21 Sep'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5230;;Semarang;22-Nov-24;Rp14.900.000;SP25JN0840;798/SML/XII/2024;22 Nov'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5449;;Semarang;22-Nov-24;Rp14.900.000;SP25JN0840;798/SML/XII/2024;22 Nov'24 s/d 20 Sep'27
NANDA;PT ARISAMANDIRI PRATAMA;5285;;Semarang;10-Dec-25;Rp15.000.000;4525005918;;15 Des'25 s/d 14 Jan'26
NANDA;PT ARISAMANDIRI PRATAMA;2488;;Semarang;10-Dec-25;Rp10.000.000;4525005918;;15 Des'25 s/d 14 Jan'26
NANDA;PT ARISAMANDIRI PRATAMA;2499;;Semarang;10-Dec-25;Rp10.000.000;4525005918;;15 Des'25 s/d 14 Jan'26
NANDA;PT ARISAMANDIRI PRATAMA;5318;;Semarang;10-Dec-25;Rp12.500.000;4525005918;;15 Des'25 s/d 14 Jan'26
NANDA;PT ARISAMANDIRI PRATAMA;5416;;Semarang;13-Dec-25;Rp12.500.000;4525005918;;15 Des'25 s/d 14 Jan'26
NANDA;PT ARISAMANDIRI PRATAMA;2494;;Semarang;23-Jan-26;Rp10.000.000;Unit Baru (Belum terima PO Per Jan'26);;
NANDA;PT ARISAMANDIRI PRATAMA;2503;;Semarang;23-Jan-26;Rp10.000.000;;;
NANDA;PT ARISAMANDIRI PRATAMA;2496;;Semarang;23-Jan-26;Rp10.000.000;;;
NANDA;PT ARISAMANDIRI PRATAMA;2504;;Semarang;23-Jan-26;Rp10.000.000;;;
NANDA;PT ARISAMANDIRI PRATAMA;6067;;Semarang;23-Jan-26;Rp11.500.000;;;
NANDA;PT ARISAMANDIRI PRATAMA;3891;;Semarang;23-Jan-26;Rp18.000.000;;;
NANDA;PT ARISAMANDIRI PRATAMA;3882;;Semarang;23-Jan-26;Rp18.000.000;;;
NANDA;PT Indocorr Packaging Cikarang;5384;;Cikarang;31-Oct-24;Rp9.500.000;01491/SCI/XII/2024;789/SML-R/XI/2024;11 Nov'24 s/d 10 Nov'27
NANDA;PT Indocorr Packaging Cikarang;5549;;Cikarang;31-Jan-25;Rp9.500.000;00181/SCI/II/2025;;01 Feb'25 s/d 31 Jan'28
NANDA;PT NGK Keramik;5430;;Cikarang;28-Feb-25;Rp8.800.000;;006/SML-NGK/II/2025;01 Mar'25 s/d 28 Feb'26
NANDA;PT NGK Keramik;5431;;Cikarang;28-Feb-25;Rp8.800.000;;006/SML-NGK/II/2025;01 Mar'25 s/d 28 Feb'26
NANDA;PT NGK Keramik;5581;;Cikarang;03-Mar-25;Rp8.800.000;;006/SML-NGK/II/2025;01 Mar'25 s/d 28 Feb'26
NANDA;PT NGK Keramik;5582;;Cikarang;24-Mar-25;Rp8.800.000;;006/SML-NGK/II/2025;01 Apr'25 s/d 31 Mar'26
NANDA;PT NGK Keramik;5015;;Cikarang;29-Jul-25;;;;
NANDA;PT NGK Keramik;Akanada16unit;;Cikarang;;;;;
DEIS;PT Lentera Hidup Bersama;540;;;22-Aug-25;Rp15.000.000;PO/001;;
DEIS;PT Godrej Consumer Products Indonesia;5752;;Bogor - GCPI 1;21-Aug-25;Rp8.600.000;4600488982;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5774;;Bogor - GCPI 1;26-Aug-25;Rp8.600.000;4600488983;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5776;;Bogor - GCPI 1;26-Aug-25;Rp8.600.000;4600488981;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5763;;Bogor - GCPI 1;21-Aug-25;Rp10.050.000;4600488986;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5767;;Bogor - GCPI 1;26-Aug-25;Rp10.050.000;4600488985;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5773;;Bogor - GCPI 2;21-Aug-25;Rp8.600.000;4600488976;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5766;;Bogor - GCPI 2;21-Aug-25;Rp10.050.000;4600488979;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5764;;Bogor - GCPI 2;26-Aug-25;Rp10.050.000;4600488978;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5768;;Bogor - GCPI 2;26-Aug-25;Rp10.050.000;4600488977;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5769;;Bogor - GCPI 2;26-Aug-25;Rp10.050.000;4600489039;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5770;;Bogor - GCPI 2;26-Aug-25;Rp10.050.000;4600489038;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5772;;Bogor - GCPI 3;21-Aug-25;Rp8.600.000;4600488988;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5775;;Bogor - GCPI 3;26-Aug-25;Rp8.600.000;4600488987;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5765;;Bogor - GCPI 3;21-Aug-25;Rp10.050.000;4600489036;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5779;;Bogor - GCPI 3;26-Aug-25;Rp10.050.000;4600489035;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
DEIS;PT Godrej Consumer Products Indonesia;5780;;Bogor - GCPI 3;26-Aug-25;Rp10.050.000;4600488975;055/SML/VII/2025 (baru terima draft di email tgl 21/8/25);01 Sep'25 s/d 31 Ags'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5791;;Rancaekek;15-Sep-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5792;;Rancaekek;15-Sep-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5805;;Rancaekek;15-Sep-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);3388;;Rancaekek;01-Oct-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);3389;;Rancaekek;01-Oct-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);3790;;Rancaekek;01-Oct-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);2552;;Rancaekek;01-Oct-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);3787;;Rancaekek;01-Oct-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);3386;;Rancaekek;01-Oct-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);3387;;Rancaekek;01-Oct-25;Rp16.500.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5800;;Rancaekek;15-Sep-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5801;;Rancaekek;15-Sep-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5803;;Rancaekek;15-Sep-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5822;;Rancaekek;15-Sep-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5823;;Rancaekek;15-Sep-25;;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5001;;Rancaekek;01-Oct-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5064;;Rancaekek;01-Oct-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5065;;Rancaekek;01-Oct-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5069;;Rancaekek;01-Oct-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5082;;Rancaekek;01-Oct-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5080;;Rancaekek;01-Oct-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5079;;Rancaekek;01-Oct-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Nabati-Rancaekek);5071;;Rancaekek;01-Oct-25;Rp5.000.000;;078/SML/IX/2025;23 Sep'25 s/d 22 Sep'26
NANDA;PT Linfox Logistics Indonesia (Unilever);2645;;Cikarang;21-Nov-25;Rp7.800.000;24007014;;21 Nov'25 s/d 31 Des'25
NANDA;PT Linfox Logistics Indonesia (Unilever);3174;;Cikarang;21-Nov-25;Rp7.800.000;24007013;;21 Nov'25 s/d 31 Des'25
DEIS;PT Cipta Unggul Lintas Samudera;5979;;Painan (Padang);17-Oct-25;;;Belum terima Kontrak/PO;
DEIS;PT Cipta Unggul Lintas Samudera;5980;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;5981;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;5982;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;5983;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;5984;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;5941;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;5942;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;5943;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;5944;;Painan (Padang);17-Oct-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;6055;;Painan (Padang);02-Dec-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;6056;;Painan (Padang);02-Dec-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;6057;;Painan (Padang);02-Dec-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;6058;;Painan (Padang);02-Dec-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;6059;;Painan (Padang);02-Dec-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;6060;;Painan (Padang);02-Dec-25;;;;
DEIS;PT Cipta Unggul Lintas Samudera;;;Painan (Padang);;;;;
DEIS;PT Cipta Unggul Lintas Samudera;;;Painan (Padang);;;;;
DEIS;PT Fajar Unggul Nusantara;2461;;Cosmo GFRP Indonesia;27-Oct-25;Rp11.000.000;0006/PO/FUN/I/2026;;27 Jan'26 s/d 26 Feb'26
TATA;PT Herlina Indah;3798;;Jakarta;06-Nov-25;Rp8.500.000;3215005327;;06 Nov'25 s/d 05 Okt'26
TATA;PT TECH ONSHORE MEP PREFABRICATORS INDONESIA;3230;;Cikarang;13-Nov-25;Rp16.000.000;POTOM0004;;13 Nov'25 s/d 12 Feb'26
TATA;PT TECH ONSHORE MEP PREFABRICATORS INDONESIA;MobDemob;;Cikarang;13-Nov-25;Rp2.000.000;POTOM0004;;13 Nov'25 s/d 12 Feb'26
TATA;PT TECH ONSHORE MEP PREFABRICATORS INDONESIA;5352;;Cikarang;04-Dec-25;Rp11.500.000;POTOM0013;;09 Des'25 s/d 08 Des'26
TATA;PT TECH ONSHORE MEP PREFABRICATORS INDONESIA;5354;;Cikarang;04-Dec-25;Rp11.500.000;POTOM0013;;09 Des'25 s/d 08 Des'26
TATA;PT TECH ONSHORE MEP PREFABRICATORS INDONESIA;Operator;;Cikarang;;Rp19.000.000;POTOM0029;;09 Des'25 s/d 08 Des'26
TATA;PT Zhi Xing Indonesia;1003;;JATAKE;23-Dec-25;Rp15.000.000;PO-2025/12-0531;;23 Des'25 s/d 22 Mar'26
TATA;PT Zhi Xing Indonesia;MobDemob;;JATAKE;;Rp6.000.000;PO-2025/12-0531;;23 Des'25 s/d 22 Mar'26
TATA;PT Zeus Kimiatama Indonesia;6072;;Jababeka;14-Jan-26;Rp7.500.000;PO04-251200117;;12 Bulan
TATA;PT Zeus Kimiatama Indonesia;SepatuGarpu;;Jababeka;;Rp1.000.000;PO04-251200117;;12 Bulan
NANDA;PT Cepat MRO Solusi Indonesia;3670;;Delta Silicon 8;21-Jan-26;Rp7.500.000;;;
NANDA;PT Cepat MRO Solusi Indonesia;;;Delta Silicon 8;;;;;
TATA;PT Daesan Makmur Sentosa;2928;;;29-Jan-26;Rp15.000.000;INFO MBA DEIS AKAN PAKAI KONTRAK (6 BLN);;
;PT KALDU SARI NABATI;3122;;Majalengka - NUTRIBEV;;Rp13.000.000;C240023583;;Jan'26 s/d Jun'26
;PT KALDU SARI NABATI;JasaOperator;;Majalengka - NUTRIBEV;;Rp3.000.000;C240023583;;Jan'26 s/d Jun'26
;PT KALDU SARI NABATI;3119;;RMPM;;Rp13.000.000;C240022129 (Jun'23 s.d Mei'25) belum ada PO;;Des'2025
;PT KALDU SARI NABATI;JasaOperator3;;RMPM;;Rp3.170.000;C240022129 (Jun'23 s.d Mei'25) belum ada PO;;Des'2025
;PT KALDU SARI NABATI;;;RMPM;;;C240022129 (Jun'23 s.d Mei'25) belum ada PO;;Des'2025
;PT KALDU SARI NABATI;3463;;Majalengka;;Rp6.500.000;C240023831;;Jan'26 s/d Jun'26
;PT KALDU SARI NABATI;JasaOperator;;Majalengka;;Rp3.170.000;C240023831;;Jan'26 s/d Jun'26
;PT KALDU SARI NABATI;3440;;Majalengka;;Rp6.500.000;C240023929;;Jan'26 s/d Jun'26 ( Per 10 Mei Hanya 7 Unit yang di pakai)
