id_inventory_unit;no_unit;no_unit_na;serial_number;id_po;tahun_unit;status_unit_id;lokasi_unit;departemen_id;tanggal_kirim;keterangan;harga_sewa_bulanan;rate_changed_at;harga_sewa_harian;kontrak_id;on_hire_date;off_hire_date;customer_id;customer_location_id;area_id;tipe_unit_id;model_unit_id;kapasitas_unit_id;model_mast_id;tinggi_mast;sn_mast;model_mesin_id;sn_mesin;roda_id;ban_id;valve_id;created_at;updated_at;aksesoris;spk_id;delivery_instruction_id;di_workflow_id;workflow_status;hour_meter;contract_disconnect_date;contract_disconnect_stage;is_temporary_assignment;maintenance_location;temporary_for_contract_id;expected_return_date;asset_tag;acquisition_cost;depreciation_method;useful_life_years;salvage_value;fuel_type;ownership_status;warehouse_location_id
1487;1587;NULL;32489;NULL;2015;11;POS 5 (26-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;5;26;NULL;NULL;NULL;18;14Z-0019886;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1488;1588;NULL;60307;NULL;2015;11;POS 5 (16-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;51;22;NULL;NULL;NULL;18;1DZ-0296111;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1489;1589;NULL;48152;NULL;2015;13;DIJUAL RONGSOK (BPK. PREDI PT. LENTERA 28-08-2025);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;51;22;NULL;NULL;NULL;18;1DZ-0292176;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1490;1590;NULL;60104;NULL;2015;11;POS 4 (02-01-2025);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;51;22;NULL;NULL;NULL;18;1DZ-0294887;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1491;1591;NULL;60079;NULL;2015;11;POS 4 (06-01-2025);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;51;22;NULL;NULL;NULL;18;1DZ-0294776;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1492;1592;NULL;61021;NULL;2015;1;WORKSHOP HIDUP DIESEL;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;51;22;NULL;NULL;NULL;18;1DZ-0299900;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1493;1593;NULL;60989;NULL;2015;13;BP. AMEL( DIJUAL 4.12.24) RONGSOK;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;51;22;NULL;NULL;NULL;18;1DZ-0299742;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1494;1594;NULL;60341;NULL;2015;1;WORKSHOP HIDUP HIDUP;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;4;24;NULL;NULL;NULL;18;1DZ-0296467;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1495;1595;NULL;60361;NULL;2015;11;POS 2 BASEMENT (12-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;4;24;NULL;NULL;NULL;18;1DZ-0296578;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1496;1596;NULL;61010;NULL;2015;11;POS 5 (13-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;51;22;NULL;NULL;NULL;18;1DZ-0299837;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1497;1597;NULL;43H-30755;NULL;2015;11;POS 5 (16-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;30;NULL;NULL;NULL;4;S6S-100807;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1498;1598;NULL;1A428230;NULL;2015;11;POS 4 (02-01-2025);2;NULL;MAST HEIGHT 6000MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;14;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1499;1599;NULL;1A428313;NULL;2015;1;WORKSHOP HIDUP BATTERY;2;NULL;MAST HEIGHT 6000MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;14;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1500;1600;NULL;1A428314;NULL;2015;12;31-01-2026 AMBIL UNIT FR HASTA PUTRA PERKASA;2;NULL;MAST HEIGHT 6000MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;Rp20,000,000;18/02/2026 21:16;NULL;#N/A;31/07/2024;NULL;#N/A;#N/A;#N/A;12;0;14;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;18/02/2026 21:16;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1501;1601;NULL;52282;NULL;2015;7;MISUMI;2;NULL;MAST HEIGHT 6000MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;Rp13,500,000;18/02/2026 21:16;NULL;961;NULL;NULL;144;239;421;12;0;18;NULL;NULL;NULL;18;RC20399;NULL;5;NULL;17/02/2026 23:02;18/02/2026 21:16;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1502;1602;NULL;52300;NULL;2015;11;19/11/2024;2;NULL;MAST HEIGHT 6000MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;18;3;NULL;NULL;18;RC20621;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1503;1603;NULL;60329;NULL;2014;11;POS 4 (02-01-2025);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;4;24;NULL;NULL;NULL;18;1DZ-0296400;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1504;1604;NULL;B882R07099M;NULL;2014;12;07-11-2025 AMBIL UNIT HEINZ ABC;2;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;7;0;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1505;1605;NULL;B882R07123M;NULL;2014;7;LX PANTOS CAKUNG (15-01-2025);2;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;Rp3,250,000;18/02/2026 21:16;NULL;;21/08/2021;NULL;137;231;423;7;0;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;18/02/2026 21:16;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1506;1606;NULL;B882R07083M;NULL;2014;13;BP. AMEL( DIJUAL 26.8.24) RONGSOK;2;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;7;0;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1507;1607;NULL;B882R07081M;NULL;2014;13;BP. AMEL (DIJUAL 14.11.24);2;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;7;0;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1508;1608;NULL;B882R07120M;NULL;2014;7;LAMI PACKAGING;2;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;Rp10,800,000;18/02/2026 21:16;NULL;;27/08/2024;NULL;126;214;408;7;0;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;18/02/2026 21:16;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1509;1609;NULL;612201F00004;NULL;2015;13;BP. AMEL( DIJUAL 22.10.24) RONGSOK;2;NULL;ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;13;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1510;1610;NULL;S15050007;NULL;2015;13;BP. AMEL ( DIJUAL 22.11.24) RONGSOK;2;NULL;;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;11;0;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1511;1611;NULL;S15050008;NULL;2015;1;WORKSHOP HIDUP BATTERY;2;NULL;;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;11;0;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1512;1612;NULL;52530;NULL;2015;13;PT. PLASTIK KRW( DIJUAL 20.5.22);2;NULL;MAST HEIGHT 6000MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;18;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1513;1613;NULL;52537;NULL;2015;11;16-12-2025 AMBIL UNIT FR TRIMITRA INDOPLAST TUKAR UNIT JD (1006);2;NULL;MAST HEIGHT 6000MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;Rp8,500,000;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;18;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;18/02/2026 10:57;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1514;1614;NULL;CT17D-68072;NULL;2014;11;POS 4 (02-01-2025);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;37;22;NULL;NULL;NULL;4;K21173659X;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1515;1615;NULL;CT17D-68073;NULL;2014;13;DIJUAL RONGSOK (BPK. PREDI PT. LENTERA 26-01-2026);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;37;22;NULL;NULL;NULL;4;K21173636X;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1516;1616;NULL;CT17D-68071;NULL;2014;11;POS 5 (23-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;37;22;NULL;NULL;NULL;4;K21173658X;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1517;1617;NULL;52515;NULL;2015;11;WORKSHOP HIDUP BATTERY;2;NULL;MAST HEIGHT 6000MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;18;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1518;1618;NULL;511910F00005;NULL;2015;7;KALDU SARI NABATI;2;NULL;MAST HEIGHT 6930MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;18/02/2026 21:16;NULL;528;NULL;NULL;105;187;26;12;0;19;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;18/02/2026 21:16;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1519;1619;NULL;511910F00006;NULL;2015;1;WORKSHOP HIDUP BATTERY;2;NULL;MAST HEIGHT 6930MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;19;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1520;1620;NULL;511910F00007;NULL;2015;1;09-01-2026 FR NABATI MAJALENGKA;2;NULL;MAST HEIGHT 6930MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;19;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1521;1621;NULL;511910F00008;NULL;2015;1;KONTRAK FLORA FOOD (21-11-2025);2;NULL;MAST HEIGHT 6930MM, ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;Rp12,700,000;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;19;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;18/02/2026 10:57;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1522;1622;NULL;0.00E+00;NULL;2015;11;POS 5 (12-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;33;NULL;NULL;NULL;9;6BG1356233;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1523;1623;NULL;0.00E+00;NULL;2015;11;POS 5 (23-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;33;NULL;NULL;NULL;9;6BG1356454;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1524;1624;NULL;43H-30891;NULL;2015;1;WORKSHOP HIDUP DIESEL;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;30;NULL;NULL;NULL;4;S6S-101764;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1525;1625;NULL;43H-30893;NULL;2015;1;17-09-2025 AMBIL UNIT TRANSKARYA;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;Rp0;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;30;NULL;NULL;NULL;4;S6S-101784;NULL;NULL;NULL;17/02/2026 23:02;18/02/2026 21:24;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1526;1626;NULL;C10175F00055;NULL;2015;13;BP. AMEL ( DIJUAL 16.11.24)RONGSOK;2;NULL;;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;10;0;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1527;1627;NULL;C10175F00056;NULL;2015;11;WORKSHOP HIDUP BATTERY;2;NULL;;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;10;0;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1528;1628;NULL;C10175F00058;NULL;2015;13;BP. AMEL ( DIJUAL 1.11.24)RONGSOK;2;NULL;;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;10;0;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1529;1629;NULL;C10175F00062;NULL;2015;1;WORKSHOP HIDUP BATTERY;2;NULL;;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;10;0;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1530;1630;NULL;C10175F00063;NULL;2015;13;BP. AMEL (DIJUAL 15.11.24)RONGSOK;2;NULL;;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;10;0;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
1531;1631;NULL;0.00E+00;NULL;2015;1;WORKSHOP HIDUP DIESEL;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;33;NULL;NULL;NULL;9;6BG1-356295;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
