id_inventory_unit;no_unit;no_unit_na;serial_number;id_po;tahun_unit;status_unit_id;lokasi_unit;departemen_id;tanggal_kirim;keterangan;harga_sewa_bulanan;rate_changed_at;harga_sewa_harian;kontrak_id;on_hire_date;off_hire_date;customer_id;customer_location_id;area_id;tipe_unit_id;model_unit_id;kapasitas_unit_id;model_mast_id;tinggi_mast;sn_mast;model_mesin_id;sn_mesin;roda_id;ban_id;valve_id;created_at;updated_at;aksesoris;spk_id;delivery_instruction_id;di_workflow_id;workflow_status;hour_meter;contract_disconnect_date;contract_disconnect_stage;is_temporary_assignment;maintenance_location;temporary_for_contract_id;expected_return_date;asset_tag;acquisition_cost;depreciation_method;useful_life_years;salvage_value;fuel_type;ownership_status;warehouse_location_id
1;1;NULL;HF 19A-00050;NULL;1994;13;BP. IQBAL (DIJUAL 14.11.12);1;NULL;ENGINE S4S LOAD CENTRE 500mm 4 CYLINDERS, PNEUMATIC TIRE TRANSMISSION POWERSHIFT, POWER OUTPUT 2300-2450 RPM;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;5;26;NULL;NULL;NULL;4;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
2;2;NULL;HF 19A-00071;NULL;1994;13;BP. IQBAL (DIJUAL 14.11.12);1;NULL;ENGINE S4S LOAD CENTRE 500mm 4 CYLINDERS, PNEUMATIC TIRE TRANSMISSION POWERSHIFT, POWER OUTPUT 2300-2450 RPM;Rp6,043,733;18/02/2026 21:16;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;5;26;NULL;NULL;NULL;4;-;NULL;2;NULL;17/02/2026 23:02;18/02/2026 21:16;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
3;3;NULL;SN 60038;NULL;2004;1;WORKSHOP HIDUP DIESEL;1;NULL;DIMENSSION OVERALL LENGTH 7695 mm, 7910 mm, 7815 mm, RATED OUTPUT 2200Rpm;Rp3,170,000;18/02/2026 21:16;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;26;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;18/02/2026 21:16;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
4;4;NULL;412964;NULL;1995;1;WORKSHOP HIDUP DIESEL;1;NULL;LOAD CENTER 500mm, ENGINE ISUZU C240, MANUAL TRANSMISSION, PNEUMATIC TIRES.;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;22;NULL;NULL;NULL;9;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
5;5;NULL;CMP570D-0188 E9590KF;NULL;2005;13;WORKSHOP HIDUP DIESEL JUAL (*);1;NULL;LOAD CENTER 500mm, POWER DIESEL ENGINE COMMON, ENGINE POWER 60Kw, MAST DUPLEX 2 STAGE 3,5M, LIFT HEIGHT 3500mm - 4000mm, SOLID TIRES.;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;0;30;NULL;NULL;NULL;NULL;-;NULL;1;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
6;6;NULL;HF28-50045;NULL;1998;13;WORKSHOP HIDUP DIESEL JUAL (*);1;NULL;ENGINE MITSUBISHI S6S, LOAD CENTER 500mm-600mm, LIFT HEIGHT 3000MM, PNEUMATIC TIRES, TRANSMISSION POWERSHIFT, TRAVEL SPEED 21-22Km/h;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;8;30;NULL;NULL;NULL;5;-;NULL;2;NULL;17/02/2026 23:02;NULL;"{""speed_limiter"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
7;7;NULL;NULL;NULL;1995;1;WORKSHOP HIDUP DIESEL;1;NULL;ENGINE TOYOTA 11Z, AUTOMATIC TRANSMISSION, SOLID TIRES, MAST LIFT HEIGHT 4,3M-5,5M, ATTACHMENT WITH SIDESHIF;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;5;26;NULL;NULL;NULL;18;-;NULL;1;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
8;8;NULL;540410;NULL;1995;13;BP. IQBAL( DIJUAL 5.06.12);1;NULL;LOAD CENTER 500mm, ENGINE KOMATSU 4D94E, ENGINE POWER 48kW (64Hp), TRANSMISSION TORQUE CONVERTER;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;130;22;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
9;9;NULL;567241;NULL;1995;13;POS 2 (31-12-2024);1;NULL;LOAD CENTER 500mm, ENGINE KOMATSU 4D94E, ENGINE POWER 48kW (64Hp), TRANSMISSION TORQUE CONVERTER;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;129;22;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
10;10;NULL;522436;NULL;1997;13;WORKSHOP HIDUP DIESEL (*);1;NULL;LOAD CENTER 500mm, ENGINE KOMATSU 4D94E, ENGINE POWER 48kW (64Hp), TRANSMISSION TORQUE CONVERTER, MAST TYPE DUPLEX;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;4;24;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
11;11;NULL;11787;NULL;1997;13;BP.AMEL ( DIJUAL 29.10.24)RONGSOK;2;NULL;TYPE 4-WHEELS CB, POWER 48V WITH (10.7Kw), LOAD CENTER 500mm, MAST LIFT HEIGHT 4,3M, PNEUMATIC TIRE. 3 CONTROL VALVE;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;7;75;22;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
12;12;NULL;065777P;NULL;1997;11;WORKSHOP HIDUP BATTERY;1;NULL;LOAD CENTER 600mm, 3 CONTROL VALVE, MAST LIFT HEIGHT 3000MM, ENGINE KOMATSU SAA4D95LE-5-A, ENGINE POWER 59.7kW;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;8;30;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
13;13;NULL;065505P;NULL;1997;11;POS 1 (11-11-2024);1;NULL;LOAD CENTER 600mm, 3 CONTROL VALVE, MAST LIFT HEIGHT 3000MM, ENGINE KOMATSU SAA4D95LE-5-A, ENGINE POWER 59.7kW;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;8;30;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
14;14;NULL;65733;NULL;1997;13;WORKSHOP HIDUP DIESEL (*);1;NULL;ENGINE MODEL ISUZU 6BG1, 2 CONTROL VALVE, PNEUMATIC TIRE, LOAD CENTER 600mm, RATED OUTPUT 82.3kW 200Rpm;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;136;32;NULL;NULL;NULL;8;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
15;15;NULL;F24-00132;NULL;1997;13;WORKSHOP HIDUP DIESEL (*);1;NULL;ENGINE ISUZU 6BG1M, LOAD CENTER 600mm, TRANSMISSION AUTOMATIC, ENGINE POWER 114kW 2000Rpm, PNEUMATIC TIRE.;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;151;39;42;NULL;NULL;8;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
16;16;NULL;G-00912;NULL;1997;11;WORKSHOP RUSAK DIESEL;1;NULL;ENGINE ISUZU C-240, TRANSMISSION AUTOMATIC, LIFT HEIGHT 3000MM, MAST DUPLEX.;NULL;18/02/2026 21:16;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;141;22;NULL;NULL;NULL;9;-;NULL;2;NULL;17/02/2026 23:02;18/02/2026 21:16;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
17;17;NULL;5770771;NULL;1998;11;WORKSHOP RUSAK DIESEL;1;NULL;ENGINE ISUZU 6BG1, TRANSMISSION POWERSHIFT, PNEUMATIC TIRE, LIFT HEIGHT 3000MM.;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;8;30;NULL;NULL;NULL;8;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
18;18;NULL;S4E;NULL;2000;11;WORKSHOP RUSAK DIESEL;1;NULL;ENGINE MITSUBISHI S4S, LOAD CENTER 500mm, 2 CONTROL VALVE, MAST 2 STAGE 4000MM, PNEUMATIC TIRE.;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;1;19;NULL;NULL;NULL;4;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
19;19;NULL;522366;NULL;2000;11;WORKSHOP RUSAK DIESEL;1;NULL;ENGINE KOMATSU 4D94LE, 4 CYLINDERS, POWER 34.2kW (46 Hp), LIFT HEIGHT 6000MM, PNEUMATIC TIRE, TRANSMISSION TORQUE CONVERTER;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;4;24;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
20;20;NULL;065654P;NULL;2000;13;DIJUAL ( BP.SYAMSUDIN 23 DES 11);1;NULL;ENGINE KOMATSU S4D95LE-5-A, LIFT HEIGHT 3000MM 2 STAGE, PNEUMATIC TIRE;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;134;30;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
21;21;NULL;HF18B 00068;NULL;2000;13;BPK RIZAL DATA REGI;1;NULL;ENGINE MITSUBISHI S4S, PNEUMATIC TIRE, 2 CONTROL VALVE, LIFT HEIGHT 3000MM;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;14;19;NULL;NULL;NULL;4;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
22;22;NULL;611425;NULL;2000;13;BPK RIZAL DATA REGI;1;NULL;ENGINE ISUZU C240, MAST LIFT HEIGHT 3000MM, PNEUMATIC TIRE, TRANSMISSION MANUAL, 4CYLINDERS;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;4;24;NULL;NULL;NULL;9;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
23;23;NULL;N24L 47550;NULL;2000;11;POS 4 (02-01-2025);1;NULL;ENGINE ISUZU, TRANSMISSION AUTOMATIC, PNEUMATIC TIRES, INCLUDE SIDESHIFTER, LIFTING HEIGHT 4,35M (TRIPLEX MAST);NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;141;22;NULL;NULL;NULL;9;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
24;24;NULL;10388;NULL;2001;13;BP. IQBAL( DIJUAL 28.12.12);1;NULL;TRANSMISSION TYPE ELECTRONIC HYDRAULIC, LOAD CENTER 500mm, MAST HEIGHT 3000MM, 4CYLINDERS;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;1;19;NULL;NULL;NULL;19;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
25;25;NULL;V025Y430;NULL;2001;13;DIJUAL RONGSOK (BPK. PREDI PT. LENTERA 26-08-2025);1;NULL;LOAD CENTER 500mm, ENGINE KOMATSU 4D94E, ENGINE POWER 48kW (64Hp), TRANSMISSION TORQUE CONVERTER;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;129;22;NULL;NULL;NULL;NULL;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
26;26;NULL;F20B-60248;NULL;2001;13;BP. STEVE( DIJUAL 02.2.24);1;NULL;ENGINE ISUZU 6BG1, 2 CONTROL VALVE, LOAD CENTER 600mm, TRANSMISSION AUTOMATIC, MAST DUPLEX, LIFT HEIGHT 4700MM, PNEUMATIC TIRE;Rp18,500,000;18/02/2026 21:16;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;11;33;NULL;NULL;NULL;8;-;NULL;2;NULL;17/02/2026 23:02;18/02/2026 21:16;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
27;27;NULL;11104;NULL;2002;13;WORKSHOP HIDUP DIESEL (*);1;NULL;ENGINE TOYOTA 1FZ, 6 CYLINDERS LIFT HEIGHT 5,5M, 2 CONTROL VALVE, PNEUMATIC TIRE;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;49;30;NULL;NULL;NULL;18;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
28;28;NULL;T20C-61407;NULL;2002;13;BAPAK STEVE fr Data Regi 23-01-2024;1;NULL;ENGINE MITSUBISHI S6S, 2 CONTROL VALVE, RATED OUTPUT 70kW, RATED SPEED 2300Rpm, 6 CYLINDERS, PNEUMATIC TIRE;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;35;33;NULL;NULL;NULL;5;-;NULL;2;NULL;17/02/2026 23:02;NULL;"{""speed_limiter"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
29;29;NULL;NO_SN;NULL;2002;13;PUPUK KUJANG( DIJUAL 4.1.12);1;NULL;ENGINE TOYOTA 1DZ, TRANSMISSION POWERSHIFT, LIFT HEIGHT 3000MM, RATED POWER 2200rpm;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;4;24;NULL;NULL;NULL;18;-;NULL;2;NULL;17/02/2026 23:02;NULL;{};NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
30;30;NULL;29 6-3200;NULL;2002;11;POS 5 (13-12-2024);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;150;35;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
31;31;NULL;61 1876 0 00694;NULL;2004;13;DIJUAL RONGSOK (BPK. PREDI PT. LENTERA 01-09-2025);2;NULL;ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;17;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
32;32;NULL;7CD420;NULL;2004;11;POS 2 (31-12-2024);2;NULL;ROTARY LAMP, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;12;0;17;NULL;NULL;NULL;NULL;-;NULL;5;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
33;33;NULL;T18C-50287;NULL;2004;13;BP. IQBAL( DIJUAL 8.10.12);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;15;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
34;34;NULL;540917;NULL;2004;13;WORKSHOP HIDUP DIESEL (*);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;23;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
35;35;NULL;T18C-50293;NULL;2004;13;BP. RIZAL(DIJUAL 7.4.20);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;23;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
36;36;NULL;T18C-50294;NULL;2004;13;BP. RIZAL(DIJUAL 3.7.20);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;23;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
37;37;NULL;T14E-30448;NULL;2004;13;WORKSHOP HIDUP DIESEL (*);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;16;24;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
38;38;NULL;T18C-50292;NULL;2004;11;WORKSHOP RUSAK DIESEL 2;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;30;28;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
39;39;NULL;T18C-50292;NULL;2004;13;DIJUAL ( BP.IQBAL 18.5.12;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;23;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
40;40;NULL;569374;NULL;2004;13;DIJUAL UTUH (BPK. PREDI PT. LENTERA 09-09-2025);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;129;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
41;41;NULL;BU-00028;NULL;2004;13;BP. IQBAL( DIJUAL 16.05.12);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;129;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
42;42;NULL;540739;NULL;2004;13;DIJUAL RONGSOK (BPK. PREDI PT. LENTERA 15-09-2025);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;129;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
43;43;NULL;10094;NULL;2004;1;WORKSHOP HIDUP DIESEL;1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;129;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
44;44;NULL;540739;NULL;2004;13;WORKSHOP HIDUP DIESEL (*);1;NULL;ROTARY LAMP, SAFETYBLT, BACKBUZZER, LAMPU SOROT, SPION;NULL;NULL;NULL;#N/A;NULL;NULL;#N/A;#N/A;#N/A;6;129;22;NULL;NULL;NULL;NULL;-;NULL;NULL;NULL;17/02/2026 23:02;NULL;"{""rotary_lamp"": true, ""back_buzzer"": true, ""safety_belt"": true, ""mirror"": true}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;STRAIGHT_LINE;NULL;NULL;NULL;OWNED;NULL
