unit_id;no_unit;nama_customer;customer_id;lokasi_db;lokasi_mentah;merk;model;tipe;kapasitas;tahun;nomor_po;no_kontrak;awal_kontrak;akhir_kontrak;harga;sumber_data
3694;3794;"OTSUKA DISTRIBUTION";4;"Cabang Cikarang";Bekasi;TOYOTA;FDZN25;DIESEL;;2023;4531003649;;2025-01-01;2025-12-31;6500000;"Marketing, Service, Acc"
3695;3795;"OTSUKA DISTRIBUTION";4;"Depo Pasar Rebo";"Pasar Rebo";TOYOTA;FDZN25;DIESEL;;2023;4531003651;;2025-01-01;2025-12-31;6500000;"Marketing, Service, Acc"
3693;3793;"OTSUKA DISTRIBUTION";4;"Cabang Cikarang";Cikarang;TOYOTA;FDZN25;DIESEL;;2023;4531003668;;2025-01-01;2025-12-31;6500000;"Marketing, Service, Acc"
3667;3767;"OTSUKA DISTRIBUTION";4;"Cabang Bandung";Bandung;TOYOTA;FDZN25;DIESEL;;2023;4531003652;;2025-01-01;2025-12-31;6500000;"Marketing, Service, Acc"
3663;3763;"OTSUKA DISTRIBUTION";177;"Plant Bawen";Sidoarjo;TOYOTA;FDZN25;DIESEL;;2023;4531003793;;2025-01-01;2025-12-31;6500000;"Marketing, Service, Acc"
3664;3764;"OTSUKA DISTRIBUTION";4;"Plant Cicurug";Surabaya;TOYOTA;FDZN25;DIESEL;;2023;4531003792;;2025-01-01;2025-12-31;6500000;"Marketing, Service, Acc"
3666;3766;"OTSUKA DISTRIBUTION";162;"Head Office Malang";Surakarta;TOYOTA;FDZN25;DIESEL;;2023;4531003791;;2025-01-01;2025-12-31;6500000;"Marketing, Service, Acc"
3671;3771;"OTSUKA DISTRIBUTION";162;"Head Office Malang";Yogyakarta;TOYOTA;FDZN25;DIESEL;;2023;4531003653;;2025-01-01;2025-12-31;6500000;"Marketing, Service, Acc"
3670;3770;"OTSUKA DISTRIBUTION";161;Medan;Medan;TOYOTA;FDZN25;DIESEL;;2023;4531003784;;2025-01-01;2025-12-31;6500000;"Marketing, Acc"
3665;3765;"OTSUKA DISTRIBUTION";4;"Plant Cicurug";Malang;TOYOTA;FDZN25;DIESEL;;2023;4531003783;;2024-01-01;2024-12-31;6500000;"Marketing, Service, Acc"
3818;3918;"AMERTA INDAH OTSUKA";4;"Gudang Sentul";"SENTUL 1";TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;10800000;"Marketing, Service, Acc"
3889;3989;"AMERTA INDAH OTSUKA";4;"Gudang Sentul";"SENTUL 2";TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11850000;"Marketing, Service, Acc"
2195;2295;"AMERTA INDAH OTSUKA";4;"Gudang Sentul";SENTUL;Yale;FB25RZ;ELECTRIC;;2019;;;;;;"Marketing, Service"
4023;5123;"AMERTA INDAH OTSUKA";4;"Cabang Cikarang";"LDC BEKASI";STILL;FM-X17N;ELECTRIC;;2023;;126/SML/II/2026;2026-01-01;2026-12-31;22030000;"Marketing, Service"
4022;5122;"AMERTA INDAH OTSUKA";4;"Depo Pasar Rebo";"LDC PASAR REBO";STILL;FM-X17N;ELECTRIC;;2023;;126/SML/II/2026;2026-01-01;2026-12-31;22030000;"Marketing, Service"
1853;1953;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2017;;;;;;"Marketing, Service"
3417;3517;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;;2026-01-01;2026-12-31;12050000;"Marketing, Service, Acc"
3448;3548;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;;2026-01-01;2026-12-31;12050000;"Marketing, Service, Acc"
3454;3554;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11850000;"Marketing, Service, Acc"
3488;3588;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;12050000;"Marketing, Service, Acc"
3489;3589;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;12050000;"Marketing, Service, Acc"
3490;3590;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11850000;"Marketing, Service, Acc"
3491;3591;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11850000;"Marketing, Service, Acc"
3701;3801;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3702;3802;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;10800000;"Marketing, Service, Acc"
3703;3803;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3704;3804;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3812;3912;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3813;3913;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3814;3914;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3815;3915;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3816;3916;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3817;3917;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;10800000;"Marketing, Service, Acc"
3819;3919;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3820;3920;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3821;3921;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3886;3986;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11850000;"Marketing, Service, Acc"
3888;3988;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11850000;"Marketing, Service, Acc"
3890;3990;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11850000;"Marketing, Service, Acc"
3891;3991;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;10800000;"Marketing, Service, Acc"
3892;3992;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3893;3993;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11000000;"Marketing, Service, Acc"
3895;3995;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";CICURUG;TOYOTA;8FBN25;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;11850000;"Marketing, Service, Acc"
4024;5124;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";"WH-B2 FG";STILL;FM-X17N;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;22030000;"Marketing, Service, Acc"
4025;5125;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";"WH-B3 FG";STILL;FM-X17N;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;22030000;"Marketing, Service, Acc"
4026;5126;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";"WH ENXIM RM";STILL;FM-X17N;ELECTRIC;;2023;;126/SML/II/2026;2026-01-01;2026-12-31;21030000;"Marketing, Service"
4027;5127;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";"WH-B1 FG";STILL;FM-X17N;ELECTRIC;;2023;;126/SML/II/2026;2026-01-01;2026-12-31;22030000;"Marketing, Service"
4028;5128;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";"WH-A RMPM";STILL;FM-X17N;ELECTRIC;;2023;;126/SML/II/2026;2026-01-01;2026-12-31;22030000;"Marketing, Service"
4029;5129;"AMERTA INDAH OTSUKA";4;"Plant Cicurug";"WH-C RMPM";STILL;FM-X17N;ELECTRIC;;2023;;126/SML/II/2026;2026-01-01;2026-12-31;22030000;"Marketing, Service"
4030;5130;"AMERTA INDAH OTSUKA";4;"Cabang Medan";Medan;STILL;FM-X17N;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;25780000;"Marketing, Service, Acc"
4053;5153;"AMERTA INDAH OTSUKA";4;"Cabang Yogyakarta";Yogyakarta;STILL;FM-X17N;ELECTRIC;;2023;4212032259;126/SML/II/2026;2026-01-01;2026-12-31;22030000;"Marketing, Service, Acc"
1110;1210;"CATUR SENTOSA ANUGRAH";;Tangerang;Tangerang;NICHIYU;FBRW18-75C-700MSF;ELECTRIC;;2013;;;;;1000000000;Marketing
4092;5192;"Cipta Multi Buana";37;"Plant Tangerang";Tangerang;HELI;CPCD55-M4G3;DIESEL;;2024;;203/PURC.CMBP/8/2024;2024-10-23;2025-10-22;24000000;"Marketing, Service"
1328;1428;"Cipta Multi Buana";37;"Plant Tangerang";Tangerang;YALE;FB25PZ;ELECTRIC;;2014;;204/PURC.CMBP/8/2024;2024-08-26;2025-08-25;12900000;"Marketing, Service"
2182;2282;"CJ LOGISTIC SERVICE INDONESIA";40;"Gudang Sidoarjo";Sidoarjo;Yale;FB25RZ;ELECTRIC;;2019;GIT/25/080599;GIT/25/080599;2025-07-08;2026-07-07;12500000;"Marketing, Service, Acc"
4179;5279;"CJ LOGISTIC SERVICE INDONESIA";40;"Gudang Sidoarjo";Surabaya;TOYOTA;8FBN25;ELECTRIC;;2024;;"ada addendum";2025-11-11;2026-11-10;12500000;"Marketing, Service, Acc"
4485;5585;"CJ LOGISTIC SERVICE INDONESIA";40;"Gudang Sidoarjo";Surabaya;JUNGHEINRICH;"ETV MC320-1150-10520DZ";ELECTRIC;;2025;GIT/25/020145;GIT/25/020145;2025-03-23;2027-03-22;20000000;"Marketing, Service, Acc"
4486;5586;"CJ LOGISTIC SERVICE INDONESIA";40;"Gudang Sidoarjo";Surabaya;JUNGHEINRICH;"ETV MC320-1150-10520DZ";ELECTRIC;;2025;GIT/25/020146;GIT/25/020146;2025-03-23;2027-03-22;20000000;"Marketing, Service, Acc"
4181;5281;"CJ LOGISTIC SERVICE INDONESIA";40;"Gudang MM2100";Cibitung;JUNGHEINRICH;"ETV MC320-1150-11510DZ";ELECTRIC;;2025;GIT/25/110929;GIT/25/110929;2025-12-15;2026-12-14;22000000;"Marketing, Service, Acc"
4929;6029;"CJ LOGISTIC SERVICE INDONESIA";40;"Gudang Sidoarjo";Surabaya;JUNGHEINRICH;"ETV MC320-1150-10520DZ";ELECTRIC;;2025;;GIT/25/00583;2025-08-02;2026-08-01;6000000;"Marketing, Service, Acc"
4638;5738;"CJ LOGISTIC SERVICE INDONESIA";41;"Gudang Surabaya";Surabaya;HELI;CBD30-460;ELECTRIC;;2025;GIT/25/121048;GIT/25/00583;2025-08-04;2026-08-03;6000000;"Marketing, Service, Acc"
4639;5739;"CJ LOGISTIC SERVICE INDONESIA";41;"Gudang Surabaya";Surabaya;HELI;CBD30-460;ELECTRIC;;2025;GIT/25/080583;GIT/25/00583;2025-08-04;2026-08-03;6000000;"Marketing, Service, Acc"
4359;5459;"CJ LOGISTIC SERVICE INDONESIA";41;"Gudang Surabaya";Surabaya;HELI;CQD20-GB2SHDLI;ELECTRIC;;2024;GIT/25/080583;GIT/25/080583;2025-08-13;2025-08-12;21000000;"Marketing, Service, Acc"
2622;2722;"CJ LOGISTIC SERVICE INDONESIA";41;"Gudang Bandung";Bandung;CROWN;RD5795S-32TT442;ELECTRIC;;2020;GIT/25/050340;GIT/25/050340;2025-07-26;2026-07-25;30500000;"Marketing, Service, Acc"
2180;2280;"PT ABC Kogen";41;"Gudang Bandung";Bandung;Yale;FB25RZ;ELECTRIC;;2019;GIT/25/050340;GIT/25/050340;2025-07-29;2026-07-02;13000000;"Marketing, Service, Acc"
3038;3138;"Energi Sejahtera Mas";55;"Plant Dumai";DUMAI;TOYOTA;8FBN30;ELECTRIC;;2022;3100015897;;2025-03-11;2026-03-10;30000000;"Marketing, Service, Acc"
4520;5620;"INTAN JAYA SOLUSI MEDIKA";98;"Plant Jababeka";JABABEKA;HELI;CQD20-GB2SHDLI;ELECTRIC;;2025;2711/PB/IJMSIPCI08/2024;028/SML/ADD.1/V/2025;2024-11-01;2027-10-31;16500000;"Marketing, Service, Acc"
1918;2018;KADAKA;104;"Head Office Rancaekek";CILEUNGSI;TOYOTA;62-8FD25;DIESEL;;2017;;001/RTL/SML-KAL/01/2026;2026-01-01;2026-03-31;8000000;"Marketing, Service, Acc"
3553;3653;"Kati Kartika Murni";112;"Head Office Karawaci";Karawaci;TOYOTA;FDZN25;DIESEL;;2023;71112519;;2024-09-01;2027-08-01;41500000;"Marketing, Service, Acc"
2852;2952;"Saitama Stamping Indonesia";186;"Plant Karawang";Karawang;CAT;DP25ND;DIESEL;;2021;;038/SML/VI/2025;2025-04-24;2028-04-23;10000000;"Marketing, Service, Acc"
3554;3654;"PT Kasmaji";111;"Plant Sidoarjo";Mojokerto;TOYOTA;FDZN30;DIESEL;;2023;;800/SML/XII/2024;2025-01-02;2026-01-01;9800000;"Marketing, Service, Acc"
1958;2058;"PT Kasmaji";111;Mojokerto;Mojokerto;TOYOTA;62-8FD30;DIESEL;;2018;;086/SML/X/2025;2025-01-02;2026-01-01;;Marketing
2076;2176;"PT Kasmaji";111;"Plant Sidoarjo";Mojokerto;TOYOTA;FDZN30;DIESEL;;2020;;800/SML/XII/2024;2025-01-02;2026-01-01;9800000;"Marketing, Service, Acc"
3434;3534;"PT Kasmaji";111;"Plant Sidoarjo";Mojokerto;TOYOTA;FDZN30;DIESEL;;2023;;800/SML/XII/2024;2025-01-02;2026-01-01;9800000;"Marketing, Service, Acc"
1716;1816;"PT Kasmaji";111;"Plant Sidoarjo";Mojokerto;TOYOTA;62-8FD30;DIESEL;;2016;;800/SML/XII/2024;2025-01-02;2026-01-01;9800000;"Marketing, Service, Acc"
2062;2162;"PT Kasmaji";111;"Plant Sidoarjo";Mojokerto;TOYOTA;FDZN30;DIESEL;;2018;;800/SML/XII/2024;2025-01-02;2026-01-01;9800000;"Marketing, Service, Acc"
2781;2881;"PT Kasmaji";111;"Plant Sidoarjo";Mojokerto;CAT;DP30ND;DIESEL;;2021;;800/SML/XII/2024;2025-01-02;2026-01-01;9800000;"Marketing, Service, Acc"
3512;3612;"PT Kasmaji";111;"Plant Sidoarjo";Mojokerto;TOYOTA;FDZN30;DIESEL;;2023;;800/SML/XII/2024;2025-01-02;2026-01-01;9800000;"Marketing, Service, Acc"
2998;3098;"PT Kasmaji";111;"Plant Sidoarjo";Mojokerto;TOYOTA;FDZN30;DIESEL;;2022;;800/SML/XII/2024;2025-01-02;2026-01-01;9800000;"Marketing, Service, Acc"
2997;3097;"PT Kasmaji";111;Mojokerto;Mojokerto;TOYOTA;FDZN30;DIESEL;;2022;;086/SML/X/2025;2025-01-02;2026-01-01;;Marketing
3012;3112;"PT Piaggio Indonesia Industrial";170;"Plant Cikarang";Cikarang;JUNGHEINRICH;EFGMC325-GTE115-470DZ;ELECTRIC;;2022;;PII/2025/I/AGMT/HRGA/07;2026-01-01;2026-12-31;8750000;"Marketing, Service, Acc"
1330;1430;"PT Piaggio Indonesia Industrial";170;"Plant Cikarang";Cikarang;JUNGHEINRICH;ETV214-1150-8300DZ;ELECTRIC;;2014;;PII/2025/I/AGMT/HRGA/07;2026-01-01;2026-12-31;10650000;"Marketing, Service, Acc"
2594;2694;"Rapid Plast";178;"Plant Deltamas";Deltasilicon;JUNGHEINRICH;ETV116n-1150-9020DZ;ELECTRIC;;2020;;4300128490;2026-01-29;2026-02-28;15000000;"Marketing, Service, Acc"
2509;2609;"SNF Polymers";201;Tangerang;Tangerang;TCM;FD50T9;DIESEL;;2023;71112754;2311/I/SML/26/P2;2024-10-27;2027-10-26;60000000;"Marketing, Acc"
4603;5703;"PT Java Seafood";102;"Plant Indramayu";Indramayu;HELI;CPD25-GB6LI-S;ELECTRIC;;2025;;058/SML/VII/2025;2025-07-25;2028-07-26;13000000;"Marketing, Service, Acc"
4635;5735;"PT Indonesia Steel Tube";94;"Plant Pulogadung";Jakarta;TOYOTA;8FBN25;ELECTRIC;;2024;;049/SML/VII/2025;2025-08-01;2028-07-31;12000000;"Marketing, Service, Acc"
4204;5304;"PT Indonesia Steel Tube";94;"Cabang Deltamas";Deltamas;TOYOTA;8FBN25;ELECTRIC;;2024;PO-2512-0326;099/SML/XII/2025;2025-12-03;2028-12-02;14000000;"Marketing, Service, Acc"
4422;5522;"PT Phoenix Resources International";169;;;HELI;CPCD70-W2K2;DIESEL;;2025;4800001899;;2026-01-01;2026-12-31;52000000;"Marketing, Acc"
4423;5523;"PT Phoenix Resources International";169;;;HELI;CPCD70-W2K2;DIESEL;;2025;;;;;;Marketing
2442;2542;"PT Bitutek";25;"Plant Bogor";Bogor;CAT;DP30ND;DIESEL;;2019;;103/SML/Add.1/XII/2025;2025-11-15;2026-11-14;9000000;"Marketing, Service, Acc"
3565;3665;"PT Bitutek";25;"Plant Bogor";Bogor;TOYOTA;FDZN25;DIESEL;;2023;;688/SML/II/2024;2024-02-16;2027-02-15;8000000;"Marketing, Service, Acc"
2242;2342;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;TCM;FD50T9;DIESEL;;2019;44929525;;2024-10-01;2027-09-30;13900000;"Marketing, Service, Acc"
3204;3304;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25;ELECTRIC;;2022;44929525;;2024-10-01;2027-09-30;8500000;"Marketing, Service, Acc"
3733;3833;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD35-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;8200000;"Marketing, Service, Acc"
3732;3832;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD35-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;8200000;"Marketing, Service, Acc"
3645;3745;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD30-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;7400000;"Marketing, Service, Acc"
3734;3834;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD35-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;8000000;"Marketing, Service, Acc"
3749;3849;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD30-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;6500000;"Marketing, Service, Acc"
3741;3841;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD30-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;7400000;"Marketing, Service, Acc"
3735;3835;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD35-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;6500000;"Marketing, Service, Acc"
3736;3836;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD35-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;8000000;"Marketing, Service, Acc"
3477;3577;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;TOYOTA;FDZN30;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;7400000;"Marketing, Service"
3750;3850;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD30-M1K2;DIESEL;;2023;;;;;;"Marketing, Service, Acc"
3478;3578;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;TOYOTA;FDZN30;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;7400000;"Marketing, Service"
3746;3846;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD30-M1K2;DIESEL;;2023;44967667;;2024-10-01;2027-09-30;7400000;"Marketing, Service, Acc"
3615;3715;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;Heli;CPD25-GB3LI-M;ELECTRIC;;2023;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
3871;3971;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPCD30-M1K2;DIESEL;;2023;;;;;;"Marketing, Service, Acc"
4069;5169;"South Pacific Viscose";203;Purwakarta;Purwakarta;HELI;CPD30-GB6LI-S;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;11950000;Marketing
4110;5210;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB6LI-S;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;11950000;"Marketing, Service, Acc"
4059;5159;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4057;5157;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4058;5158;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4109;5209;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB6LI-S;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;11950000;"Marketing, Service, Acc"
4061;5161;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB6LI-S;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;11950000;"Marketing, Service, Acc"
3607;3707;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;Heli;CPD25-GB3LI-M;ELECTRIC;;2023;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
3481;3581;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;TOYOTA;FDZN25;DIESEL;;2023;44929525;;2024-10-01;2027-09-30;9000000;"Marketing, Service"
3828;3928;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;TOYOTA;FDZN25;DIESEL;;2023;44929525;;2024-10-01;2027-09-30;9000000;"Marketing, Service"
4263;5363;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4264;5364;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4265;5365;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4270;5370;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4271;5371;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4268;5368;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
3534;3634;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;TOYOTA;FDZN25;DIESEL;;2023;44929525;;2024-10-01;2027-09-30;9000000;"Marketing, Service, Acc"
3591;3691;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;TOYOTA;FDZN25;DIESEL;;2022;;;;;;"Marketing, Service, Acc"
4262;5362;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4266;5366;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4267;5367;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
4269;5369;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;11950000;"Marketing, Service, Acc"
4273;5373;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;HELI;CPD25-GB2LI-M;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;11950000;"Marketing, Service, Acc"
4180;5280;"South Pacific Viscose";203;"Plant Purwakarta";Purwakarta;TOYOTA;8FBN25;ELECTRIC;;2024;44929525;;2024-10-01;2027-09-30;12000000;"Marketing, Service, Acc"
