unit_id;no_unit;nama_customer;customer_id;lokasi_db;lokasi_mentah;merk;model;tipe;kapasitas;tahun;nomor_po;no_kontrak;awal_kontrak;akhir_kontrak;harga;sumber_data
4360;5460;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20-GB2SHDLI;ELECTRIC;1.1;2024;C240023923;C240023923;2026-01-01;2026-05-01;22500000;"Marketing, Service, Acc"
4172;5272;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20-GB2SHDLI;ELECTRIC;1.1;2024;C240023923;C240018599;2026-01-01;2026-05-01;22500000;"Marketing, Service, Acc"
4409;5509;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20-GB2SHDLI;ELECTRIC;1.1;2025;C240023923;C240023923;2026-01-01;2026-05-01;22500000;"Marketing, Service, Acc"
3019;3119;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;EFGMC325-GTE115-470DZ;ELECTRIC;1.5;2022;C240022129;C240022129;2026-08-01;2025-12-01;13000000;"Marketing, Service, Acc"
3374;3474;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20;ELECTRIC;1.1;2023;C240016031;C240016031;2025-07-01;2025-12-01;20000000;"Marketing, Service, Acc"
3196;3296;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HANGCHA;CQD25-AC2S-I;ELECTRIC;2.5;2022;C240013188;C240019898;2026-01-01;2025-12-01;12000000;"Marketing, Service, Acc"
3376;3476;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20;ELECTRIC;1.1;2023;;;;;;"Marketing, Service"
3375;3475;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20;ELECTRIC;1.1;2023;4530171288;4530171288;2024-06-01;2025-05-01;12000000;"Marketing, Service, Acc"
3363;3463;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;C240023831;C240023831;2026-01-01;2026-06-01;6500000;"Marketing, Service, Acc"
3377;3477;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20;ELECTRIC;1.1;2023;C240016031;C240016031;2025-07-01;2025-12-01;20000000;"Marketing, Service, Acc"
3328;3428;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;C240019898;C240019525;2025-08-01;2025-12-01;6500000;"Marketing, Service, Acc"
3347;3447;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;C240019898;C240019898;2025-08-01;2025-12-01;6500000;"Marketing, Service, Acc"
3022;3122;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;EFGMC325-GTE115-470DZ;ELECTRIC;1.5;2022;C240023583;C240023583;2026-01-01;2026-06-01;13000000;"Marketing, Service, Acc"
2471;2571;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETV116n-1150-9020DZ;ELECTRIC;1.2;2019;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service"
3684;3784;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
3685;3785;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
3686;3786;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
3394;3494;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETV120n-1150-10520DZ;ELECTRIC;1.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
3297;3397;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETV120n-1150-10520DZ;ELECTRIC;1.1;2022;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
3683;3783;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
4577;5677;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20-GB2SHDLI;ELECTRIC;1.1;2025;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
3692;3792;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETVMC320-1150-10520DZ;ELECTRIC;1.6;2023;4212032259;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc, Acc"
4578;5678;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CQD20-GB2SHDLI;ELECTRIC;1.1;2025;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
3351;3451;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service"
3371;3471;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3355;3455;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3320;3420;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3325;3425;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3335;3435;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service"
3349;3449;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3372;3472;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3352;3452;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3357;3457;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3711;3811;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3712;3812;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3715;3815;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3779;3879;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
4106;5206;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.5;2024;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
2769;2869;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;"ETV 116n-115-9020 DZ";ELECTRIC;1.6;2021;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
4108;5208;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.5;2024;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;18500000;"Marketing, Service, Acc"
4215;5315;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2024;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
4216;5316;"PT KAMADJAJA LOGISTIC";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2024;;012/PCH-CORP/MJL-NAB/III/2024;2024-04-01;2027-03-01;6500000;"Marketing, Service, Acc"
3713;3813;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3902;5002;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3380;3480;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3903;5003;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3907;5007;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3354;3454;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3721;3821;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3342;3442;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3321;3421;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3714;3814;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3716;3816;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3379;3479;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3330;3430;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3333;3433;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;CBD30J;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
1518;1618;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;STILL;FM-X20N;ELECTRIC;1.1;2015;;SPARE;;;;"Marketing, Service"
2650;2750;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;TOYOTA;8FDN35;DIESEL;3.5;2018;;SPARE;;;;"Marketing, Service"
3020;3120;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;EFGMC325-GTE115-470DZ;ELECTRIC;1.5;2022;;SPARE;;;;"Marketing, Service"
3034;3134;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;EFGMC325-1150-4700DZ;ELECTRIC;1.5;2022;"Belum terima PO";SPARE;;;13000000;"Marketing, Service, Acc"
3990;5090;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;01F-231103;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3991;5091;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;01F-231103;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3992;5092;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;01F-231103;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3993;5093;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;01F-231103;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3994;5094;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;01F-231103;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3810;3910;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;"HAND PALETE ELECTRIC";ELECTRIC;1.5;2023;;SPARE;;;;"Marketing, Service"
3996;5096;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;HELI;01F-231103;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
2483;2583;"PT KALDU SARI NABATI INDONESIA";105;"Plant Majalengka";MAJALENGKA;JUNGHEINRICH;ETV120n-1150-10520DZ;ELECTRIC;1.1;2019;;SPARE;;;;"Marketing, Service"
3017;3117;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;EFGMC325-GTE115-470DZ;ELECTRIC;1.5;2022;C240023970;C240023970;2025-10-01;2025-12-01;13000000;"Marketing, Service, Acc"
3560;3660;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;Heli;CPD25-GB3LI-M;ELECTRIC;2.5;2023;C240023970;C240023970;2025-10-01;2025-12-01;13000000;"Marketing, Service, Acc"
3729;3829;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J;ELECTRIC;2.1;2023;;C240023961;2026-01-01;2026-06-01;6500000;"Marketing, Service"
3094;3194;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J;ELECTRIC;2.1;2022;C240023961;C240023961;2026-01-01;2026-06-01;6500000;"Marketing, Service, Acc"
3291;3391;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;TOYOTA;8FBR18;ELECTRIC;1.8;2022;C240016176;C240016176;2026-08-01;2025-12-01;12000000;"Marketing, Service, Acc"
3292;3392;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;TOYOTA;8FBR18;ELECTRIC;1.8;2022;C240016176;C240016176;2026-08-01;2025-12-01;12000000;"Marketing, Service, Acc"
3688;3788;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2023;C240016032;C240016032;2025-07-01;2025-09-01;20000000;"Marketing, Service, Acc"
3028;3128;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;EFGMC325-1150-4700DZ;ELECTRIC;1.5;2022;;SPARE;;;;"Marketing, Service"
3370;3470;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3689;3789;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2023;;SPARE;;;;"Marketing, Service"
3972;5072;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3976;5076;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;SPARE;;;;"Marketing, Service"
3387;3487;"PT KAMADJAJA LOGISTIC";105;"Plant Rancaekek";CICALENGKA;HELI;CPD25;ELECTRIC;2.5;2023;C240023070;C240023070;2026-01-01;2026-06-01;13000000;"Marketing, Service, Acc"
902;1002;"PT KANEPACKAGE INDONESIA";107;"Plant Cikarang";"CIKARANG 2";NICHIYU;FBRW18-75C-700MSF;ELECTRIC;1.8;2012;;817/SML/I/2025;2025-01-02;2026-01-01;10250000;"Marketing, Service, Acc"
2223;2323;"PT KANEPACKAGE INDONESIA";107;"Plant Cikarang";"CIKARANG 2";TOYOTA;8FBE15;ELECTRIC;1.5;2019;;711/SML/V/2025;2024-05-04;2026-05-03;10000000;"Marketing, Service, Acc"
4629;5729;"PT KANEPACKAGE INDONESIA";107;"Plant Cikarang";"CIKARANG 2";TOYOTA;8FBR15;ELECTRIC;1.5;2024;PO-KPI-17616;PO-KPI-17616;2025-03-26;2027-03-26;12500000;"Marketing, Service, Acc"
1875;1975;"PT KARYA INTI KARTON";109;"CIKARANG 2";"CIKARANG 2";TOYOTA;8FBN25;ELECTRIC;2.5;2017;PO/BULAN;"PO PERBULAN";;;11500000;"Marketing, Acc"
4055;5155;"PT KYORAKU BLOWMOLDING INDONESIA";125;"Plant Karawang";KARAWANG;HELI;CPD25-GB2LI-M;ELECTRIC;2.5;2024;;050/D-SML/VII/2025;2025-05-15;2026-05-14;13500000;"Marketing, Service, Acc"
4112;5212;"PT KYORAKU BLOWMOLDING INDONESIA";125;"Plant Karawang";KARAWANG;HELI;CPD25-GB2LI-M;ELECTRIC;2.5;2024;;050/D-SML/VII/2025;2025-10-01;2026-10-01;13500000;"Marketing, Service, Acc"
4126;5226;"PT KYORAKU BLOWMOLDING INDONESIA";125;"Plant Karawang";KARAWANG;HELI;CPD25-GB2LI-M;ELECTRIC;2.5;2024;;050/D-SML/VII/2025;2025-10-01;2026-10-01;13500000;"Marketing, Service, Acc"
2919;3019;"PT LAO CHOW";127;"Cabang Cirebon";CIREBON;CAT;DP30ND;DIESEL;2.1;2022;;067/LCI-SML/VII/2022;;;10500000;"Marketing, Service, Acc"
4691;5791;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2025;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
4692;5792;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2025;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
4705;5805;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2025;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
3288;3388;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETV120n-1150-11510DZ;ELECTRIC;1.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
3289;3389;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETV120n-1150-11510DZ;ELECTRIC;1.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
3690;3790;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETVMC320-1150-10520DZ;ELECTRIC;1.6;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
2452;2552;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETV120n-1150-11510DZ;ELECTRIC;1.1;2019;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
3687;3787;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETVMB216-1150-9020DZ;ELECTRIC;1.6;2023;4212032259;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc, Acc"
3286;3386;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETV120n-1150-11510DZ;ELECTRIC;1.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
3287;3387;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;JUNGHEINRICH;ETV120n-1150-11510DZ;ELECTRIC;1.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;16500000;"Marketing, Service, Acc"
4700;5800;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30-460;ELECTRIC;2.1;2025;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
4701;5801;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30-460;ELECTRIC;2.1;2025;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
4703;5803;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30-460;ELECTRIC;2.1;2025;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
4722;5822;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30-460;ELECTRIC;2.1;2025;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
4723;5823;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30-460;ELECTRIC;2.1;2025;;078/SML/IX/2025;2025-09-23;2026-09-22;;"Marketing, Service, Acc"
3901;5001;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
3964;5064;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
3965;5065;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
3969;5069;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
3361;3461;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service"
3979;5079;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
3971;5071;"PT LINFOX LOGISTICS";105;"Plant Rancaekek";RANCAEKEK;HELI;CBD30J-RLI;ELECTRIC;2.1;2023;;078/SML/IX/2025;2025-09-23;2026-09-22;5000000;"Marketing, Service, Acc"
2545;2645;"PT LINFOX LOGISTICS";233;"Plant Jababeka";JABABEKA;HYUNDAI;35D-7SA;DIESEL;2.5;2020;24007014;12/04/67629;2025-11-21;2025-12-31;7800000;"Marketing, Service, Acc"
3074;3174;"PT LINFOX LOGISTICS";233;"Plant Jababeka";JABABEKA;TOYOTA;FDZN25;DIESEL;2.5;2022;24007013;13/04/67629;2025-11-21;2025-12-31;7800000;"Marketing, Service, Acc"
3897;3997;"PT LOGISALL GLOBAL INDONESIA";134;"Cabang Medan";MEDAN;TOYOTA;8FBN25;ELECTRIC;2.5;2023;;SLGI0067/02-24/MA0036;2024-01-09;2027-02-08;13000000;"Marketing, Service, Acc"
3898;3998;"PT LOGISALL GLOBAL INDONESIA";134;"Cabang Medan";MEDAN;TOYOTA;8FBN25;ELECTRIC;2.5;2023;;SLGI0067/02-24/MA0036;2024-01-09;2027-02-08;13000000;"Marketing, Service, Acc"
3899;3999;"PT LOGISALL GLOBAL INDONESIA";134;"Cabang Medan";MEDAN;TOYOTA;8FBN25;ELECTRIC;2.5;2023;;SLGI0067/02-24/MA0036;2024-01-09;2027-02-08;13000000;"Marketing, Service, Acc"
3900;5000;"PT LOGISALL GLOBAL INDONESIA";134;"Cabang Medan";MEDAN;TOYOTA;8FBN25;ELECTRIC;2.5;2023;;SLGI0067/02-24/MA0036;2024-01-09;2027-02-08;13000000;"Marketing, Service, Acc"
1559;1659;"PT LOGISALL SERVIS INDONESIA";134;"Cabang Medan";SURABAYA;NISSAN;T1B2L25U-3F430;ELECTRIC;2.5;2015;;SLSI0006/01-24/MA0001R;2024-01-26;2025-01-25;22000000;"Marketing, Service, Acc"
