NO CHARGER;CHARGER ;NO UNIT;LOKASI;STATUS;Tgl Dtg;Tgl Pertama Kali Kirim
CL429;LITIUM 48V 200A SN : APL23088858134;3990;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL430;LITIUM 80V 200A SN : APL23078858174;3564;Automotive Fasteners Aoyama Indonesia Karawang;TERPASANG;07/11/2023;19/03/2024
CL431;LITIUM 48V 150A SN : APL23078858003;;Pantos Cakung - CSKD;SPARE;07/11/2023;07/12/2023
CL432;LITIUM 80V 200A SN : APL23078858162;;POOL (POS 5);AVAILABLE;12/02/2024;
CL433;LITIUM 80V 200A SN : APL23078858195;5292;Oki Palembang;TERPASANG;12/02/2024;11/07/2025
CL434;LITIUM 80V 200A SN : APL23078858159;;Sika Indonesia Cilengsi;SPARE;12/02/2024;09/06/2025
CL435;LITIUM 80V 200A SN : APL23078858167;;POOL (POS 2) - Plan Oki Palembang;AVAILABLE;12/02/2024;
CL436;LITIUM 80V 200A SN : APL23078858168;;POOL (POS 5);AVAILABLE;12/02/2024;
CL437;LITIUM 80V 200A SN : APL23078858190;;POOL (POS 5);AVAILABLE;12/02/2024;
CL438;LITIUM 80V 200A SN : APL23078858198;;Musashi Ejib;SPARE;12/02/2024;06/05/2025
CL439;LITIUM 80V 200A SN : APL23078858193;5141;Sika Indonesia Cileungsi;TERPASANG;12/02/2024;17/01/2025
CL440;LITIUM 80V 200A SN : APL23078858191;5140;Sika Indonesia Cileungsi;TERPASANG;12/02/2024;26/11/2024
CL441;LITIUM 80V 200A SN : APL23078858192;1569;IKPP Perawang;TERPASANG;12/02/2024;20/06/2025
CL442;LITIUM 80V 200A SN : APL23078858197;;Kaldu Sari Nabati Majalengka;SPARE;12/02/2024;14/02/2025
CL443;LITIUM 80V 200A SN : APL23078858169;;POOL (POS 5);AVAILABLE;12/02/2024;
CL444;LITIUM 80V 200A SN : APL23078858161;1716;Oji Sinarmas Deltamas - Spare;TERPASANG;12/02/2024;30/08/2024
CL445;LITIUM 48V 200A SN : APL23088858072;3515;Ultra Jaya Milk Cibitung / MM;TERPASANG;12/02/2024;26/04/2024
CL446;LITIUM 48V 200A SN : APL23088858075;2634;Sinotrans Cibitung / MM;TERPASANG;12/02/2024;25/04/2024
CL447;LITIUM 48V 200A SN : APL23078858058;2578;Kaldu Sari Nabati Majalengka;TERPASANG;12/02/2024;26/04/2024
CL448;LITIUM 48V 200A SN : APL23088858114;;My Pack Cibitung;SPARE;12/02/2024;26/04/2024
CL449;LITIUM 48V 200A SN : APL23078858049;2633;POOL (POS 2) - Plan Tirta Alam Segar;TERPASANG;12/02/2024;30/07/2024
CL450;LITIUM 48V 200A SN : APL23088858067;1620;Kaldu Sari Nabati Majalengka - spare;TERPASANG;12/02/2024;15/05/2024
CL451;LITIUM 48V 200A SN : APL23088858066;;Lazada / Lastana Express Deltamas;SPARE;12/02/2024;25/04/2024
CL452;LITIUM 48V 200A SN : APL23088858068;;LG Tangerang;SPARE;12/02/2024;11/05/2024
CL453;LITIUM 48V 200A SN : APL23078858040;5153;Amerta Indah Otsuka Yogyakarta;TERPASANG;12/02/2024;30/05/2024
CL454;LITIUM 48V 200A SN : APL23078858048;5208;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka) ;TERPASANG;12/02/2024;27/05/2024
CL455;LITIUM 48V 200A SN : APL23078858057;2314;Mulia Raya Delta Silicon;TERPASANG;12/02/2024;25/01/2025
CL456;LITIUM 48V 200A SN : APL23078858032;;POOL (POS 2);AVAILABLE;12/02/2024;22/03/2025
CL457;LITIUM 48V 200A SN : APL23078858055;;Indolakto Cicurug Sukabumi;SPARE;12/02/2024;13/01/2025
CL458;LITIUM 48V 200A SN : APL23078858021;2579;POOL (POS 2) - Plan Astro Technologies Cibitung / MM;TERPASANG;12/02/2024;22/10/2024
CL459;LITIUM 48V 200A SN : APL23078858026;5583;Samudera Logistics Service Deltamas;TERPASANG;12/02/2024;22/03/2025
CL460;LITIUM 48V 200A SN : APL23078858056;;Indolakto Cicurug Sukabumi;SPARE;12/02/2024;13/01/2025
CL461;LITIUM 48V 200A SN : APL23078858052;1045;Jakarta Sereal - Lippo 2;TERPASANG;12/02/2024;12/09/2024
CL462;LITIUM 48V 200A SN : APL23078858020;5394;Indolakto Sukabumi;TERPASANG;12/02/2024;22/10/2024
CL463;LITIUM 48V 200A SN : APL23078858024;1931;South Pacific Viscose (SPV) Purwakarta;TERPASANG;12/02/2024;30/07/2024
CL464;LITIUM 48V 200A SN : APL23088858061;5205;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka) ;TERPASANG;12/02/2024;15/05/2024
CL465;LITIUM 48V 200A SN : APL23088858115;5206;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka) ;TERPASANG;12/02/2024;15/05/2024
CL466;LITIUM 48V 200A SN : APL23078858027;5663;Indolakto Ciracas;TERPASANG;12/02/2024;22/05/2025
CL467;LITIUM 48V 200A SN : APL23078858046;;Unilever Bango Subang;SPARE;12/02/2024;26/07/2024
CL468;LITIUM 48V 200A SN : APL23078858029;;Trimitra Indoplast Delta Silicon 2;SPARE;12/02/2024;03/08/2024
CL469;LITIUM 48V 200A SN : APL23078858015;5810;POOL (POS 2) - Plan Samudera Logistik Mondelez Deltamas;TERPASANG;12/02/2024;10/05/2024
CL470;Industrial Battery Charging 48V 200A SN : 20240408V063;833;POOL (POS 2) - Plan Heinz ABC/Kraft Heinz Karawang;TERPASANG;27/05/2024;28/05/2024
CL471;Industrial Battery Charging 48V 200A SN : 20240220V048;1671;LGE Indonesia R & D Cibitung / MM;TERPASANG;27/05/2024;29/05/2024
CL472;Industrial Battery Charging 48V 200A SN : 20240220V044;;Di Jual - ESR;SPARE;27/05/2024;29/05/2024
CL473;Industrial Battery Charging 48V 200A SN : 20240220V050;;Indo Kordsa Tbk Citeurep Bogor;SPARE;27/05/2024;30/05/2024
CL474;Industrial Battery Charging 48V 200A SN : 20240408V082;;Cipta Niaga Semesta / Mayora Surabaya;SPARE;27/05/2024;06/06/2024
CL475;Industrial Battery Charging 48V 200A SN : 20240220V047;;Sinotrans Cibitung / MM;SPARE;27/05/2024;21/06/2024
CL476;Industrial Battery Charging 48V 200A SN : 20240220V043;;Pantos Cibitung (Daiwa) - Gudang;SPARE;27/05/2024;25/06/2024
CL477;Industrial Battery Charging 48V 200A SN : 20240408V069;;Cipta Niaga Semesta / Mayora Surabaya;SPARE;27/05/2024;22/07/2024
CL478;Industrial Battery Charging 48V 200A SN : 20240408V046;;Supernova JB 2;SPARE;27/05/2024;09/07/2024
CL479;Industrial Battery Charging 48V 200A SN : 20240408V042;;Indofood BIC - Dijual;DIJUAL;27/05/2024;11/10/2024
CL480;Industrial Battery Charging 48V 200A SN : 20240408V066;;Indofood BIC - Dijual;DIJUAL;27/05/2024;11/10/2024
CL481;Industrial Battery Charging 48V 200A SN : 20240408V057;;POOL (POS 2);AVAILABLE;27/05/2024;11/10/2024
CL482;Industrial Battery Charging 48V 200A SN : 20240408V073;;Plan Indofood BIC - Dijual;DIJUAL;27/05/2024;
CL483;Industrial Battery Charging 48V 200A SN : 20240220V046;;Plan Indofood BIC - Dijual;DIJUAL;27/05/2024;
CL484;Industrial Battery Charging 48V 200A SN : 20240408V093;;Plan Indofood BIC - Dijual;DIJUAL;27/05/2024;
CL485;Industrial Battery Charging 48V 200A SN : 20240408V081;;Plan Indofood BIC - Dijual;DIJUAL;27/05/2024;
CL486;Industrial Battery Charging 80V 200A SN : 20240408V106;5288;IKPP Serang (IKS);TERPASANG;27/05/2024;30/07/2025
CL487;Industrial Battery Charging 80V 200A SN : 20240220V052;;POOL (POS 5);AVAILABLE;27/05/2024;
CL488;Industrial Battery Charging 80V 200A SN : 20240220V058;;POOL (POS 5);AVAILABLE;27/05/2024;
CL489;Industrial Battery Charging 80V 200A SN : 20240220V053;5136;IKPP Serang (IKS);TERPASANG;27/05/2024;30/07/2025
CL490;Industrial Battery Charging 48V 200A SN : 20240408V090;;LG Tangerang;SPARE;20/06/2024;25/06/2024
CL491;Industrial Battery Charging 48V 200A SN : 20240408V076;821;POOL (POS 2) - Plan YCH Cikarang Deltamas (FFI Project);TERPASANG;20/06/2024;25/06/2024
CL492;Industrial Battery Charging 48V 200A SN : 20240408V059;837;Indofood Cibitung;TERPASANG;20/06/2024;05/07/2024
CL493;Industrial Battery Charging 48V 200A SN : 20240408V078;;Indofood Asahi;SPARE;20/06/2024;
CL494;Industrial Battery Charging 48V 200A SN : 20240408V096;2261;Cipta Niaga Semesta / Mayora Soreang Bandung;TERPASANG;20/06/2024;21/08/2024
CL495;Industrial Battery Charging 48V 200A SN : 20240408V051;2300;Cipta Niaga Semesta / Mayora Pekanbaru Perawang;TERPASANG;20/06/2024;
CL496;Industrial Battery Charging 48V 200A SN : 20240408V087;;POOL (POS 2);AVAILABLE;20/06/2024;08/07/2024
CL497;Industrial Battery Charging 48V 200A SN : 20240408V086;;POOL (POS 2);AVAILABLE;20/06/2024;10/07/2024
CL498;Industrial Battery Charging 48V 200A SN : 20240408V068;5444;Papandayan / Barry Callebaut Indonesia Bandung;TERPASANG;20/06/2024;10/07/2024
CL499;Industrial Battery Charging 48V 200A SN : 20240408V055;;LG Tangerang;SPARE;20/06/2024;10/07/2024
CL500;Industrial Battery Charging 48V 200A SN : 20240408V046;;POOL (POS 2);AVAILABLE;20/06/2024;
CL501;Industrial Battery Charging 48V 200A SN : 20240408V045;5892;POOL (POS 2) - Plan Astro Technologies Cibitung / MM;TERPASANG;20/06/2024;17/07/2024
CL502;Industrial Battery Charging 48V 200A SN : 20240408V085;;POOL (POS 2);AVAILABLE;20/06/2024;21/10/2024
CL503;Industrial Battery Charging 48V 200A SN : 20240408V097;;Pantos Cakung - CSKD;SPARE;20/06/2024;25/07/2024
CL504;Industrial Battery Charging 48V 200A SN : 20240408V041;;POOL (POS 2);AVAILABLE;20/06/2024;18/02/2025
CL505;Industrial Battery Charging 48V 200A SN : 20240408V062;;Lami Packaging Cikande Serang;SPARE;20/06/2024;08/08/2024
CL506;Industrial Battery Charging 48V 200A SN : 20240408V061;5238;PT PAN GRAFIK INDONESIA(Dijual 8.8.24);DIJUAL;20/06/2024;08/08/2024
CL507;Industrial Battery Charging 48V 200A SN : 20240408V092;5251;Univenus Surabaya;TERPASANG;20/06/2024;07/12/2024
CL508;Industrial Battery Charging 48V 200A SN : 20240220V042;5261;Sasa Inti Jababeka;TERPASANG;20/06/2024;14/08/2024
CL509;Industrial Battery Charging 48V 200A SN : 20240408V074;1661;Cipta Niaga Semesta / Mayora Kopo Bandung;TERPASANG;20/06/2024;20/08/2024
CL510;Industrial Battery Charging 48V 200A SN : 20240408V083;;Pantos Cibitung (Daiwa);SPARE;20/06/2024;27/08/2024
CL511;Industrial Battery Charging 48V 200A SN : 20240408V044;;LG Tangerang;SPARE;20/06/2024;26/08/2024
CL512;Industrial Battery Charging 48V 200A SN : 20240408V095;5240;Univenus Cikupa;TERPASANG;20/06/2024;12/11/2024
CL513;Industrial Battery Charging 48V 200A SN : 20240408V065;5290;Sinotrans Karawang;TERPASANG;20/06/2024;29/11/2024
CL514;Industrial Battery Charging 48V 200A SN : 20240408V053;5289;Cipta Multi Buana Tangerang;TERPASANG;20/06/2024;30/08/2024
CL515;Industrial Battery Charging 48V 200A SN : 20240408V100;;Sinotrans Cibitung / MM;SPARE;20/06/2024;01/10/2024
CL516;Industrial Battery Charging 48V 200A SN : 20240408V099;5616;POOL (POS 5) - Plan Papandayan Bandung;TERPASANG;20/06/2024;04/09/2024
CL517;Industrial Battery Charging 48V 200A SN : 20240408V094;5729;Kanepackage Indonesia Delta Silicon;TERPASANG;20/06/2024;29/10/2024
CL518;Industrial Battery Charging 48V 200A SN : 20240408V049;5280;South Pacific Viscose (SPV) Purwakarta;TERPASANG;20/06/2024;30/09/2024
CL519;Industrial Battery Charging 48V 200A SN : 20240408V084;;POOL (POS 2);AVAILABLE;20/06/2024;22/10/2024
CL520;Industrial Battery Charging 48V 200A SN : 20240408V091;5239;Univenus Surabaya;TERPASANG;20/06/2024;12/11/2024
CL521;Industrial Battery Charging 48V 200A SN : 20240408V101;;POOL (POS 5);AVAILABLE;20/06/2024;
CL522;Industrial Battery Charging 48V 200A SN : 20240408V048;;Astro Technologies Indonesia Sentul;SPARE;20/06/2024;10/10/2024
CL523;Industrial Battery Charging 48V 200A SN : 20240408V056;;Indofood BIC - Dijual;DIJUAL;20/06/2024;05/11/2024
CL524;Industrial Battery Charging 48V 200A SN : 20240408V052;;Supernova JB 2;SPARE;20/06/2024;05/09/2024
CL525;Industrial Battery Charging 48V 200A SN : 20240408V050;;Unilever Bango Subang;SPARE;20/06/2024;07/09/2024
CL526;Industrial Battery Charging 48V 200A SN : 20240408V067;;Kaldu Sari Nabati Rancaekek ;SPARE;20/06/2024;10/09/2024
CL527;Industrial Battery Charging 48V 200A SN : 20240408V058;932;Cipta Niaga Semesta / Mayora Pekayon;TERPASANG;20/06/2024;
CL528;Industrial Battery Charging 48V 200A SN : 20240408V080;1482;Cipta Niaga Semesta / Mayora Indramayu;TERPASANG;20/06/2024;
CL529;Industrial Battery Charging 48V 200A SN : 20240408V070;2282;CJ Logistik Surabaya;TERPASANG;20/06/2024;07/10/2024
CL530;Industrial Battery Charging 48V 200A SN : 20240408V077;;Unilever Bango Subang;SPARE;20/06/2024;07/10/2024
CL531;Industrial Battery Charging 48V 200A SN : 20240408V075;;POOL (POS 2);AVAILABLE;20/06/2024;11/10/2024
CL532;Industrial Battery Charging 48V 200A SN : 20240408V072;5252;Oki Palembang;TERPASANG;20/06/2024;01/03/2025
CL533;Industrial Battery Charging 48V 200A SN : 20240408V060;5659;Senopati Fujitrans Deltamas;TERPASANG;20/06/2024;23/05/2025
CL534;Industrial Battery Charging 48V 200A SN : 20240408V043;5254;Oki Palembang;TERPASANG;20/06/2024;01/03/2025
CL535;Industrial Battery Charging 48V 200A SN : 20240408V079;5255;Oki Palembang;TERPASANG;20/06/2024;01/03/2025
CL536;Industrial Battery Charging 48V 200A SN : 20240408V047;;CJ Logistik Surabaya;SPARE;20/06/2024;07/11/2024
CL537;Industrial Battery Charging 48V 200A SN : 20240220V045;;POOL (POS 5);AVAILABLE;20/06/2024;31/01/2025
CL538;Industrial Battery Charging 48V 200A SN : 20240220V049;3318;Cipta Niaga Semesta / Mayora (Surabaya Pustian);TERPASANG;20/06/2024;18/02/2025
CL539;Industrial Battery Charging 48V 200A SN : 20240408V089;3648;POOL (POS 2) - Plan Bekaert Karawang (trial);TERPASANG;20/06/2024;29/04/2025
CL540;Industrial Battery Charging 48V 200A SN : 20240408V054;5600;Astro Technologies Indonesia Sentul;TERPASANG;20/06/2024;29/04/2025
CL541;Industrial Battery Charging 48V 200A SN : 20240220V051;2868;POOL (POS 2) -  Plan Cipta Niaga / Mayora Punokawan Sidoarjo Surabaya;TERPASANG;20/06/2024;
CL542;Industrial Battery Charging 48V 200A SN : 20240408V098;1885;Badan Sentra Mitra UPA Jombang Surabaya;TERPASANG;20/06/2024;12/11/2024
CL543;Industrial Battery Charging 48V 200A SN : 20240408V064;;POOL (POS 5);AVAILABLE;20/06/2024;
CL544;Industrial Battery Charging 80V 200A SN : 20240220V056;;POOL (POS 5);AVAILABLE;27/05/2024;
CL545;Industrial Battery Charging 48V 200A SN : 20240408V071;;POOL (POS 5);AVAILABLE; -;
CL546;Industrial Battery Charging 48V 200A SN : 20240408V088;;CS 2 Pola Sehat Surabaya;SPARE;20/06/2024;13/02/2025
CL547;LI 48V 200A SN : 20250329V085;;Summit seoyon automotive indonesia Deltamas;SPARE;14/07/2025;18/07/2025
CL548;LI 48V 200A SN : 20250329V080;;Summit seoyon automotive indonesia Deltamas;SPARE;14/07/2025;18/07/2025
CL549;LI 48V 200A SN : 20250329V072;6008;POOL (POS 5) - Plan Indo Kordsa Tbk Citeurep Bogor;TERPASANG;14/07/2025;
CL550;LI 48V 200A SN : 20250320V050;5433;IKPP Serang (IKS);TERPASANG;14/07/2025;29/07/2025
CL551;LI 48V 200A SN : 20250329V071;5327;IKPP Serang (IKS);TERPASANG;14/07/2025;29/07/2025
CL552;LI 48V 200A SN : 20250329V059;5436;IKPP Serang (IKS);TERPASANG;14/07/2025;29/07/2025
CL553;LI 48V 200A SN : 20250610V141;5300;IKPP Serang (IKS);TERPASANG;14/07/2025;29/07/2025
CL554;LI 48V 200A SN : 20250329V144;5325;IKPP Serang (IKS);TERPASANG;14/07/2025;29/07/2025
CL555;LI 48V 200A SN : 20250610V149;5737;POOL (POS 2) - Plan Reckit Semarang (Dijual);DIJUAL;14/07/2025;04/08/2025
CL556;LI 48V 200A SN : 20250610V146;5735;Indonesia Steel Tube Pulogadung;TERPASANG;14/07/2025;30/06/2025
CL557;LI 48V 200A SN : 20250329V098;5804;POOL (POS 5) - Plan Electra Mobilitas Indonesia Delta Silicon 6;TERPASANG;14/07/2025;
CL558;LI 48V 200A SN : 20250610V138;;Indofood Asahi;SPARE;14/07/2025;27/09/2025
CL559;LI 48V 200A SN : 20250329V154;;Sasa Inti Jababeka;SPARE;14/07/2025;29/09/2025
CL560;LI 48V 200A SN : 20250329V164;;Cipta Niaga Semesta / Mayora Tuban;SPARE;14/07/2025;07/10/2025
CL561;LI 48V 200A SN : 20250610V143;6004;POOL (POS 5) - Plan Indo Kordsa Tbk Citeurep Bogor;TERPASANG;14/07/2025;
CL562;LI 48V 200A SN : 20250610V139;6002;POOL (POS 5) - Plan Indo Kordsa Tbk Citeurep Bogor;TERPASANG;14/07/2025;
CL563;LI 48V 200A SN : 20250329V062;;DHL Supply Chain (MUF 7) Delta Silicon;SPARE;14/07/2025;05/11/2025
CL564;LI 48V 200A SN : 20250610V140;;South Pacific Viscose (SPV) Purwakarta;SPARE;14/07/2025;31/10/2025
CL565;LI 48V 200A SN : 20250610V160;6006;POOL (POS 5) - Plan Indo Kordsa Tbk Citeurep Bogor;TERPASANG;14/07/2025;
CL566;LI 48V 200A SN : 20250610V148;6007;POOL (POS 5) - Plan Indo Kordsa Tbk Citeurep Bogor;TERPASANG;14/07/2025;
CL567;LI 48V 200A SN : ;;ILC Sampoerna - Karawang Timur (Surya Cipta);SPARE;14/07/2025;
CL568;LI 48V 200A SN : 20250610V154;6087;POOL (POS 5) - Plan Indo Kordsa Tbk Citeurep Bogor;TERPASANG;14/07/2025;
CL569;LI 48V 200A SN : 20250610V161;;Pantos Cakung - CSKD;SPARE;14/07/2025;
CL570;LI 48V 200A SN : 20250610V147;;POOL (POS 5) - Plan Unilift Dijual (CHARGER SAJA);DIJUAL;14/07/2025;
CL571;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;14/07/2025;
CL572;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;14/07/2025;
CL573;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;14/07/2025;
CL574;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;14/07/2025;
CL575;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;14/07/2025;
CL576;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;14/07/2025;
CL577;LI 80V 200A SN : ;;POOL (POS 5);AVAILABLE;25/07/2025;
CL578;LI 80V 200A SN : ;;POOL (POS 5);AVAILABLE;25/07/2025;
CL579;LI 80V 200A SN : ;;POOL (POS 5);AVAILABLE;25/07/2025;
CL580;LI 80V 200A SN : ;;POOL (POS 5);AVAILABLE;25/07/2025;
CL581;LI 80V 200A SN : ;;POOL (POS 5);AVAILABLE;25/07/2025;
CL582;LI 80V 200A SN : ;;POOL (POS 5);AVAILABLE;25/07/2025;
CL583;LI 80V 200A SN : ;;POOL (POS 5);AVAILABLE;25/07/2025;
CL584;LI 48V 100A SN : BSL250655684018 - CGDD021248-BS25051001JZ;5784; Sanco Gosai Karawang;TERPASANG;04/08/2025;
CL585;LI 48V 100A SN : BSL250655684019 - CGDD021248-BS25051001JZ;5785; Sanco Gosai Karawang;TERPASANG;04/08/2025;
CL586;LI 48V 100A SN : BSL250655684017 - CGDD021248-BS25051001JZ;5786;Electra Mobilitas Indonesia Delta Silicon 6;TERPASANG;04/08/2025;
CL587;LI 48V 100A SN : BSL250655684020 - CGDD021248-BS25051001JZ;1003;POOL (POS 2) - Plan Zhi Xing Jatake Tangerang;TERPASANG;04/08/2025;
CL588;LI 48V 100A SN : BSL250655684007 - CGDD021248-BS25051001JZ;;Supernova JB 2;SPARE;04/08/2025;06/10/2025
CL589;LI 48V 100A SN : BSL250655684001;;POOL (POS 5);AVAILABLE;04/08/2025;
CL590;LI 48V 100A SN : BSL250655684010;6049;POOL (POS 2) - Plan Kopkar Seiwa;TERPASANG;04/08/2025;
CL591;LI 48V 100A SN : BSL250655684008;;Supernova Ancol;SPARE;04/08/2025;23/03/2026
CL592;LI 48V 200A SN : BSL250655684B042;5792;Linfox Nabati Rancaekek;TERPASANG;04/08/2025;
CL593;LI 48V 200A SN : BSL250655684B047;5791;Linfox Nabati Rancaekek;TERPASANG;04/08/2025;
CL594;LI 48V 200A SN : BSL250655684B046;5806;Samudera Logistics Service (Pepsico)  Deltamas;TERPASANG;04/08/2025;
CL595;LI 48V 200A SN : BSL250655684B029;;DHL Karawang;SPARE;04/08/2025;
CL596;LI 48V 200A SN : BSL250655684B016;;Astro Technologies Indonesia Sentul;SPARE;04/08/2025;29/08/2025
CL597;LI 48V 200A SN : BSL250655684B008;;Amerta Sentul;SPARE;04/08/2025;03/09/2025
CL598;LI 48V 200A SN : BSL250655684B011;5805;Kaldu Sari Nabati Rancaekek;TERPASANG;04/08/2025;
CL599;LI 48V 200A SN : BSL250655684B009;5818; Duta Sentosa ;TERPASANG;04/08/2025;
CL600;LI 48V 200A SN : BSL250655684B018;5819; Duta Sentosa ;TERPASANG;04/08/2025;
CL601;LI 48V 200A SN : BSL250655684B017;5817;Univenus Surabaya;TERPASANG;04/08/2025;
CL602;LI 48V 200A SN : BSL250655684B027;;Crown Flour Mills (Dijual);DIJUAL;04/08/2025;20/09/2025
CL603;LI 48V 200A SN : BSL250655684B048;5248;POOL (POS 2) - Plan The Univenus Pluit APP ( Indah Bestari Permai);TERPASANG;04/08/2025;
CL604;LI 48V 200A SN : BSL250655684B024;5916;POOL (POS 2) - Plan Samudera Logistik Mondelez Deltamas;TERPASANG;04/08/2025;
CL605;LI 48V 200A SN : BSL250655684B028;;POOL (POS 5) - Plan Unilift Dijual;DIJUAL;04/08/2025;
CL606;LI 48V 200A SN : BSL250655684B015;;POOL (POS 5) - Plan Unilift Dijual;DIJUAL;04/08/2025;
CL607;LI 48V 200A SN : BSL250655684B041;;POOL (POS 5) - Plan Unilift Dijual;DIJUAL;04/08/2025;
CL608;LI 48V 200A SN : BSL250655684B022;6126;POOL (POS 2) - Plan DHL Cileungsi;TERPASANG;04/08/2025;
CL609;LI 48V 200A SN : BSL250655684B044;6127;POOL (POS 2) - Plan Kino Indonesia Cikande;TERPASANG;04/08/2025;
CL610;LI 48V 200A SN : BSL250655684B031;;KPE - Traknus (Dijual 3 sep 25);DIJUAL;08/08/2025;03/09/2025
CL611;LI 48V 200A SN : BSL250655684B012;;IKPP Sepong;SPARE;08/08/2025;
CL612;LI 48V 200A SN : BSL250655684B014;;POOL (POS 5);AVAILABLE;08/08/2025;
CL613;LI 48V 200A SN : BSL250655684B038;;POOL (POS 5);AVAILABLE;08/08/2025;
CL614;LI 48V 200A SN : BSL250655684B007;2584;Duta Sentosa Yasa (Gdg Mr. DIY) Marunda;TERPASANG;08/08/2025;
CL615;LI 48V 200A SN : BSL250655684B001;6000;Indo Kordsa Tbk Citeurep Bogor;TERPASANG;08/08/2025;
CL616;LI 48V 200A SN : BSL250655684B039;6001;Indo Kordsa Tbk Citeurep Bogor;TERPASANG;08/08/2025;
CL617;LI 48V 200A SN : BSL250655684B045;;Cipta Mortar Utama Cibitung;SPARE;08/08/2025;
CL618;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL619;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;04/08/2025;
CL620;LI 48V 300A SN : BSL250655684024;6092;POOL (POS 2) - Plan DHL Muf 1 Cikarang;TERPASANG;08/08/2025;"""ganti nomer dari CL 620 ke 617"""
CL621;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL622;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL623;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL624;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL625;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL626;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL627;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL628;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL629;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL630;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL631;LI 48V 300A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL632;LI 80V 200A SN : ;;Oji Sinarmas Deltamas;SPARE;08/08/2025;""" ganti nomer dari CL631 ke 632"""
CL633;LI 80V 200A SN : ;;POOL (POS 5);AVAILABLE;08/08/2025;
CL634;LI 48V 100A SN : BSL250655684009;;Supernova Ancol;SPARE;11/09/2025;23/03/2026
CL635;LI 48V 100A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL636;LI 48V 100A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL637;LI 48V 100A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL638;LI 48V 100A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL639;LI 48V 100A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL640;LI 48V 100A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL641;LI 48V 100A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL642;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL643;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL644;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL645;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL646;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL647;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL648;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL649;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL650;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL651;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL652;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL653;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL654;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL655;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL656;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL657;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL658;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL659;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
CL660;LI 48V 200A SN : ;;POOL (POS 5);AVAILABLE;11/09/2025;
