id_inventory_attachment;tipe_item;no_item;po_id;id_inventory_unit;attachment_id;sn_attachment;baterai_id;sn_baterai;charger_id;sn_charger;kondisi_fisik;kelengkapan;catatan_fisik;lokasi_penyimpanan;attachment_status;tanggal_masuk;catatan_inventory;created_at;updated_at
;battery;B0001;;5589;;;15;04S16011;;;Baik;Lengkap;Remico 48V-4EPzDR-04S16011;YCH Deltamas;IN_USE;16-Aug-20;;;
;battery;B0002;;;;;15;SMD14R10049;;;Baik;Lengkap;REMICO-3EPzDR500-SMD14R10049;POOL;AVAILABLE;;;;
;battery;B0003;;;;;25;22096;;;Baik;Lengkap;TAB 48V 620Ah-24/7ZB620E-22096;POOL;AVAILABLE;;;;
;battery;B0004;;;;;;-;;;Baik;Lengkap;-----;POOL;AVAILABLE;;;;
;battery;B0005;;;;;25;-;;;Baik;Lengkap;TAB 48V 600 Ah----;Bekaert;SPARE;;;;
;battery;B0006;;;;;80;80876013;;;Baik;Lengkap;JUNGHEINRICH 48V 620Ah-4PZs620-80876013;POOL;AVAILABLE;;;;
;battery;B0007;;;;;15;SMD113294;;;Baik;Lengkap;REMICO---SMD113294;POOL;AVAILABLE;;;;
;battery;B0008;;;;;25;SMD13R04114;;;Baik;Lengkap;TAB 48V 600 Ah---SMD13R04114;POOL;AVAILABLE;;;;
;battery;B0009;;;;;41;-;;;Baik;Lengkap;KOBE 48 V 560 Ah----;LG Cibitung;SPARE;;;;
;battery;B0010;;;;;25;-;;;Baik;Lengkap;TAB 48V 600AH----;POOL;AVAILABLE;;;;
;battery;B0011;;;;;61;107044;;;Baik;Lengkap;HAWKER 48V 560A-4PZS560-107044;POOL;AVAILABLE;;;;
;battery;B0012;;;;;25;18938;;;Baik;Lengkap;TAB 48V-24/7PZB602E-18938;POOL;AVAILABLE;;;;
;battery;B0013;;;;;15;1050316;;;Baik;Lengkap;REMICO---1050316;POOL;AVAILABLE;;;;
;battery;B0014;;;;;25;100590835;;;Baik;Lengkap;TAB 48V 620Ah---100590835;POOL;AVAILABLE;;;;
;battery;B0015;;;;;80;19605;;;Baik;Lengkap;Enersys 36V 1000 Ah-E125-17-19605;POOL;AVAILABLE;;;;
;battery;B0016;;;;;33;29015BS-008 - 25110-13900-71-A;;;Baik;Lengkap;GS STORAE BATTERY 48V 290A-VSF-4-29015BS-008 - 25110-13900-71-A;POOL;AVAILABLE;;;;
;battery;B0017;;;;;16;SMD12R0053;;;Baik;Lengkap;REMICO 36V 1001Ah-9EPzBR972-SMD12R0053;POOL;AVAILABLE;;;;
;battery;B0018;;;;;74;S15780;;;Baik;Lengkap;STILL-24/3EPzS345-S15780;POOL;AVAILABLE;;;;
;battery;B0019;;;;;80;10815310-191212-001;;;Baik;Lengkap;ROCKET 48V 335AH-VCI335-10815310-191212-001;POOL;AVAILABLE;;;;
;battery;B0020;;;;;41;20373;;;Baik;Lengkap;KOBE 48V 565AH-24/VSI565-20373;POOL;AVAILABLE;;;;
;battery;B0021;;;;;33;150917;;;Baik;Lengkap;GS YUASA 48V 565 Ah---150917;POOL;AVAILABLE;;;;
;battery;B0022;;;;;25;180118;;;Baik;Lengkap;TAB 48V 602AH-24/7PzS602-180118;POS 2;AVAILABLE;;;;
;battery;B0023;;;;;15;-;;;Baik;Lengkap;REMICO----;POOL;AVAILABLE;;;;
;battery;B0024;;;;;15;-;;;Baik;Lengkap;REMICO 48V 300AH-4EPZBR300--;POOL;AVAILABLE;;;;
;battery;B0025;;;;;25;200818;;;Baik;Lengkap;TAB 48V 560Ah- -200818;POOL;AVAILABLE;16-Aug-20;;;
;battery;B0026;;;;;15;SMD15R02015;;;Baik;Lengkap;REMICO---SMD15R02015;POOL;AVAILABLE;;;;
;battery;B0027;;;;;80;2017093005-420;;;Baik;Lengkap;LEAD ACID 24V 280AH-12-4DB280-2017093005-420;POOL;AVAILABLE;;;;
;battery;B0028;;;;;15;2115;;;Baik;Lengkap;REMICO-6EPZS958L-2115;POOL;AVAILABLE;;;;
;battery;B0029;;;;;25;20697;;;Baik;Lengkap;TAB---20697;POOL;AVAILABLE;;;;
;battery;B0030;;;;;25;10173;;;Baik;Lengkap;TAB---10173;POOL;AVAILABLE;;;;
;battery;B0031;;;;;16;SMD14R09018;;;Baik;Lengkap;REMICO 36V 958Ah-6EPZSDR958-SMD14R09018;POOL;AVAILABLE;;;;
;battery;B0032;;;;;80;3.31E+18;;;Baik;Lengkap;FAAM-2F25230-33139201503218;POOL;AVAILABLE;;;;
;battery;B0033;;;;;25;17224;;;Baik;Lengkap;TAB 48V 560 Ah-48/7EPzS560-17224;POOL;AVAILABLE;;;;
;battery;B0034;;;;;61;H30206;;;Baik;Lengkap;HAWKER--H30206;POOL;AVAILABLE;;;;
;battery;B0035;;;;;34;29117/CN1DM50/0509/R;;;Baik;Lengkap;GS YUASA 24V 625AH-5DCN625A-29117/CN1DM50/0509/R;Bekaert;SPARE;;;;
;battery;B0036;;;;;34;15819AK-008 D3A-PLD20-12-B;;;Baik;Lengkap;GS YUASA 24V 170AH-VSD3A-15819AK-008 D3A-PLD20-12-B;POOL;AVAILABLE;;;;
;battery;B0037;;;;;33;00091/DN0018/0367;;;Baik;Lengkap;GS YUASA-VGI565-00091/DN0018/0367;POOL;AVAILABLE;;;;
;battery;B0038;;;;;15;27S16060;;;Baik;Lengkap;REMICO 48V 300AH- --27S16060;POOL;AVAILABLE;;;;
;battery;B0039;;;;;15;SMD15R04018;;;Baik;Lengkap;REMICO 24V 840AH-8EPzDR840-SMD15R04018;POOL;AVAILABLE;;;;
;battery;B0040;;;;;80;33192015030;;;Baik;Lengkap;FAAM-2F25230-33192015030;POOL;AVAILABLE;;;;
;battery;B0041;;;;;25;150718;;;Baik;Lengkap;TAB 48v 560 Ah-24/4EPzS560-150718;POOL;AVAILABLE;19-Apr-18;;;
;battery;B0042;;;;;61;6515557;;;Baik;Lengkap;HAWKER -3PZB225-6515557;POOL;AVAILABLE;;;;
;battery;B0043;;;;;61;6540751;;;Baik;Lengkap;HAWKER 24V 225AH-3PzB225-6540751;POOL;AVAILABLE;;;;
;battery;B0044;;;;;34;291117/CNIDM50/0510/R;;;Baik;Lengkap;GS YUASA 24V 625AH-5DCN625A-291117/CNIDM50/0510/R;POOL;AVAILABLE;;;;
;battery;B0045;;;;;74;14115F4;;;Baik;Lengkap;STILL 24V 690Ah-24V 6PzS690-14115F4;POS 2;AVAILABLE;;;;
;battery;B0046;;;;;25;23056;;;Baik;Lengkap;TAB---23056;POOL;AVAILABLE;;;;
;battery;B0047;;;;;25;24833;;;Baik;Lengkap;TAB 48V 560 Ah-24/4EpzS560L-24833;POOL;AVAILABLE;;;;
;battery;B0048;;;;;80;11155;;;Baik;Lengkap;ASIA -24/6EPzS460L-11155;POOL;AVAILABLE;;;;
;battery;B0049;;5053;;;25;18932;;;Baik;Lengkap;TAB 48V 602AH-24/7pZsB602-18932;Pantos Cibitung CSKD;IN_USE;;;;
;battery;B0050;;;;;25;250818;;;Baik;Lengkap;TAB 48V 560Ah-24/4EPzS560L-250818;POOL;AVAILABLE;25-Aug-20;;;
;battery;B0051;;;;;33;25110-13902-71-A;;;Baik;Lengkap;GS YUASA 48V-280AH-VCF4N-25110-13902-71-A;Bekaert;SPARE;;;;
;battery;B0052;;;;;25;310118;;;Baik;Lengkap;TAB---310118;POOL;AVAILABLE;30-Jan-18;;;
;battery;B0053;;4334;;;25;340118;;;Baik;Lengkap;TAB---340118;Pantos Cibitung (Gudang Daiwa 2) - LX;IN_USE;30-Jan-18;;;
;battery;B0054;;;;;25;141018;;;Baik;Lengkap;TAB 48V 560Ah-24/4EPzS560-141018;POOL;AVAILABLE;;;;
;battery;B0055;;;;;25;280118;;;Baik;Lengkap;TAB---280118;POOL;AVAILABLE;29-Jan-18;;;
;battery;B0056;;;;;25;270118;;;Baik;Lengkap;TAB---270118;POOL;AVAILABLE;29-Jan-18;;;
;battery;B0057;;4854;;;80;24516;;;Baik;Lengkap;jungheinrich -24/4 EPzS560L-24516;Kohler Manufacturing Indonesia;IN_USE;;;;
;battery;B0058;;;;;25;23598;;;Baik;Lengkap;TAB 48V 600AH-24/10PzB600E-23598;POOL;AVAILABLE;;;;
;battery;B0059;;;;;25;-;;;Baik;Lengkap;TAB 48V----;POOL;AVAILABLE;;;;
;battery;B0060;;;;;15;04S18110;;;Baik;Lengkap;REMICO 48V 600AH-10PZB600-04S18110;POOL;AVAILABLE;;;;
;battery;B0061;;;;;74;100611553;;;Baik;Lengkap;STILL 48V 560AH-4PZS560-0100611553;POOL;AVAILABLE;;;;
;battery;B0062;;;;;41;20634;;;Baik;Lengkap;KOBE 48V 565AH-24/VSI565-20634;POOL;AVAILABLE;;;;
;battery;B0063;;;;;25;-;;;Baik;Lengkap;TAB----;POOL;AVAILABLE;;;;
;battery;B0064;;;;;80;-;;;Baik;Lengkap;HYUNDAI reachtruck 2.5----;POOL;AVAILABLE;;;;
;battery;B0065;;;;;25;60818;;;Baik;Lengkap;TAB 24V 300Ah-12/4PzB3000L-060818;POOL;AVAILABLE;;;;
;battery;B0066;;;;;80;-;;;Baik;Lengkap;JUNGHEINRICH 48V 620Ah----;POOL;AVAILABLE;;;;
;battery;B0067;;;;;25;114817;;;Baik;Lengkap;TAB 48V 602AH-24/7PZB602-114817;POOL;AVAILABLE;17-Sep-18;;;
;battery;B0068;;;;;25;280918;;;Baik;Lengkap;TAB 48V 560AH-24/4EPzS560-280918;POOL;AVAILABLE;17-Sep-18;;;
;battery;B0069;;;;;15;-;;;Baik;Lengkap;REMICO 48V 600AH----;POOL;AVAILABLE;;;;
;battery;B0070;;;;;15;SMD14R0900;;;Baik;Lengkap;REMICO-3EPzDR420-SMD14R0900;POOL;AVAILABLE;17-Sep-18;;;
;battery;B0071;;;;;15;SMD15R04017;;;Baik;Lengkap;REMICO 24V 840AH-8EPzDR840-SMD15R04017;POOL;AVAILABLE;;;;
;battery;B0072;;;;;;SMD12R0310;;;Baik;Lengkap;----SMD12R0310;POOL;AVAILABLE;;;;
;battery;B0073;;;;;28;18595;;;Baik;Lengkap;TAB 80V-420AH-40/4EPZS420L-18595;POOL;AVAILABLE;;;;
;battery;B0074;;;;;28;23344;;;Baik;Lengkap;TAB 80V-420AH-40/4EPZS420L-23344;POOL;AVAILABLE;01-Aug-18;;;
;battery;B0075;;;;;15;25S0216;;;Baik;Lengkap;REMICO 48V 560AH-4EPzS-25S0216;POOL;AVAILABLE;;;;
;battery;B0076;;;;;15;SMDR05014;;;Baik;Lengkap;REMICO 472V-560AH-7EPZDR-SMDR05014;POOL;AVAILABLE;;;;
;battery;B0077;;;;;25;-;;;Baik;Lengkap;TAB 72V-480AH----;LG Tangerang;SPARE;;;;
;battery;B0078;;;;;28;18420;;;Baik;Lengkap;TAB 80V/420AH-40/4EPZS420L-18420;POOL;AVAILABLE;;;;
;battery;B0079;;;;;15;SMD141206036;;;Baik;Lengkap;REMICO 48V/560AH---SMD141206036;POOL;AVAILABLE;;;;
;battery;B0080;;;;;25;10172;;;Baik;Lengkap;TAB 48V/560AH-24/4EPZS560-10172;POOL;AVAILABLE;;;;
;battery;B0081;;;;;33;-;;;Baik;Lengkap;YUASA- -- -;POOL;AVAILABLE;;;;
;battery;B0082;;;;;25;20518;;;Baik;Lengkap;TAB 72V/480AH-36/6EPZS480L-20518;POOL;AVAILABLE;;;;
;battery;B0083;;;;;25;10518;;;Baik;Lengkap;TAB 72V/480AH-36/6EPZS480L-010518;POOL;AVAILABLE;;;;
;battery;B0084;;;;;15;09S17093;;;Baik;Lengkap;Remico 48V 300AH-4PZR-09S17093;LDC Upa Karawang;SPARE;;;;
;battery;B0085;;;;;25;114217;;;Baik;Lengkap;TAB---114217;POOL;AVAILABLE;;;;
;battery;B0086;;;;;25;114317;;;Baik;Lengkap;TAB 48V 602AH-24/7PzB602-114317;POOL;AVAILABLE;;;;
;battery;B0087;;;;;15;07S16022;;;Baik;Lengkap;REMICO---07S16022;POOL;AVAILABLE;;;;
;battery;B0088;;;;;25;160718;;;Baik;Lengkap;TAB 72V/480AH-24/4EPzS560-160718;POOL;AVAILABLE;;;;
;battery;B0089;;;;;15;10516026;;;Baik;Lengkap;REMICO---10516026;POOL;AVAILABLE;;;;
;battery;B0090;;4508;;;61;SH113409D14;;;Baik;Lengkap;HAWKER---SH113409D14;Nissin Jaya Indonesia - KITIC Deltamas;IN_USE;;;;
;battery;B0091;;;;;15;27S16059;;;Baik;Lengkap;REMICO 48V 300AH-4EPZBR300-27S16059;POOL;AVAILABLE;;;;
;battery;B0092;;4466;;;61;K1300660;;;Baik;Lengkap;HAWKER---K1300660;Nissin Jaya Indonesia - KITIC Deltamas;IN_USE;;;;
;battery;B0093;;;;;61;1005884;;;Baik;Lengkap;HAWKER-4PZS560-1005884;POOL;AVAILABLE;;;;
;battery;B0094;;;;;74;M22715;;;Baik;Lengkap;STILL 24V 345AH-24V3PzS345-M22715;POOL;AVAILABLE;;;;
;battery;B0095;;;;;15;SMD14R08038;;;Baik;Lengkap;REMICO---SMD14R08038;POOL;AVAILABLE;;;;
;battery;B0096;;;;;15;SMD14R09003;;;Baik;Lengkap;REMICO---SMD14R09003;Nissin Jaya Indonesia - Battery;SPARE;;;;
;battery;B0097;;;;;15;SMD140R08032;;;Baik;Lengkap;REMICO---SMD140R08032;POOL;AVAILABLE;;;;
;battery;B0098;;;;;16;27S16023;;;Baik;Lengkap;Remico 36V 779Ah-7EPzB-27S16023;POOL;AVAILABLE;;;;
;battery;B0099;;;;;33;110719/CPFGDA3/0573/L;;;Baik;Lengkap;GS YUASA 48V 565AH-VGD565-110719/CPFGDA3/0573/L;POOL;AVAILABLE;;;;
;battery;B0100;;;;;25;22982;;;Baik;Lengkap;TAB---22982;POOL;AVAILABLE;;;;
;battery;B0101;;;;;80;20985;;;Baik;Lengkap;HITACHI 48V 565 AH-24/VSI565-20985;POOL;AVAILABLE;;;;
;battery;B0102;;;;;25;41018;;;Baik;Lengkap;TAB 48V 560Ah-24/4EPzS560-041018;POOL;AVAILABLE;;;;
;battery;B0103;;;;;80;35139-201503182;;;Baik;Lengkap;LEAD ACID-2PZS230-35139-201503182;POOL;AVAILABLE;;;;
;battery;B0104;;;;;80;33138-201503083;;;Baik;Lengkap;FAAM 24V 230 Ah-2RZS230-33138-201503083;POOL;AVAILABLE;;;;
;battery;B0105;;;;;80;33139-201503215;;;Baik;Lengkap;FAAM 24V 230 Ah-2RZS230-33139-201503215;POOL;AVAILABLE;;;;
;battery;B0106;;;;;80;CBTF3AE;;;Baik;Lengkap;FAAM 48V 210Ah-VSF3A-CBTF3AE;POOL;AVAILABLE;;;;
;battery;B0107;;;;;34;300123-MLSGL4A0-0106-T (02YB-23A068-JPR 1);;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T (02YB-23A068-JPR 1);Bekaert;SPARE;;;;
;battery;B0108;;;;;80;C80990944;;;Baik;Lengkap;JUNGHEINRICH-24V39ZS375-C80990944;POOL;AVAILABLE;;;;
;battery;B0109;;;;;80;C80990460;;;Baik;Lengkap;JUNGHEINRICH-24V-3PZS375-C80990460;IKPP SERPONG;SPARE;;;;
;battery;B0110;;;;;;270406SY1/AHM;;;Baik;Lengkap;----270406SY1/AHM;Nissin Jaya Indonesia - Battery;SPARE;;;;
;battery;B0111;;;;;25;18936;;;Baik;Lengkap;TAB 48V 602AH-24/7PZB602E-18936;Pantos Cibitung CSKD;SPARE;;;;
;battery;B0112;;;;;25;18937;;;Baik;Lengkap;TAB 48V-24/7PZB602E-18937;POOL;AVAILABLE;;;;
;battery;B0113;;;;;25;18931;;;Baik;Lengkap;TAB 48V-24/7PZB602E-18931;POOL;AVAILABLE;;;;
;battery;B0114;;;;;16;07S17031;;;Baik;Lengkap;Remico 36V 779Ah-7EPzB-07S17031;The Univenus Pluit (APP);SPARE;;;;
;battery;B0115;;;;;80;33139-201503181;;;Baik;Lengkap;LEAD ACID-2PZX230-33139-201503181;POOL;AVAILABLE;;;;
;battery;B0116;;;;;80;33139-201503187;;;Baik;Lengkap;LEAD ACID-2PZX230-33139-201503187;POOL;AVAILABLE;;;;
;battery;B0117;;;;;80;33139-201503182;;;Baik;Lengkap;LEAD ACID-2PZX230-33139-201503182;Bekaert Indonesia;SPARE;;;;
;battery;B0118;;;;;34;270524-00942-903-K 04YB-24E-096-JPR);;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-270524-00942-903-K 04YB-24E-096-JPR);Bekaert;SPARE;;;;
;battery;B0119;;;;;15;09S17035;;;Baik;Lengkap;REMICO-3EFZS-09S17035;POOL;AVAILABLE;;;;
;battery;B0120;;;;;41;07110986-00604826;;;Baik;Lengkap;KOBE-Tidak Ada-07110986-00604826;POOL;AVAILABLE;;;;
;battery;B0121;;;;;33;-;;;Baik;Lengkap;YUASA 48V 565AH- -- -;POOL;AVAILABLE;;;;
;battery;B0122;;;;;25;22094;;;Baik;Lengkap;TAB 48V 602AH-24/7PzB602E-22094;POOL;AVAILABLE;;;;
;battery;B0123;;4473;;;25;10997;;;Baik;Lengkap;TAB 48V 300AH-24/4PZB300E-10997;Supernova JB 2;IN_USE;;;;
;battery;B0124;;;;;41;13KSM0073;;;Baik;Lengkap;KOBE---13KSM0073;POOL;AVAILABLE;;;;
;battery;B0125;;;;;41;13K-SM0062;;;Baik;Lengkap;KOBE 48V 312 AH-VSIL4-13K-SM0062;POOL;AVAILABLE;;;;
;battery;B0126;;;;;80;2.02E+16;;;Baik;Lengkap;LEAD ACID 24V 280AH-12-4DB280-2017101746449;POOL;AVAILABLE;;;;
;battery;B0127;;;;;25;22097;;;Baik;Lengkap;TAB 48V 602AH-24/7PzB602E-22097;POOL;AVAILABLE;;;;
;battery;B0128;;;;;25;81018;;;Baik;Lengkap;TAB 48V 560Ah-24/4EPzS560-81018;POOL;AVAILABLE;5 Okt 18;;;
;battery;B0129;;;;;33;031017/DNGC140/0415/Q;;;Baik;Lengkap;GS YUASA 48V 290Ah-VSF4-031017/DNGC140/0415/Q;POOL;AVAILABLE;;;;
;battery;B0130;;;;;15;SMD14R11042;;;Baik;Lengkap;REMICO 48V 560AH-4EPzDR560-SMD14R11042;POOL;AVAILABLE;;;;
;battery;B0131;;;;;41;25310-13943-71;;;Baik;Lengkap;KOBE 48V 280Ah-VSFL280-25310-13943-71;POOL;AVAILABLE;;;;
;battery;B0132;;;;;;-;;;Baik;Lengkap;----;POOL;AVAILABLE;;;;
;battery;B0133;;;;;80;3.31E+18;;;Baik;Lengkap;FAAM-2F25230-33139201503216;POOL;AVAILABLE;;;;
;battery;B0134;;;;;15;25S16052;;;Baik;Lengkap;REMICO 48V 560AH-4PZS560-25S16052;POOL;AVAILABLE;;;;
;battery;B0135;;;;;34;271117/CNEDM30/0505/R;;;Baik;Lengkap;GS YUASA 24V 375A-3DCM375A-271117/CNEDM30/0505/R;POOL;AVAILABLE;;;;
;battery;B0136;;;;;80;3.31E+18;;;Baik;Lengkap;FAAM-2F25230-33139201503215;POS 2;AVAILABLE;;;;
;battery;B0137;;;;;80;3.31E+18;;;Baik;Lengkap;FAAM---33139201503179;POOL;AVAILABLE;;;;
;battery;B0138;;;;;80;3.31E+18;;;Baik;Lengkap;FAAM---33139201503224;POOL;AVAILABLE;;;;
;battery;B0139;;;;;80;3.31E+18;;;Baik;Lengkap;FAAM---33139201503225;POOL;AVAILABLE;;;;
;battery;B0140;;;;;15;-;;;Baik;Lengkap;REMICO 48V 460Ah----;POOL;AVAILABLE;;;;
;battery;B0141;;;;;25;SMD12R0277;;;Baik;Lengkap;TAB 48V 600 Ah-10PZB600-SMD12R0277;POOL;AVAILABLE;;;;
;battery;B0142;;;;;15;SMD12R0296;;;Baik;Lengkap;REMICO 48V 600 Ah-10EPZBR600E-SMD12R0296;POOL;AVAILABLE;;;;
;battery;B0143;;;;;80;C80990960;;;Baik;Lengkap;-24V3PzS375-C80990960;POOL;AVAILABLE;;;;
;battery;B0144;;;;;33;2509/17/DNGGDA3/0401/P;;;Baik;Lengkap;GS Yuasa-WGD565-2509/17/DNGGDA3/0401/P;POOL;AVAILABLE;;;;
;battery;B0145;;;;;;9512054;;;Baik;Lengkap;----9512054;ICI Paint Jababeka;SPARE;;;;
;battery;B0146;;4710;;;25;SMD12R0444;;;Baik;Lengkap;TAB 48V 600AH-10PzB600-SMD12R0444;Pantos Cibitung (Daiwa) - Gudang 1;IN_USE;;;;
;battery;B0147;;;;;80;35304000050 (JL-25.6F225PS-19F16-00004);;;Baik;Lengkap;LFP 25.6V 225AH-JL-25.6F225PS-19F16-00004-35304000050 (JL-25.6F225PS-19F16-00004);LG Tangerang;SPARE;;;;
;battery;B0148;;;;;74;509602ST0000;;;Baik;Lengkap;STILL 24V 345AH-24V/3PzS345-509602ST0000;POOL;AVAILABLE;;;;
;battery;B0149;;;;;15;06S17066;;;Baik;Lengkap;REMICO 48V 620Ah-4EPzS-06S17066;POOL;AVAILABLE;;;;
;battery;B0150;;;;;41;20787;;;Baik;Lengkap;KOBE 48V 565AH-24/VSI565-20787;POOL;AVAILABLE;;;;
;battery;B0151;;;;;74;100611541;;;Baik;Lengkap;STILL 48V 620Ah- --0100611541;Kaldu Sari Nabati Majalengka;SPARE;;;;
;battery;B0152;;;;;74;100611552;;;Baik;Lengkap;STILL---0100611552;POOL;AVAILABLE;;;;
;battery;B0153;;;;;74;100611554;;;Baik;Lengkap;STILL- --0100611554;POOL;AVAILABLE;;;;
;battery;B0154;;;;;74;-;;;Baik;Lengkap;STILL 24V 280Ah----;POOL;AVAILABLE;;;;
;battery;B0155;;4535;;;15;27S17076;;;Baik;Lengkap;REMICO 48V 620Ah-4EPzS620-27S17076;Unilever Bango Subang;IN_USE;;;;
;battery;B0156;;;;;15;29517054;;;Baik;Lengkap;REMICO--29517054;POOL;AVAILABLE;;;;
;battery;B0157;;;;;61;SH113410D14;;;Baik;Lengkap;HAWKER 48V 420AH-24-3PZS420-SH113410D14;Nissin Jaya Indonesia - Battery;SPARE;;;;
;battery;B0158;;;;;33;-;;;Baik;Lengkap;GS BATTERY----;LG Cibitung;SPARE;;;;
;battery;B0159;;;;;15;06S1115;;;Baik;Lengkap;REMICO-4EPZS-06S1115;Supernova Ancol;SPARE;;;;
;battery;B0160;;;;;25;-;;;Baik;Lengkap;TAB 48V 600AH----;LG Cibitung;SPARE;;;;
;battery;B0161;;;;;25;22092;;;Baik;Lengkap;TAB 48V 602AH-24/7PzB602E-22092;POOL;AVAILABLE;;;;
;battery;B0162;;;;;80;-;;;Baik;Lengkap;JUNGHENRICH -24/4 EPzS560L- -;Kohler Manufacturing Indonesia- Battery;SPARE;;;;
;battery;B0163;;5574;;;34;270819/CPEGL40/0799/M;;;Baik;Lengkap;GS YUASA 24V 400AH-CFEGL400-270819/CPEGL40/0799/M;Bekaert Indonesia;IN_USE;;;;
;battery;B0164;;;;;80;3.31E+18;;;Baik;Lengkap;24/230AH-2PZS230-33139201503180;POOL;AVAILABLE;;;;
;battery;B0165;;;;;27;19889;;;Baik;Lengkap;TAB 36V 779AH-18/7PzB779E-19889;POS 2;AVAILABLE;;;;
;battery;B0166;;;;;80;2.02E+17;;;Baik;Lengkap;LEAD ACID 24V/280AH-12-4DB280-2017032025237;POOL;AVAILABLE;;;;
;battery;B0167;;5571;;;34;270819/CPGGL40/0796/M 120304SYI/AHM;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-270819/CPGGL40/0796/M 120304SYI/AHM;Arisa Semarang;IN_USE;;;;
;battery;B0168;;;;;25;151018;;;Baik;Lengkap;TAB 48 V 560 Ah-24/4EPZS560-151018;Surabaya;SPARE;;;;
;battery;B0169;;;;;15;7516024;;;Baik;Lengkap;REMICO 48 V 620 Ah-4EPZB-7516024;POOL;AVAILABLE;;;;
;battery;B0170;;;;;61;SH113411D14;;;Baik;Lengkap;HAWKER 48V 420AH-24-3PZS420-SH113411D14;POOL;AVAILABLE;;;;
;battery;B0171;;;;;;-;;;Baik;Lengkap;- - - -;LG Cibitung;SPARE;;;;
;battery;B0172;;;;;;;;;Baik;Lengkap;---;POOL;AVAILABLE;;;;
;battery;B0173;;;;;16;04S220170;;;Baik;Lengkap;REMICO 36V 824AH-5EPZS-04S220170;POS 2;AVAILABLE;;;;
;battery;B0174;;;;;15;09S0116;;;Baik;Lengkap;REMICO-5EPZS-09S0116;POOL;AVAILABLE;;;;
;battery;B0175;;;;;25;24728;;;Baik;Lengkap;TAB 72V 465 AH-36/3EPzS465L-24728;POOL;AVAILABLE;;;;
;battery;B0176;;;;;15;SMD12R0306;;;Baik;Lengkap;REMICO-4EPZBR300-SMD12R0306;POOL;AVAILABLE;;;;
;battery;B0177;;;;;15;SMD12R0311;;;Baik;Lengkap;REMICO -4EPZBR300-SMD12R0311;POOL;AVAILABLE;;;;
;battery;B0178;;;;;25;SMD12R0430;;;Baik;Lengkap;TAB 48V/600AH---SMD12R0430;POOL;AVAILABLE;;;;
;battery;B0179;;;;;15;SMD25S16050;;;Baik;Lengkap;REMICO 48V/560AH--SMD25S16050;POOL;AVAILABLE;;;;
;battery;B0180;;;;;25;SMD12R0271;;;Baik;Lengkap;TAB 48V/600AH---SMD12R0271;POOL;AVAILABLE;;;;
;battery;B0181;;;;;15;22516014;;;Baik;Lengkap;REMICO 48V 560AH-4EPZ-22516014;POOL;AVAILABLE;;;;
;battery;B0182;;;;;15;SMD12R0439;;;Baik;Lengkap;REMICO 48V 600AH-10PZB600-SMD12R0439;POOL;AVAILABLE;;;;
;battery;B0183;;;;;15;SMD15R02019;;;Baik;Lengkap;REMICO 48V 560AH-4EPZPDR5-SMD15R02019;POOL;AVAILABLE;;;;
;battery;B0184;;;;;61;;;;Baik;Lengkap;Hawker 24V-SWE 140-;POOL;AVAILABLE;;;;
;battery;B0185;;;;;25;-;;;Baik;Lengkap;TAB 48V 600AH----;POOL;AVAILABLE;;;;
;battery;B0186;;;;;33;10117/DNICF40/0461/R;;;Baik;Lengkap;YUASA 48V 240AH- --10117/DNICF40/0461/R;LDC Upa Karawang;SPARE;;;;
;battery;B0187;;;;;80;88039292;;;Baik;Lengkap;JUNGHEINRICH 48V 620Ah-4EPZS620-88039292;CS 2 Pola Sehat Surabaya;SPARE;;;;
;battery;B0188;;;;;15;20S17050;;;Baik;Lengkap;REMICO 48V 620Ah-4EPzS-20S17050;POOL;AVAILABLE;;;;
;battery;B0189;;;;;15;25516051;;;Baik;Lengkap;REMICO-4PZS-25516051;POOL;AVAILABLE;;;;
;battery;B0190;;;;;25;110718;;;Baik;Lengkap;TAB-24/4EP25560-110718;POOL;AVAILABLE;;;;
;battery;B0191;;;;;80;21082-D984922001;;;Baik;Lengkap;-E24V-30 ECOTRON XMP-21082-D984922001;POOL;AVAILABLE;;;;
;battery;B0192;;;;;25;-;;;Baik;Lengkap;TAB 48V-600A----;POOL;AVAILABLE;;;;
;battery;B0193;;;;;27;22618;;;Baik;Lengkap;TAB 36V-779AH-18/7PZB779E-22618;POOL;AVAILABLE;;;;
;battery;B0194;;;;;16;27516022;;;Baik;Lengkap;REMICO 36V-779AH-7EPZE-27516022;POOL;AVAILABLE;;;;
;battery;B0195;;;;;25;71018;;;Baik;Lengkap;TAB 48v 560 Ah-24/4EPZS560-071018;POOL;AVAILABLE;5 Okt 18;;;
;battery;B0196;;;;;33;150917/CNG180/0388/P;;;Baik;Lengkap;GS YUASA-VGI565-150917/CNG180/0388/P;POOL;AVAILABLE;;;;
;battery;B0197;;;;;25;101018;;;Baik;Lengkap;TAB-24/4SEPZ560-101018;Indofood Asahi Curug Battery;SPARE;;;;
;battery;B0198;;;;;33;10117-/DNCF4010461R;;;Baik;Lengkap;GS YUASA -VSF4-10117-/DNCF4010461R;LG Cibitung;SPARE;;;;
