id_inventory_attachment;tipe_item;no_item;po_id;id_inventory_unit;attachment_id;sn_attachment;baterai_id;sn_baterai;charger_id;sn_charger;kondisi_fisik;kelengkapan;catatan_fisik;lokasi_penyimpanan;attachment_status;tanggal_masuk;catatan_inventory;created_at;updated_at
;battery;B0941;;;;;15;14S210623;;;Baik;Lengkap;REMICO 72V 465AH-3EPzS465-14S210623;POOL;AVAILABLE;14-Dec-21;;;
;battery;B0942;;6069;;;80;R040631110121;;;Baik;Lengkap;LI-ION 24V 205AH-ZL24210 - LFP-R040631110121;LG Cibitung;IN_USE;;;;
;battery;B0943;;6072;;;48;00C13607A20220107001;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 271AH-HL-C136-80.50-271-00C13607A20220107001;Senopati Fuji Trans Deltamas;IN_USE;23-Mar-22;;;
;battery;B0944;;6073;;;48;00C13607A20220107002;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 271AH-HL-C136-80.50-271-00C13607A20220107002;Senopati Fuji Trans Deltamas;IN_USE;23-Mar-22;;;
;battery;B0945;;6074;;;48;00C13607A20220107008;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 271AH-HL-C136-80.50-271-00C13607A20220107008;Senopati Fuji Trans Deltamas;IN_USE;23-Mar-22;;;
;battery;B0946;;6075;;;48;00C09311A20220120013;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 404AH-HL-C093-80.50-404-00C09311A20220120013;Semen Jawa Sukabumi Spare;IN_USE;23-Mar-22;;;
;battery;B0947;;6076;;;48;00C09311A20220120003;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 404AH-HL-C093-80.50-404-00C09311A20220120003;Senopati Fuji Trans Deltamas;IN_USE;23-Mar-22;;;
;battery;B0948;;6067;;;80;R040631100362;;;Baik;Lengkap;LI-ION 24V 205AH-ZL24210 - LFP-R040631100362;Ultra Jaya Milk Padalarang Spare;IN_USE;23-Mar-22;;;
;battery;B0949;;6068;;;80;R040631110120;;;Baik;Lengkap;LI-ION 24V 205AH-ZL24210 - LFP-R040631110120;Trimitra Delta Silicon 2 Cikarang;IN_USE;23-Mar-22;;;
;battery;B0950;;;;;80;R040631110119;;;Baik;Lengkap;LI-ION 24V 205AH-ZL24210 - LFP-R040631110119;POOL;AVAILABLE;23-Mar-22;;;
;battery;B0951;;4677;;;55;220318-36756;;;Baik;Lengkap;CEIL 36V 756AH-CEIL 18 EXTEF 15-220318-36756;Hasta Putera Perkasa Jakarta;IN_USE;;;;
;battery;B0952;;6066;;;80;R040631100361;;;Baik;Lengkap;LI-ION 24V 205AH-ZL24210 - LFP-R040631100361;LG Cibitung;IN_USE;23-Mar-22;;;
;battery;B0953;;;;;34;250322/CPGGL40/056/J;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400H-250322/CPGGL40/056/J;POS 2;AVAILABLE;28-Mar-22;;;
;battery;B0954;;;;;40;120422/8BSGI5A0/0358/K;;;Baik;Lengkap;GS YUASA 80V 420AH-VSF6A-120422/8BSGI5A0/0358/K;POS 2;AVAILABLE;13-Apr-22;;;
;battery;B0955;;;;;40;120422/OBSCF6A0/0358/K;;;Baik;Lengkap;GS YUASA 80V 420AH-VSF6A-120422/OBSCF6A0/0358/K;Bekaert;SPARE;13-Apr-22;;;
;battery;B0956;;6008;;;80;A2820020710012084600C06105A20210602001;;;Baik;Lengkap;LITIUM 48.30 V / 271 Ah-C061-48.30-271-A2820020710012084600C06105A20210602001;Supernova JB 6;IN_USE;;;;
;battery;B0957;;;;;80;A2820020750006009700C00195A20211008002;;;Baik;Lengkap;HANGCA LITIUM -HC-C001-25,60-120-A2820020750006009700C00195A20211008002;POS 2;AVAILABLE;;;;
;battery;B0958;;;;;15;04S220004;;;Baik;Lengkap;REMICO 48V 300AH-4PzB300-04S220004;Supernova Ancol;SPARE;04-Jan-22;;;
;battery;B0959;;;;;15;13S220029;;;Baik;Lengkap;REMICO 48V 480AH-6EPzS480-13S220029;POOL;AVAILABLE;13-Jan-22;;;
;battery;B0960;;;;;15;12S220021;;;Baik;Lengkap;REMICO 72V 465AH ty : 3PzS465 SN : 12S220021-3PzS465-12S220021;POOL;AVAILABLE;13-Jan-22;;;
;battery;B0961;;;;;15;13S220030;;;Baik;Lengkap;REMICO 48V 480AH-6EPzS480-13S220030;POS 2;AVAILABLE;13-Jan-22;;;
;battery;B0962;;;;;15;08S220069;;;Baik;Lengkap;REMICO 72V 465AH-3PzS465-08S220069;POOL;AVAILABLE;08-Feb-22;;;
;battery;B0963;;;;;15;08S220070;;;Baik;Lengkap;REMICO 72V 465AH-3PzS465-08S220070;POOL;AVAILABLE;08-Feb-22;;;
;battery;B0964;;;;;15;08S220071;;;Baik;Lengkap;REMICO 72V 465AH-3PzS465-08S220071;POOL;AVAILABLE;08-Feb-22;;;
;battery;B0965;;;;;15;10S220085;;;Baik;Lengkap;REMICO 72V 465AH-3PzS465-10S220085;Perawang;SPARE;10-Feb-22;;;
;battery;B0966;;;;;15;17S220102;;;Baik;Lengkap;REMICO 48V 625AH-5EPzS625-17S220102;CJ Logistik Cibitung;SPARE;17-Feb-22;;;
;battery;B0967;;;;;33;170222/AASGI6A0/0158/I;;;Baik;Lengkap;GS YUASA 72V 470AH-VGI470-170222/AASGI6A0/0158/I;POOL;AVAILABLE;18-Feb-22;;;
;battery;B0968;;7092;;;80;2202012030W;;;Baik;Lengkap;LITIUM 25.6 V 210AH-HXYA-LFP-25.6V210-V1-2202012030W;POS 2;IN_USE;11-May-22;;;
;battery;B0969;;;;;80;2202012008W;;;Baik;Lengkap;LITIUM 25.6 V 210AH-HXYA-LFP-25.6V210-V1-2202012008W;POOL;AVAILABLE;11-May-22;;;
;battery;B0970;;;;;80;2202012039W;;;Baik;Lengkap;LITIUM 25.6 V 210AH-HXYA-LFP-25.6V210-V1-2202012039W;POOL;AVAILABLE;11-May-22;;;
;battery;B0971;;6092;;;80;2202012020W;;;Baik;Lengkap;LITIUM 25.6 V 210AH-HXYA-LFP-25.6V210-V1-2202012020W;IKPP Serpong Tangerang (IKT);IN_USE;11-May-22;;;
;battery;B0972;;6093;;;45;00C13507A20220301;;;Baik;Lengkap;ENEROC NEW ENERGY 48V 404AH-HL-C135-51.52-404-00C13507A20220301;BMJ Karawang;IN_USE;11-May-22;;;
;battery;B0973;;;;;34;210622/0DSGI4A0/0356/M;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400H-210622/0DSGI4A0/0356/M;Bekaert;SPARE;22-Jun-22;;;
;battery;B0974;;;;;34;280622-0DSGL4A0-0771-M;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400H-280622-0DSGL4A0-0771-M;Bekaert;SPARE;29-Jun-22;;;
;battery;B0975;;;;;74;53464490;;;Baik;Lengkap;STILL 80V 840Ah-20010-01-53464490;Oji Sinarmas Delta Mas;SPARE;24/09/2022;;;
;battery;B0976;;;;;74;53464496;;;Baik;Lengkap;STILL 80V 840Ah-6PzS840-053464496;POS 2;AVAILABLE;17-Nov-22;;;
;battery;B0977;;;;;80;06PPB3252A0YAAC76C6Y1505;;;Baik;Lengkap;Li-ion 25.6V 150Ah-LiFeP04-06PPB3252A0YAAC76C6Y1505;Ici Paint Jababeka;SPARE;23-Aug-21;;;
;battery;B0978;;;;;80;G809750220321016;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220321016;POOL;AVAILABLE;08-Aug-22;;;
;battery;B0979;;6207;;;80;G809750220327621;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220327621;Heinz abc karawang;IN_USE;08-Aug-22;;;
;battery;B0980;;;;;80;G80975022040508;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G80975022040508;Heinz abc karawang;SPARE;08-Aug-22;;;
;battery;B0981;;6191;;;80;G809750220405002;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220405002;Ichikoh Indonesia Cibitung / MM;IN_USE;08-Aug-22;;;
;battery;B0982;;;;;80;G809750220516012;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220516012;Heinz abc karawang;SPARE;08-Aug-22;;;
;battery;B0983;;;;;80;G809750220520006;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220520006;POOL;AVAILABLE;08-Aug-22;;;
;battery;B0984;;;;;80;G809750220516008;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220516008;Customer;SPARE;08-Aug-22;;;
;battery;B0985;;;;;80;G809750220516010;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220516010;POOL;AVAILABLE;08-Aug-22;;;
;battery;B0986;;;;;80;G809750220516004;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220516004;Hab Dong Indo Cibitung;SPARE;08-Aug-22;;;
;battery;B0987;;;;;80;G809750220405009;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220405009;POS 2;AVAILABLE;08-Aug-22;;;
;battery;B0988;;;;;80;G809750220321013;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220321013;Cipta Niaga Semesta / Mayora Tambun;SPARE;08-Aug-22;;;
;battery;B0989;;6190;;;80;G809750220321015;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220321015;Indolakto Purwosari Surabaya;IN_USE;08-Aug-22;;;
;battery;B0990;;;;;80;G809750220405014;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220405014;POS 2;AVAILABLE;08-Aug-22;;;
;battery;B0991;;;;;80;G809750220327017;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220327017;Ichikoh Indonesia Cibitung / MM;SPARE;08-Aug-22;;;
;battery;B0992;;;;;80;G809750220321020;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220321020;POOL;AVAILABLE;08-Aug-22;;;
;battery;B0993;;6237;;;45;0000C097M102AC902003;;;Baik;Lengkap;LITHIUM ENEROC NEW ENERGY 48V 202AH-HL-C097M1-48.30-202-0000C097M102AC902003;LG Tangerang;IN_USE;17-Oct-22;;;
;battery;B0994;;6238;;;45;0000C097M102AC902004;;;Baik;Lengkap;LITHIUM ENEROC NEW ENERGY 48V 202AH-HL-C097M1-48.30-202-0000C097M102AC902004;LG Tangerang;IN_USE;17-Oct-22;;;
;battery;B0995;;6285;;;45;0000C097M102AC902001;;;Baik;Lengkap;LITHIUM ENEROC NEW ENERGY 48V 202AH-HL-C097M1-48.30-202-0000C097M102AC902001;LG Tangerang;IN_USE;17-Oct-22;;;
;battery;B0996;;6286;;;45;0000C097M102AC902002;;;Baik;Lengkap;LITHIUM ENEROC NEW ENERGY 48V 202AH-HL-C097M1-48.30-202-0000C097M102AC902002;Hysis Engineering Tangerang;IN_USE;17-Oct-22;;;
;battery;B0997;;6343;;;80;R047831200002;;;Baik;Lengkap;Li-ion 80V 410AH-ZL80410-R047831200002;BMJ Karawang;IN_USE;02-Dec-22;;;
;battery;B0998;;6271;;;80;06PPB3252A0YAAC76C6Y1504;;;Baik;Lengkap;Li-ion 25.6V 150AH-LiFeP04-06PPB3252A0YAAC76C6Y1504;Kaldu Sari Nabati Indonesia - Rancaekek;IN_USE;;;;
;battery;B0999;;;;;80;06PPB3252A0YAAC83C6Y1507;;;Baik;Lengkap;Li-ion 25.6V 150AH-LiFeP04-06PPB3252A0YAAC83C6Y1507;Heinz abc karawang;SPARE;;;;
;battery;B1000;;;;;55;220222-36864;;;Baik;Lengkap;NEW TRACTION 36V 864AH-CEIL 8 IPZB-220222-36864;POOL;AVAILABLE;22-Feb-22;;;
;battery;B1001;;;;;33;220222/1LRCI6A0/0159/I;;;Baik;Lengkap;GS YUASA 72V 470AH-VGI470-220222/1LRCI6A0/0159/I;POOL;AVAILABLE;;;;
;battery;B1002;;;;;34;050822-0DSGL4A0-1022-0;;;Baik;Lengkap;GS Yuasa 24V 400AH -VGL400H-050822-0DSGL4A0-1022-0;BEKAERT;SPARE;;;;
;battery;B1003;;;;;33;240222/NJRCF3A0/0186/I - ASS TY : 270406YB1/AHM;;;Baik;Lengkap;GS YUASA 48V 210AH-VSF3A-240222/NJRCF3A0/0186/I - ASS TY : 270406YB1/AHM;POOL;AVAILABLE;23-Feb-22;;;
;battery;B1004;;;;;33;220222/1LRGI6A0/0159/I - ASS TY : 70606YB1/JPR A;;;Baik;Lengkap;GS YUASA 72V 470AH-VGI470-220222/1LRGI6A0/0159/I - ASS TY : 70606YB1/JPR A;POS 2;AVAILABLE;23-Feb-22;;;
;battery;B1005;;;;;33;220222/1LRGI6A0/0159/I - ASS TY : 70606YB1/JPR B;;;Baik;Lengkap;GS YUASA 72V 470AH-VGI470-220222/1LRGI6A0/0159/I - ASS TY : 70606YB1/JPR B;POS 2;AVAILABLE;23-Feb-22;;;
;battery;B1006;;;;;33;220222/1LRGI6A0/0159/I - ASS TY : 70606YB1/JPR D;;;Baik;Lengkap;GS YUASA 72V 470AH-VGI470-220222/1LRGI6A0/0159/I - ASS TY : 70606YB1/JPR D;POOL;AVAILABLE;23-Feb-22;;;
;battery;B1007;;;;;55;211015-36756;;;Baik;Lengkap;CEIL TRACTION 36V 756AH-CEIL 18 EXTEF 15-211015-36756;The Univenus Pluit (APP);SPARE;?-;;;
;battery;B1008;;;;;33;250222/TKRGI6A0/0203/I - ASS TY : 70606YB1/JPR;;;Baik;Lengkap;GS YUASA 72V 470AH-VGI470-250222/TKRGI6A0/0203/I - ASS TY : 70606YB1/JPR;OJI Sinarmas Deltamas Backup;SPARE;23-Feb-22;;;
;battery;B1009;;;;;33;220222/1LRGI6A0/0159/I - ASS TY : 70606YB1/JPR E;;;Baik;Lengkap;GS YUASA 72V 470AH-VGI470-220222/1LRGI6A0/0159/I - ASS TY : 70606YB1/JPR E;POOL;AVAILABLE;23-Feb-22;;;
;battery;B1010;;;;;33;220222/EASGI6A0/0159/I - ASS TY : 70606YB1/JPR C;;;Baik;Lengkap;GS YUASA 72V 470AH-VGI470-220222/EASGI6A0/0159/I - ASS TY : 70606YB1/JPR C;POS 2;AVAILABLE;23-Feb-22;;;
;battery;B1011;;;;;80;R040631110122;;;Baik;Lengkap;LI-ION 24V 205AH-ZL24210 - LFP-R040631110122;POOL;AVAILABLE;11-Mar-22;;;
;battery;B1012;;;;;80;G809750220405018;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220405018;Customer;SPARE;08-Aug-22;;;
;battery;B1013;;;;;80;G809750270321017;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750270321017;POOL;AVAILABLE;08-Aug-22;;;
;battery;B1014;;;;;80;G809750220327021;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220327021;Heinz abc karawang;SPARE;08-Aug-22;;;
;battery;B1015;;6209;;;80;G809750220405003;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220405003;Heinz abc karawang;IN_USE;08-Aug-22;;;
;battery;B1016;;;;;80;G809750220327022;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220327022;Heinz abc karawang;SPARE;08-Aug-22;;;
;battery;B1017;;6195;;;80;G809750220405001;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220405001;Ichikoh Indonesia Cibitung / MM;IN_USE;08-Aug-22;;;
;battery;B1018;;6200;;;80;G809750220405015;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220405015;Ichikoh Indonesia Cibitung / MM;IN_USE;08-Aug-22;;;
;battery;B1019;;;;;80;G809750220321018;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220321018;Customer;SPARE;08-Aug-22;;;
;battery;B1020;;;;;80;G809750220321012;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220321012;Customer;SPARE;08-Aug-22;;;
;battery;B1021;;;;;80;G809750220321017;;;Baik;Lengkap;JUNGHEINRICH 48V 750AH-48V6PzS750-G809750220321017;SCRAB - 8 Januari 2026 (Mk Daniel);SOLD;08-Aug-22;;;
;battery;B1022;;;;;80;06PPB3252A0YAAC76C6Y1506;;;Baik;Lengkap;Li-ion 25.6V 150AH-25.6V/150Ah-06PPB3252A0YAAC76C6Y1506;LG Cibitung;SPARE;17-Oct-22;;;
;battery;B1023;;6942;;;80;R040631191451;;;Baik;Lengkap;Li-ion 24V 205AH-ZL24210-R040631191451;Arisa Semarang - Spare;IN_USE;02-Dec-22;;;
;battery;B1024;;6890;;;80;06PPB3252A0YAAC76C6Y1510;;;Baik;Lengkap;Li-ion 25.6V 150AH-25.6V/150Ah-06PPB3252A0YAAC76C6Y1510;Kaldu Sari Nabati Majalengka;IN_USE;;;;
;battery;B1025;;6372;;;77;A28200207500060097000000C00195ACA20037;;;Baik;Lengkap;LITHIUM BATTERY 24V 125AH-HC-C001-25.76-125-A28200207500060097000000C00195ACA20037;Indo Barat Rayon (IBR) Purwakarta;IN_USE;02-Jan-22;;;
;battery;B1026;;;;;77;A28200207500060097000000C00195ACA20010;;;Baik;Lengkap;LITHIUM BATTERY 24V 125AH-HC-C001-25.76-125-A28200207500060097000000C00195ACA20010;POS 2;AVAILABLE;02-Jan-22;;;
;battery;B1027;;;;;77;A28200207500060097000000C00195ACA20009;;;Baik;Lengkap;LITHIUM BATTERY 24V 125AH-HC-C001-25.76-125-A28200207500060097000000C00195ACA20009;POOL;AVAILABLE;02-Jan-22;;;
;battery;B1028;;6371;;;77;A28200207500060097000000C00195ACA20035;;;Baik;Lengkap;LITHIUM BATTERY 24V 125AH-HC-C001-25.76-125-A28200207500060097000000C00195ACA20035;Supernova Cibitung / MM;IN_USE;02-Jan-22;;;
;battery;B1029;;6373;;;77;A28200207100120846000000C06106AC923001;;;Baik;Lengkap;LITHIUM BATTERY 48V 271AH-HC-C061-48.30-271-A28200207100120846000000C06106AC923001;Kaldu Sari Nabati Majalengka;IN_USE;02-Jan-22;;;
;battery;B1030;;;;;80;06PPB3252A0YAAC76C6Y1509;;;Baik;Lengkap;Li-ion 25.6V 150Ah-LiFeP04-06PPB3252A0YAAC76C6Y1509;POS 2;AVAILABLE;;;;
;battery;B1031;;6345;;;77;R047831190748;;;Baik;Lengkap;LITHIUM BATTERY 80V 410AH-ZL80410-R047831190748;IKPP Serang (IKS) - Spare;IN_USE;;;;
;battery;B1032;;6374;;;48;0000C093M103ACB23002;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 275AH-HL-C093M1-77.28-346-0000C093M103ACB23002;Jakarta Sereal - Lippo 1;IN_USE;10-Jan-23;;;
;battery;B1033;;6389;;;48;000000C09314ACB07010;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 335AH-HL-C093-80.50-404-000000C09314ACB07010;Intilog Cikampek;IN_USE;10-Jan-23;;;
;battery;B1034;;;;;48;000000C13609ACB28002;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28002;POOL;AVAILABLE;10-Jan-23;;;
;battery;B1035;;;;;48;0000C093M103ACB23003;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 275AH-HL-C093M1-77.28-346-0000C093M103ACB23003;Asahimas Cikampek;SPARE;10-Jan-23;;;
;battery;B1036;;6378;;;48;000000C13609ACB28006;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28006;Cipta Niaga Semesta / Mayora Jakutpus;IN_USE;10-Jan-23;;;
;battery;B1037;;6383;;;48;000000C13609ACB28001;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28001;Oki Palembang;IN_USE;10-Jan-23;;;
;battery;B1038;;6375;;;48;0000C093M103ACB23001;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 275AH-HL-C093M1-77.28-346-0000C093M103ACB23001;Jakarta Sereal Medan;IN_USE;10-Jan-23;;;
;battery;B1039;;6377;;;48;000000C13609ACB28008;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28008;Nissin Jaya Cibitung / MM;IN_USE;10-Jan-23;;;
;battery;B1040;;6376;;;48;000000C13609ACB28003;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28003;Senopati Fuji Trans Deltamas;IN_USE;10-Jan-23;;;
;battery;B1041;;6381;;;48;000000C13609ACB28005;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28005;South Pacific Viscose Purwakarta;IN_USE;10-Jan-23;;;
;battery;B1042;;6382;;;48;000000C13609ACB28004;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28004;Oki Palembang;IN_USE;10-Jan-23;;;
;battery;B1043;;6387;;;48;;;;Baik;Lengkap;ENEROC NEW ENERGY--;POOL;IN_USE;10-Jan-23;;;
;battery;B1044;;6386;;;48;;;;Baik;Lengkap;ENEROC NEW ENERGY--;POOL;IN_USE;10-Jan-23;;;
;battery;B1045;;6380;;;48;000000C13609ACB28007;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28007;Surya Renggo Surabaya;IN_USE;10-Jan-23;;;
;battery;B1046;;6385;;;48;000000C13609ACB28009;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000C13609ACB28009;Surya Renggo Surabaya;IN_USE;10-Jan-23;;;
;battery;B1047;;6384;;;48;000000c13609ACB25030;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 265AH-HL-C136-80.50-271-000000c13609ACB25030;Oki Palembang;IN_USE;10-Jan-23;;;
;battery;B1048;;6334;;;80;R040631191463;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R040631191463;Reckitt Benckiser Cileungsi;IN_USE;02-Dec-22;;;
;battery;B1049;;6336;;;80;R060631200459;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R060631200459;Reckitt Benckiser Cileungsi;IN_USE;02-Dec-22;;;
;battery;B1050;;6337;;;80;R060631200460;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R060631200460;Reckitt Benckiser Cileungsi;IN_USE;02-Dec-22;;;
;battery;B1051;;7872;;;80;R040631191450;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R040631191450;Kino Indonesia Tbk Cikande Serang;IN_USE;02-Dec-22;;;
;battery;B1052;;6340;;;80;R060631200452;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R060631200452;Reckit Benckiser Cileungsi - Spare;IN_USE;02-Dec-22;;;
;battery;B1053;;6339;;;80;R060631200462;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R060631200462;Reckitt Benckiser Cileungsi;IN_USE;02-Dec-22;;;
;battery;B1054;;6338;;;80;R060631200461;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R060631200461;Reckitt Benckiser Cileungsi;IN_USE;02-Dec-22;;;
;battery;B1055;;6332;;;80;R040631190208;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R040631190208;Reckitt Benckiser Cileungsi;IN_USE;02-Dec-22;;;
;battery;B1056;;6335;;;80;R060631200454;;;Baik;Lengkap;Li-ion 24V 210 AH-ZL24210-R060631200454;Reckitt Benckiser Cileungsi;IN_USE;02-Dec-22;;;
;battery;B1057;;;;;34;300123-MLSGL4A0-0106-T 300123-A;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-A;YCH Cikarang Deltamas (FFI Project);SPARE;31-Jan-23;;;
;battery;B1058;;;;;34;300123-MLSGL4A0-0106-T 300123-B;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-B;Arisa Semarang;SPARE;31-Jan-23;;;
;battery;B1059;;;;;34;300123-MLSGL4A0-0106-T 300123-C;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-C;POS 2;AVAILABLE;31-Jan-23;;;
;battery;B1060;;;;;34;300123-MLSGL4A0-0106-T 300123-D;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-D;YCH Deltamas;SPARE;31-Jan-23;;;
;battery;B1061;;;;;34;300123-MLSGL4A0-0106-T 300123-E;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-E;POS 2;AVAILABLE;31-Jan-23;;;
;battery;B1062;;5587;;;34;300123-MLSGL4A0-0106-T 300123-F;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-F;YCH Cikarang Deltamas (FFI Project);IN_USE;31-Jan-23;;;
;battery;B1063;;;;;34;300123-MLSGL4A0-0106-T 300123-G;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-G;POS 2;AVAILABLE;31-Jan-23;;;
;battery;B1064;;;;;34;300123-MLSGL4A0-0106-T 300123-H;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-H;POS 2;AVAILABLE;31-Jan-23;;;
;battery;B1065;;;;;34;300123-MLSGL4A0-0106-T 300123-I;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-I;Bekaert;SPARE;31-Jan-23;;;
;battery;B1066;;;;;34;300123-MLSGL4A0-0106-T 300123-J;;;Baik;Lengkap;GS YUASA 24V 400AH-VGL400-300123-MLSGL4A0-0106-T 300123-J;POOL;AVAILABLE;31-Jan-23;;;
;battery;B1067;;;;;80;R047831200001;;;Baik;Lengkap;Li-ion 80V 410AH-ZL80410-R047831200001;POOL;AVAILABLE;02-Dec-22;;;
;battery;B1068;;;;;80;G809750220728008;;;Baik;Lengkap;JUNGHEINRICH 48V 620AH-48V4PzS620-G809750220728008;SCRAB - 8 Januari 2026 (Mk Daniel);SOLD;;;;
;battery;B1069;;;;;80;G809750220728009;;;Baik;Lengkap;JUNGHEINRICH 48V 620AH-48V4PzS620-G809750220728009;POOL;AVAILABLE;;;;
;battery;B1070;;6869;;;80;G809750220808008;;;Baik;Lengkap;JUNGHEINRICH 48V 775AH-48V5PZS775-G809750220808008;Kaldu Sari Nabati Indonesia Kamadjaya Majalengka;IN_USE;05-Apr-23;;;
;battery;B1071;;;;;80;-;;;Baik;Lengkap;JUNGHEINRICH 48V 775AH-48V5PZS775- -;Kaldu Sari Nabati Majalengka;SPARE;05-Apr-23;;;
;battery;B1072;;6553;;;80;G809750220626006;;;Baik;Lengkap;JUNGHEINRICH 48V 775AH-48V5PZS775-G809750220626006;POS 2;IN_USE;05-Apr-23;;;
;battery;B1073;;6558;;;45;000000C13507AD228004;;;Baik;Lengkap;ENEROC NEW ENERGY 48V 404AH-HL-C135-51.52-404-000000C13507AD228004;Kaldu Sari Nabati Majalengka;IN_USE;12-Apr-23;;;
;battery;B1074;;6564;;;48;000000C13609AD301006;;;Baik;Lengkap;ENEROC NEW ENERGY 80V 271AH-HL-C136-80.50-271-000000C13609AD301006;Kaldu Sari Nabati Indonesia - Cicalengka;IN_USE;13-Apr-23;;;
