"id";"role_id";"permission_id";"granted";"assigned_by";"assigned_at"
"529";"1";"119";"1";NULL;"2026-02-16 16:10:07"
"530";"1";"120";"1";NULL;"2026-02-16 16:10:07"
"531";"1";"121";"1";NULL;"2026-02-16 16:10:07"
"532";"1";"122";"1";NULL;"2026-02-16 16:10:07"
"533";"1";"123";"1";NULL;"2026-02-16 16:10:07"
"534";"1";"124";"1";NULL;"2026-02-16 16:10:07"
"535";"1";"125";"1";NULL;"2026-02-16 16:10:07"
"4670";"30";"1";"1";NULL;"2026-03-13 03:12:37"
"4671";"30";"2";"1";NULL;"2026-03-13 03:12:37"
"4672";"30";"3";"1";NULL;"2026-03-13 03:12:37"
"4673";"30";"4";"1";NULL;"2026-03-13 03:12:37"
"4674";"30";"5";"1";NULL;"2026-03-13 03:12:37"
"4675";"30";"6";"1";NULL;"2026-03-13 03:12:37"
"4676";"30";"7";"1";NULL;"2026-03-13 03:12:37"
"4677";"30";"8";"1";NULL;"2026-03-13 03:12:37"
"4678";"30";"9";"1";NULL;"2026-03-13 03:12:37"
"4679";"30";"10";"1";NULL;"2026-03-13 03:12:37"
"4680";"30";"11";"1";NULL;"2026-03-13 03:12:37"
"4681";"30";"12";"1";NULL;"2026-03-13 03:12:37"
"4682";"30";"13";"1";NULL;"2026-03-13 03:12:37"
"4683";"30";"14";"1";NULL;"2026-03-13 03:12:37"
"4684";"30";"15";"1";NULL;"2026-03-13 03:12:37"
"4685";"30";"16";"1";NULL;"2026-03-13 03:12:37"
"4686";"30";"17";"1";NULL;"2026-03-13 03:12:37"
"4687";"30";"18";"1";NULL;"2026-03-13 03:12:37"
"4688";"30";"19";"1";NULL;"2026-03-13 03:12:37"
"4689";"30";"20";"1";NULL;"2026-03-13 03:12:37"
"4690";"30";"21";"1";NULL;"2026-03-13 03:12:37"
"4691";"30";"22";"1";NULL;"2026-03-13 03:12:37"
"4692";"30";"23";"1";NULL;"2026-03-13 03:12:37"
"4693";"30";"24";"1";NULL;"2026-03-13 03:12:37"
"4694";"30";"25";"1";NULL;"2026-03-13 03:12:37"
"4695";"30";"26";"1";NULL;"2026-03-13 03:12:37"
"4696";"30";"27";"1";NULL;"2026-03-13 03:12:37"
"4697";"30";"28";"1";NULL;"2026-03-13 03:12:37"
"4698";"30";"29";"1";NULL;"2026-03-13 03:12:37"
"4699";"30";"30";"1";NULL;"2026-03-13 03:12:37"
"4700";"30";"31";"1";NULL;"2026-03-13 03:12:37"
"4701";"30";"32";"1";NULL;"2026-03-13 03:12:37"
"4702";"30";"33";"1";NULL;"2026-03-13 03:12:37"
"4703";"30";"34";"1";NULL;"2026-03-13 03:12:37"
"4704";"30";"35";"1";NULL;"2026-03-13 03:12:37"
"4705";"30";"36";"1";NULL;"2026-03-13 03:12:37"
"4706";"30";"37";"1";NULL;"2026-03-13 03:12:37"
"4707";"30";"38";"1";NULL;"2026-03-13 03:12:37"
"4708";"30";"39";"1";NULL;"2026-03-13 03:12:37"
"4709";"30";"40";"1";NULL;"2026-03-13 03:12:37"
"4710";"30";"41";"1";NULL;"2026-03-13 03:12:37"
"4711";"30";"42";"1";NULL;"2026-03-13 03:12:37"
"4712";"30";"43";"1";NULL;"2026-03-13 03:12:37"
"4713";"30";"44";"1";NULL;"2026-03-13 03:12:37"
"4714";"30";"45";"1";NULL;"2026-03-13 03:12:37"
"4715";"30";"46";"1";NULL;"2026-03-13 03:12:37"
"4716";"30";"47";"1";NULL;"2026-03-13 03:12:37"
"4717";"30";"48";"1";NULL;"2026-03-13 03:12:37"
"4718";"30";"49";"1";NULL;"2026-03-13 03:12:37"
"4719";"30";"50";"1";NULL;"2026-03-13 03:12:37"
"4720";"30";"51";"1";NULL;"2026-03-13 03:12:37"
"4721";"30";"52";"1";NULL;"2026-03-13 03:12:37"
"4722";"30";"53";"1";NULL;"2026-03-13 03:12:37"
"4723";"30";"54";"1";NULL;"2026-03-13 03:12:37"
"4724";"30";"55";"1";NULL;"2026-03-13 03:12:37"
"4725";"30";"56";"1";NULL;"2026-03-13 03:12:37"
"4726";"30";"57";"1";NULL;"2026-03-13 03:12:37"
"4727";"30";"58";"1";NULL;"2026-03-13 03:12:37"
"4728";"30";"59";"1";NULL;"2026-03-13 03:12:37"
"4729";"30";"60";"1";NULL;"2026-03-13 03:12:37"
"4730";"30";"61";"1";NULL;"2026-03-13 03:12:37"
"4731";"30";"62";"1";NULL;"2026-03-13 03:12:37"
"4732";"30";"63";"1";NULL;"2026-03-13 03:12:37"
"4733";"30";"64";"1";NULL;"2026-03-13 03:12:37"
"4734";"30";"65";"1";NULL;"2026-03-13 03:12:37"
"4735";"30";"66";"1";NULL;"2026-03-13 03:12:37"
"4736";"30";"67";"1";NULL;"2026-03-13 03:12:37"
"4737";"30";"68";"1";NULL;"2026-03-13 03:12:37"
"4738";"30";"69";"1";NULL;"2026-03-13 03:12:37"
"4739";"30";"70";"1";NULL;"2026-03-13 03:12:37"
"4740";"30";"71";"1";NULL;"2026-03-13 03:12:37"
"4741";"30";"72";"1";NULL;"2026-03-13 03:12:37"
"4742";"30";"73";"1";NULL;"2026-03-13 03:12:37"
"4743";"30";"74";"1";NULL;"2026-03-13 03:12:37"
"4744";"30";"75";"1";NULL;"2026-03-13 03:12:37"
"4745";"30";"76";"1";NULL;"2026-03-13 03:12:37"
"4746";"30";"77";"1";NULL;"2026-03-13 03:12:37"
"4747";"30";"78";"1";NULL;"2026-03-13 03:12:37"
"4748";"30";"79";"1";NULL;"2026-03-13 03:12:37"
"4749";"30";"80";"1";NULL;"2026-03-13 03:12:37"
"4750";"30";"81";"1";NULL;"2026-03-13 03:12:37"
"4751";"30";"82";"1";NULL;"2026-03-13 03:12:37"
"4752";"30";"83";"1";NULL;"2026-03-13 03:12:37"
"4753";"30";"84";"1";NULL;"2026-03-13 03:12:37"
"4754";"30";"85";"1";NULL;"2026-03-13 03:12:37"
"4755";"30";"86";"1";NULL;"2026-03-13 03:12:37"
"4756";"30";"87";"1";NULL;"2026-03-13 03:12:37"
"4757";"30";"88";"1";NULL;"2026-03-13 03:12:37"
"4758";"30";"89";"1";NULL;"2026-03-13 03:12:37"
"4759";"30";"90";"1";NULL;"2026-03-13 03:12:37"
"4760";"30";"91";"1";NULL;"2026-03-13 03:12:37"
"4761";"30";"92";"1";NULL;"2026-03-13 03:12:37"
"4762";"30";"93";"1";NULL;"2026-03-13 03:12:37"
"4763";"30";"94";"1";NULL;"2026-03-13 03:12:37"
"4764";"30";"95";"1";NULL;"2026-03-13 03:12:37"
"4765";"30";"96";"1";NULL;"2026-03-13 03:12:37"
"4766";"30";"97";"1";NULL;"2026-03-13 03:12:37"
"4767";"30";"98";"1";NULL;"2026-03-13 03:12:37"
"4768";"30";"99";"1";NULL;"2026-03-13 03:12:37"
"4769";"30";"100";"1";NULL;"2026-03-13 03:12:37"
"4770";"30";"101";"1";NULL;"2026-03-13 03:12:37"
"4771";"30";"102";"1";NULL;"2026-03-13 03:12:37"
"4772";"30";"103";"1";NULL;"2026-03-13 03:12:37"
"4773";"30";"104";"1";NULL;"2026-03-13 03:12:37"
"4774";"30";"105";"1";NULL;"2026-03-13 03:12:37"
"4775";"30";"106";"1";NULL;"2026-03-13 03:12:37"
"4776";"30";"107";"1";NULL;"2026-03-13 03:12:37"
"4777";"30";"108";"1";NULL;"2026-03-13 03:12:37"
"4778";"30";"109";"1";NULL;"2026-03-13 03:12:37"
"4779";"30";"110";"1";NULL;"2026-03-13 03:12:37"
"4780";"30";"111";"1";NULL;"2026-03-13 03:12:37"
"4781";"30";"112";"1";NULL;"2026-03-13 03:12:37"
"4782";"30";"113";"1";NULL;"2026-03-13 03:12:37"
"4783";"30";"114";"1";NULL;"2026-03-13 03:12:37"
"4784";"30";"115";"1";NULL;"2026-03-13 03:12:37"
"4785";"30";"116";"1";NULL;"2026-03-13 03:12:37"
"4786";"30";"117";"1";NULL;"2026-03-13 03:12:37"
"4787";"30";"118";"1";NULL;"2026-03-13 03:12:37"
"4788";"30";"119";"1";NULL;"2026-03-13 03:12:37"
"4789";"30";"120";"1";NULL;"2026-03-13 03:12:37"
"4790";"30";"121";"1";NULL;"2026-03-13 03:12:37"
"4791";"30";"122";"1";NULL;"2026-03-13 03:12:37"
"4792";"30";"123";"1";NULL;"2026-03-13 03:12:37"
"4793";"30";"124";"1";NULL;"2026-03-13 03:12:37"
"4794";"30";"125";"1";NULL;"2026-03-13 03:12:37"
"4795";"30";"126";"1";NULL;"2026-03-13 03:12:37"
"4796";"30";"127";"1";NULL;"2026-03-13 03:12:37"
"4797";"30";"128";"1";NULL;"2026-03-13 03:12:37"
"4798";"30";"129";"1";NULL;"2026-03-13 03:12:37"
"4799";"30";"130";"1";NULL;"2026-03-13 03:12:37"
"4800";"30";"131";"1";NULL;"2026-03-13 03:12:37"
"4801";"30";"132";"1";NULL;"2026-03-13 03:12:37"
"4802";"30";"133";"1";NULL;"2026-03-13 03:12:37"
"4803";"30";"134";"1";NULL;"2026-03-13 03:12:37"
"4804";"30";"135";"1";NULL;"2026-03-13 03:12:37"
"4805";"30";"136";"1";NULL;"2026-03-13 03:12:37"
"4806";"30";"137";"1";NULL;"2026-03-13 03:12:37"
"4807";"30";"138";"1";NULL;"2026-03-13 03:12:37"
"4808";"30";"139";"1";NULL;"2026-03-13 03:12:37"
"4809";"30";"140";"1";NULL;"2026-03-13 03:12:37"
"4810";"30";"141";"1";NULL;"2026-03-13 03:12:37"
"4811";"30";"142";"1";NULL;"2026-03-13 03:12:37"
"4812";"30";"143";"1";NULL;"2026-03-13 03:12:37"
"4813";"30";"144";"1";NULL;"2026-03-13 03:12:37"
"4814";"30";"145";"1";NULL;"2026-03-13 03:12:37"
"4815";"30";"146";"1";NULL;"2026-03-13 03:12:37"
"4816";"30";"147";"1";NULL;"2026-03-13 03:12:37"
"4817";"30";"148";"1";NULL;"2026-03-13 03:12:37"
"4818";"30";"149";"1";NULL;"2026-03-13 03:12:37"
"4819";"30";"150";"1";NULL;"2026-03-13 03:12:37"
"4820";"30";"151";"1";NULL;"2026-03-13 03:12:37"
"4821";"30";"152";"1";NULL;"2026-03-13 03:12:37"
"4822";"30";"153";"1";NULL;"2026-03-13 03:12:37"
"4823";"30";"154";"1";NULL;"2026-03-13 03:12:37"
"4824";"30";"155";"1";NULL;"2026-03-13 03:12:37"
"4825";"30";"156";"1";NULL;"2026-03-13 03:12:37"
"4826";"30";"157";"1";NULL;"2026-03-13 03:12:37"
"4827";"30";"158";"1";NULL;"2026-03-13 03:12:37"
"4828";"30";"159";"1";NULL;"2026-03-13 03:12:37"
"4829";"30";"160";"1";NULL;"2026-03-13 03:12:37"
"4830";"30";"161";"1";NULL;"2026-03-13 03:12:37"
"4831";"30";"162";"1";NULL;"2026-03-13 03:12:37"
"4832";"30";"168";"1";NULL;"2026-03-13 03:12:37"
"4833";"30";"169";"1";NULL;"2026-03-13 03:12:37"
"4834";"30";"170";"1";NULL;"2026-03-13 03:12:37"
"4835";"30";"171";"1";NULL;"2026-03-13 03:12:37"
"4836";"30";"178";"1";NULL;"2026-03-13 03:12:37"
"4837";"30";"179";"1";NULL;"2026-03-13 03:12:37"
"4838";"30";"180";"1";NULL;"2026-03-13 03:12:37"
"4839";"30";"181";"1";NULL;"2026-03-13 03:12:37"
"4840";"30";"182";"1";NULL;"2026-03-13 03:12:37"
"4841";"30";"183";"1";NULL;"2026-03-13 03:12:37"
"4842";"30";"184";"1";NULL;"2026-03-13 03:12:37"
"4843";"30";"185";"1";NULL;"2026-03-13 03:12:37"
"4844";"30";"186";"1";NULL;"2026-03-13 03:12:37"
"4845";"30";"187";"1";NULL;"2026-03-13 03:12:37"
"4846";"30";"188";"1";NULL;"2026-03-13 03:12:37"
"4847";"30";"189";"1";NULL;"2026-03-13 03:12:37"
"4848";"30";"194";"1";NULL;"2026-03-13 03:12:37"
"4849";"30";"195";"1";NULL;"2026-03-13 03:12:37"
"4850";"30";"196";"1";NULL;"2026-03-13 03:12:37"
"4851";"30";"197";"1";NULL;"2026-03-13 03:12:37"
"4852";"30";"198";"1";NULL;"2026-03-13 03:12:37"
"4853";"30";"199";"1";NULL;"2026-03-13 03:12:37"
"4854";"30";"200";"1";NULL;"2026-03-13 03:12:37"
"4855";"30";"201";"1";NULL;"2026-03-13 03:12:37"
"4857";"30";"203";"1";NULL;"2026-03-13 03:12:37"
"4858";"30";"204";"1";NULL;"2026-03-13 03:12:37"
"4859";"30";"205";"1";NULL;"2026-03-13 03:12:37"
"4860";"30";"206";"1";NULL;"2026-03-13 03:12:37"
"4861";"30";"207";"1";NULL;"2026-03-13 03:12:37"
"4862";"30";"208";"1";NULL;"2026-03-13 03:12:37"
"4863";"30";"209";"1";NULL;"2026-03-13 03:12:37"
"4864";"30";"210";"1";NULL;"2026-03-13 03:12:37"
"4865";"30";"211";"1";NULL;"2026-03-13 03:12:37"
"4866";"30";"212";"1";NULL;"2026-03-13 03:12:37"
"4867";"30";"216";"1";NULL;"2026-03-13 03:12:37"
"4868";"30";"217";"1";NULL;"2026-03-13 03:12:37"
"4869";"30";"218";"1";NULL;"2026-03-13 03:12:37"
"4870";"30";"219";"1";NULL;"2026-03-13 03:12:37"
"4871";"30";"224";"1";NULL;"2026-03-13 03:12:37"
"4872";"30";"225";"1";NULL;"2026-03-13 03:12:37"
"4873";"30";"226";"1";NULL;"2026-03-13 03:12:37"
"4874";"30";"227";"1";NULL;"2026-03-13 03:12:37"
"4875";"30";"228";"1";NULL;"2026-03-13 03:12:37"
"4876";"30";"229";"1";NULL;"2026-03-13 03:12:37"
"4877";"30";"230";"1";NULL;"2026-03-13 03:12:37"
"4878";"30";"231";"1";NULL;"2026-03-13 03:12:37"
"4879";"30";"232";"1";NULL;"2026-03-13 03:12:37"
"4880";"30";"233";"1";NULL;"2026-03-13 03:12:37"
"4881";"30";"234";"1";NULL;"2026-03-13 03:12:37"
"4882";"30";"235";"1";NULL;"2026-03-13 03:12:37"
"4883";"30";"236";"1";NULL;"2026-03-13 03:12:37"
"4884";"30";"237";"1";NULL;"2026-03-13 03:12:37"
"4885";"30";"238";"1";NULL;"2026-03-13 03:12:37"
"4886";"30";"239";"1";NULL;"2026-03-13 03:12:37"
"4887";"30";"240";"1";NULL;"2026-03-13 03:12:37"
"4888";"30";"241";"1";NULL;"2026-03-13 03:12:37"
"4889";"30";"247";"1";NULL;"2026-03-13 03:12:37"
"4890";"30";"248";"1";NULL;"2026-03-13 03:12:37"
"4891";"30";"249";"1";NULL;"2026-03-13 03:12:37"
"4892";"30";"250";"1";NULL;"2026-03-13 03:12:37"
"4893";"30";"251";"1";NULL;"2026-03-13 03:12:37"
"4894";"30";"252";"1";NULL;"2026-03-13 03:12:37"
"4895";"30";"253";"1";NULL;"2026-03-13 03:12:37"
"4896";"30";"254";"1";NULL;"2026-03-13 03:12:37"
"4897";"30";"255";"1";NULL;"2026-03-13 03:12:37"
"4898";"30";"256";"1";NULL;"2026-03-13 03:12:37"
"4899";"30";"257";"1";NULL;"2026-03-13 03:12:37"
"4900";"30";"258";"1";NULL;"2026-03-13 03:12:37"
"4901";"30";"259";"1";NULL;"2026-03-13 03:12:37"
"4902";"30";"260";"1";NULL;"2026-03-13 03:12:37"
"4903";"30";"261";"1";NULL;"2026-03-13 03:12:37"
"4904";"30";"262";"1";NULL;"2026-03-13 03:12:37"
"4905";"30";"263";"1";NULL;"2026-03-13 03:12:37"
"4906";"30";"264";"1";NULL;"2026-03-13 03:12:37"
"4907";"30";"265";"1";NULL;"2026-03-13 03:12:37"
"4908";"30";"266";"1";NULL;"2026-03-13 03:12:37"
"4909";"30";"267";"1";NULL;"2026-03-13 03:12:37"
"4910";"30";"271";"1";NULL;"2026-03-13 03:12:37"
"4911";"30";"272";"1";NULL;"2026-03-13 03:12:37"
"4912";"30";"273";"1";NULL;"2026-03-13 03:12:37"
"4913";"30";"274";"1";NULL;"2026-03-13 03:12:37"
"4914";"30";"275";"1";NULL;"2026-03-13 03:12:37"
"4915";"30";"276";"1";NULL;"2026-03-13 03:12:37"
"4916";"30";"279";"1";NULL;"2026-03-13 03:12:37"
"4917";"30";"280";"1";NULL;"2026-03-13 03:12:37"
"4918";"30";"281";"1";NULL;"2026-03-13 03:12:37"
"4919";"30";"282";"1";NULL;"2026-03-13 03:12:37"
"4920";"30";"283";"1";NULL;"2026-03-13 03:12:37"
"4921";"30";"284";"1";NULL;"2026-03-13 03:12:37"
"4922";"30";"287";"1";NULL;"2026-03-13 03:12:37"
"4923";"30";"288";"1";NULL;"2026-03-13 03:12:37"
"4924";"30";"289";"1";NULL;"2026-03-13 03:12:37"
"4925";"30";"290";"1";NULL;"2026-03-13 03:12:37"
"4926";"30";"291";"1";NULL;"2026-03-13 03:12:37"
"4927";"30";"294";"1";NULL;"2026-03-13 03:12:37"
"4928";"30";"295";"1";NULL;"2026-03-13 03:12:37"
"4929";"30";"296";"1";NULL;"2026-03-13 03:12:37"
"4930";"30";"297";"1";NULL;"2026-03-13 03:12:37"
"4931";"30";"298";"1";NULL;"2026-03-13 03:12:37"
"4932";"30";"301";"1";NULL;"2026-03-13 03:12:37"
"4933";"30";"302";"1";NULL;"2026-03-13 03:12:37"
"4934";"30";"303";"1";NULL;"2026-03-13 03:12:37"
"4935";"30";"304";"1";NULL;"2026-03-13 03:12:37"
"4936";"30";"309";"1";NULL;"2026-03-13 03:12:37"
"4937";"30";"310";"1";NULL;"2026-03-13 03:12:37"
"4938";"30";"311";"1";NULL;"2026-03-13 03:12:37"
"4939";"30";"312";"1";NULL;"2026-03-13 03:12:37"
"4940";"30";"313";"1";NULL;"2026-03-13 03:12:37"
"4941";"30";"314";"1";NULL;"2026-03-13 03:12:37"
"4942";"30";"315";"1";NULL;"2026-03-13 03:12:37"
"4943";"30";"316";"1";NULL;"2026-03-13 03:12:37"
"4944";"30";"317";"1";NULL;"2026-03-13 03:12:37"
"4945";"30";"318";"1";NULL;"2026-03-13 03:12:37"
"4946";"30";"319";"1";NULL;"2026-03-13 03:12:37"
"4947";"30";"320";"1";NULL;"2026-03-13 03:12:37"
"4948";"30";"321";"1";NULL;"2026-03-13 03:12:37"
"4949";"30";"322";"1";NULL;"2026-03-13 03:12:37"
"4950";"30";"323";"1";NULL;"2026-03-13 03:12:37"
"4951";"30";"324";"1";NULL;"2026-03-13 03:12:37"
"4952";"30";"325";"1";NULL;"2026-03-13 03:12:37"
"4953";"30";"326";"1";NULL;"2026-03-13 03:12:37"
"4954";"30";"327";"1";NULL;"2026-03-13 03:12:37"
"4955";"30";"328";"1";NULL;"2026-03-13 03:12:37"
"4956";"30";"329";"1";NULL;"2026-03-13 03:12:37"
"4957";"30";"330";"1";NULL;"2026-03-13 03:12:37"
"4958";"30";"331";"1";NULL;"2026-03-13 03:12:37"
"4959";"30";"332";"1";NULL;"2026-03-13 03:12:37"
"4960";"30";"333";"1";NULL;"2026-03-13 03:12:37"
"4961";"30";"334";"1";NULL;"2026-03-13 03:12:37"
"4962";"30";"335";"1";NULL;"2026-03-13 03:12:37"
"4963";"30";"336";"1";NULL;"2026-03-13 03:12:37"
"4964";"30";"337";"1";NULL;"2026-03-13 03:12:37"
"4965";"30";"338";"1";NULL;"2026-03-13 03:12:37"
"4966";"30";"339";"1";NULL;"2026-03-13 03:12:37"
"4967";"30";"340";"1";NULL;"2026-03-13 03:12:37"
"4968";"30";"341";"1";NULL;"2026-03-13 03:12:37"
"4969";"30";"342";"1";NULL;"2026-03-13 03:12:37"
"4970";"30";"343";"1";NULL;"2026-03-13 03:12:37"
"4971";"30";"344";"1";NULL;"2026-03-13 03:12:37"
"4972";"30";"345";"1";NULL;"2026-03-13 03:12:37"
"4973";"30";"346";"1";NULL;"2026-03-13 03:12:37"
"4974";"30";"347";"1";NULL;"2026-03-13 03:12:37"
"4975";"30";"348";"1";NULL;"2026-03-13 03:12:37"
"4976";"30";"349";"1";NULL;"2026-03-13 03:12:37"
"4977";"30";"350";"1";NULL;"2026-03-13 03:12:37"
"4978";"30";"351";"1";NULL;"2026-03-13 03:12:37"
"4979";"30";"352";"1";NULL;"2026-03-13 03:12:37"
"4980";"30";"353";"1";NULL;"2026-03-13 03:12:37"
"4981";"30";"354";"1";NULL;"2026-03-13 03:12:37"
"4982";"30";"355";"1";NULL;"2026-03-13 03:12:37"
"4983";"30";"356";"1";NULL;"2026-03-13 03:12:37"
"4984";"30";"357";"1";NULL;"2026-03-13 03:12:37"
