ID_Unit;Serial_Number;Tahun_Unit;Nama_Customer;No_PO;No_Kontrak;Awal_Sewa;Akhir_Sewa;Harga_Bulan;Sumber_Data_Customer
2888;CT14E-22373;2022;"PT CIPTA NIAGA SEMESTA";4501945653;;;;0;MARKETING
2889;3311000936;2022;"Oji Sinarmas Packaging";;;;;0;MARKETING
2890;3311000937;2022;"Oji Sinarmas Packaging";;;;;0;MARKETING
2891;3311001789;2022;"Oji Sinarmas Packaging";;;;;0;MARKETING
2892;3311001790;2022;"Oji Sinarmas Packaging";;;;;0;MARKETING
2897;05025DG8373;2022;"PT. LX Phantos Jakarta";;;;;0;MARKETING
2898;05030DG8732;2022;"PT. LX Phantos Jakarta";;;;;0;MARKETING
2899;05035DG8740;2022;"PT SUPERNOVA FLEXIBLE PACKAGING";;;;;0;MARKETING
2900;257D01019;2022;"PT SUPERNOVA FLEXIBLE PACKAGING";;;;;0;MARKETING
2901;257D01020;2022;"PT SUPERNOVA FLEXIBLE PACKAGING";;;;;0;MARKETING
2902;257D01021;2022;"Indo Bharat Rayon";;;;;0;MARKETING
2903;91463;2022;"OKI Pulp and Paper";;;;;0;MARKETING
2904;91771;2022;"Sika Indonesia";;;;;0;MARKETING
2905;33302;2022;"KONTRAK SUPERIOR PORCELAIN (14-11-2025)";;;;;0;WAREHOUSE
2910;37818;2022;"PT INDOFOOD CBP MAKMUR";;;;;0;MARKETING
2914;080307U7771;2022;"Indo Bharat Rayon spare";;;;;0;MARKETING
2919;CT14E-22375;2022;"Indah Kiat Pulp and Paper";;;;;0;MARKETING
2924;CT14E-22381;2022;"Indah Kiat Pulp and Paper";;;;;0;MARKETING
2928;CT14E-22587;2022;"Daesan Makmur Sentosa";;;;;0;MARKETING
2929;CT14E-22588;2022;"Indah Kiat Pulp and Paper";;;;;0;MARKETING
2931;CT18C-87921;2022;"PT SUPERNOVA FLEXIBLE PACKAGING";;;;;0;MARKETING
2948;93525;2022;"PT BUKIT MURIA JAYA";;;;;0;MARKETING
2949;29368;2022;"PT BUKIT MURIA JAYA";;;;;0;MARKETING
2950;29353;2022;"PT BUKIT MURIA JAYA";;;;;0;MARKETING
2952;33738;2022;"Saitama Stamping Indonesia";;;;;0;MARKETING
2953;33625;2022;COLOROBIA;;;;;0;WAREHOUSE
2960;37632;2021;"OKI Pulp and Paper";;;;;0;MARKETING
2963;92540;2021;INDOLAKTO;;;;;0;WAREHOUSE
2964;92581;2021;"PT ILC LOGISTICS INDONESIA";;;;;0;MARKETING
2965;92982;2021;"Indah Bestari Permai";;;;;0;MARKETING
2967;93019;2021;"PT. LX Phantos Jakarta";;;;;0;MARKETING
2968;93568;2022;"AIBM - Indolakto";;;;;0;MARKETING
2969;93590;2022;"AIBM - Indolakto";;;;;0;MARKETING
2970;93712;2022;"AIBM - Indolakto";;;;;0;MARKETING
2971;93721;2022;"AIBM - Indolakto";;;;;0;MARKETING
2972;93822;2022;"The Univenus";;;;;0;MARKETING
2973;93823;2022;"The Univenus";;;;;0;MARKETING
2974;94694;2022;"The Univenus";;;;;0;MARKETING
2975;94770;2022;"The Univenus";;;;;0;MARKETING
2976;94753;2022;"The Univenus";;;;;0;MARKETING
2977;94769;2022;INDOLAKTO;;;;;0;WAREHOUSE
2978;93574;2022;"The Univenus";;;;;0;MARKETING
2980;93598;2022;"The Univenus";;;;;0;MARKETING
2981;93951;2022;"The Univenus";;;;;0;MARKETING
2985;30E33008;2022;"INDAH KIAT PULP AND PAPER";;;;;0;WAREHOUSE
2986;30E33006;2022;"Indo Bharat Rayon";;;;;0;MARKETING
2987;0.00E+00;2022;"PT BUKIT MURIA JAYA";;;;;0;MARKETING
2988;0.00E+00;2022;"PT BAKRIE AUTOPARTS";;;;;0;MARKETING
2989;0.00E+00;2022;"PT LG Electronics Indonesia";;;;;0;MARKETING
